NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	
N1	0.303854	0.26087	0.193205	0.123451	0.0678602	0.0319489	0.0128185	0.00436177	0.0012535	0.000303261	6.16299e-05	1.05084e-05	1.50299e-06	1.80428e-07	1.8203e-08	1.54625e-09	1.10842e-10	6.72312e-12	3.4604e-13	3.1239e-17	6.04211e-18	1.08168e-18	1.79546e-19	2.76854e-20	3.97553e-21	5.33806e-22	6.76142e-23	8.25703e-24	1.0291e-24	1.68085e-25	
N2	0.113766	0.121625	0.127559	0.128841	0.123197	0.110066	0.0910456	0.0693098	0.0483639	0.0308524	0.017961	0.00953114	0.00460706	0.00202766	0.000812456	0.000296391	9.84669e-05	2.98013e-05	8.22076e-06	2.06811e-06	4.74802e-07	9.95534e-08	1.90797e-08	3.34576e-09	5.37594e-10	7.93921e-11	1.08778e-11	1.43282e-12	2.09026e-13	5.47441e-14	
N3	0.0574913	0.0689166	0.0859988	0.104606	0.119303	0.125157	0.119647	0.103708	0.0812549	0.0574273	0.0365574	0.0209391	0.0107835	0.004991	0.00207573	0.000775766	0.000260601	7.87216e-05	2.13963e-05	5.23629e-06	1.15483e-06	2.29746e-07	4.12753e-08	6.70555e-09	9.87001e-10	1.32111e-10	1.62367e-11	1.89248e-12	2.3744e-13	5.24541e-14	
POCUBR_Notaris_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	0.014093	0.0197798	0.0316843	0.0511051	0.0772271	0.105653	0.128845	0.139058	0.13234	0.110833	0.0815831	0.052743	0.0299352	0.0149137	0.00652256	0.002505	0.000845222	0.00025073	6.54459e-05	1.50465e-05	3.05045e-06	5.46032e-07	8.64168e-08	1.21104e-08	1.50536e-09	1.66372e-10	1.64407e-11	1.48652e-12	1.38501e-13	2.32686e-14	
N5	0.00830321	0.01229	0.0210676	0.03648	0.0595088	0.0883646	0.117259	0.137586	0.141844	0.127998	0.100875	0.0693487	0.0415685	0.021726	0.00990561	0.00394274	0.00137145	0.00041742	0.000111329	2.6061e-05	5.36399e-06	9.72562e-07	1.55648e-07	2.20332e-08	2.76499e-09	3.08484e-10	3.07815e-11	2.81225e-12	2.65475e-13	4.54246e-14	
N6	1.22159e-07	7.76277e-07	6.27844e-06	4.50606e-05	0.0002728	0.00136922	0.00561745	0.0185822	0.0489125	0.101209	0.162899	0.202257	0.192627	0.140306	0.0781368	0.0333468	0.0109598	0.00279445	0.000557923	8.815e-05	1.11449e-05	1.14018e-06	9.54122e-08	6.59807e-09	3.80703e-10	1.84965e-11	7.64219e-13	2.73281e-14	9.11539e-16	4.92179e-17	
POCUDR_Sphenophorus_sp	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Metamasius_hemipterus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Diocalandra_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
