NODE	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.145342	0.145339	0.142591	0.134409	0.119741	0.0996897	0.0770019	0.0549314	0.0360884	0.0217951	0.0120865	0.00615011	0.00287022	0.00122828	0.00048194	0.000173387	5.7204e-05	1.73108e-05	4.80639e-06	1.22491e-06	2.86667e-07	6.16445e-08	1.21887e-08	2.21783e-09	3.71754e-10	5.74747e-11	8.20848e-12	1.08506e-12	1.22064e-16	4.12411e-17	1.34699e-17	4.26394e-18	1.31254e-18	3.94524e-19	1.16382e-19	3.38915e-20	9.80486e-21	2.83543e-21	8.23914e-22	2.41391e-22	7.13962e-23	2.13028e-23	6.40446e-24	1.95026e-24	6.33683e-25	2.87603e-25	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.0499662	0.0735029	0.0977596	0.117313	0.127404	0.125945	0.11397	0.094806	0.0726743	0.0513914	0.0335315	0.020183	0.0112036	0.00573416	0.00270564	0.00117699	0.000472122	0.000174678	5.9635e-05	1.8796e-05	5.47258e-06	1.47297e-06	3.66798e-07	8.45871e-08	1.80842e-08	3.58887e-09	6.62085e-10	1.13735e-10	1.82275e-11	2.73105e-12	3.83417e-13	5.05519e-14	6.27302e-15	7.34108e-16	8.11634e-17	8.49044e-18	8.41438e-19	7.91084e-20	7.07499e-21	6.07231e-22	5.15414e-23	4.74476e-24	5.77367e-25	1.10087e-25	3.22517e-26	1.69525e-26	
N3	1.78443e-05	3.86007e-05	9.03157e-05	0.000207665	0.00045488	0.000941532	0.00183945	0.00339462	0.00592457	0.00978969	0.0153304	0.0227708	0.0321037	0.0429895	0.0547083	0.0662003	0.0762089	0.083504	0.0871326	0.0866253	0.0820964	0.0742087	0.0640152	0.0527319	0.0415058	0.0312389	0.0224993	0.0155205	0.0102641	0.00651474	0.00397369	0.00233285	0.0013207	0.000722769	0.000383553	0.000198175	0.000100221	4.99396e-05	2.47143e-05	1.22523e-05	6.1343e-06	3.12078e-06	1.62016e-06	8.67387e-07	5.09247e-07	4.2166e-07	
N4	2.3307e-21	1.96875e-20	2.02258e-19	1.97835e-18	1.81191e-17	1.55611e-16	1.2553e-15	9.52075e-15	6.79185e-14	4.55727e-13	2.87551e-12	1.70542e-11	9.50201e-11	4.9703e-10	2.43906e-09	1.12204e-08	4.83492e-08	1.94991e-07	7.35397e-07	2.59149e-06	8.52576e-06	2.61647e-05	7.48428e-05	0.000199387	0.000494357	0.00113996	0.00244335	0.0048654	0.00899784	0.0154515	0.0246399	0.0365007	0.0502656	0.0644278	0.0770005	0.0860274	0.0901562	0.0890254	0.0833013	0.0743831	0.0639577	0.0536409	0.0448842	0.0392532	0.0391994	0.0496318	
ADDYHY_Stictotarsus_griseostriatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0195281	0.031659	0.0491113	0.0708628	0.0937682	0.113082	0.123962	0.123384	0.111459	0.0913763	0.0679916	0.0459281	0.0281728	0.0156985	0.00794924	0.0036594	0.00153214	0.0005837	0.000202437	6.39476e-05	1.84088e-05	4.83215e-06	1.15728e-06	2.53042e-07	5.0548e-08	9.23166e-09	1.54257e-09	2.36016e-10	3.30916e-11	4.25539e-12	5.02321e-13	5.4479e-14	5.43344e-15	4.98794e-16	4.21869e-17	3.29052e-18	2.36929e-19	1.57657e-20	9.70776e-22	5.54195e-23	2.94354e-24	1.46609e-25	6.98213e-27	3.33898e-28	1.83396e-29	2.09678e-30	
