"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.335988775577232,33.648657341466,0.290600950286417,0.25002638960915,0.378763785964731,0.152755645671076,0.00350019748676314,0.362026170839067,0.0730767377890158,0.00149537161837456,0.0402682598269956,0.294713785163677
"2",0.218113007573286,29.7763725010152,0.308507575424554,0.259282163671151,0.633730924601067,0.140024213202215,0.00407390155033645,0.301120884663069,0.0750160934283848,0.00150687008989385,0.0389613041257355,0.284296297457859
"3",0.135713759860203,4.56656891444014,0.36840859478963,0.268441645969611,0.616682204176381,0.204293793941114,0.00248300289409711,0.181352301072481,0.0731591831527205,0.00117439767256472,0.0367677945378866,0.335264344989881
"4",0.138955762510449,11.0161738716056,0.308242639404322,0.263689182334254,0.380455041572832,0.174642403346915,0.00614752231595381,0.418441904188006,0.0722883005861337,0.00115374188128224,0.102445953843508,0.249873261518293
"5",0.243542641191095,2.79343446283532,0.288015231590003,0.245064649865462,0.595287116132859,0.156579275477506,0.00527354379367742,0.232648771936666,0.0721283795979848,0.00167028295088766,0.0375552158499197,0.319455088624415
"6",0.219542921919364,3.97439494183579,0.391405455420519,0.388344060149584,0.548085824805796,0.145998945698108,0.00525479265517207,0.317011759937056,0.0824115463035145,0.00140709575485784,0.0330117826249005,0.216784750916241
"7",0.141416665177699,8.77910212348485,0.370279604640309,0.191874170928377,0.558551775849128,0.171565358408164,0.00448976578241652,0.400774980784653,0.069969640175764,0.00169198907321931,0.0357606181958718,0.377876604193875
"8",0.0892756843652089,20.6142467821794,0.262236433230995,0.251246287431975,0.64040665792721,0.14513976551776,0.00540175001783274,0.53862209979633,0.0879963956866534,0.00163776064666404,0.0325194882559976,0.221735838063201
"9",0.183356112316613,1.94830928096339,0.269903927200338,0.248210078333351,1.1299041206612,0.149847927641244,0.00269283527964932,0.287790065321987,0.0754605503240945,0.00139140065766599,0.0645267200358881,0.270161708484581
"10",0.112410074814992,1.7122653716048,0.296198844401318,0.206229019539333,0.527076495685396,0.147834017157776,0.00535964068522844,0.176469622145331,0.0715991036073261,0.00164776998123813,0.0378771314152015,0.293667428756278
"11",0.169174226629807,13.8009746944923,0.378872062007098,0.184539579243419,0.676928823724928,0.171879869277349,0.00382355752866304,0.210133212182944,0.0709183333106351,0.0013655621684494,0.0430063376559847,0.201220851124418
"12",0.480263438665603,5.22581754400096,0.29046678589644,0.299742021808295,0.65994000406268,0.137096888143368,0.004947139488868,0.209477689683128,0.086890019378396,0.00141183053841025,0.0586627262967046,0.21560115613275
"13",0.163126246633558,3.09380046748999,0.281926641300667,0.236909316312641,0.472378936844532,0.18989662380998,0.00469217613245825,0.211912715503607,0.0694156163210076,0.00159273446518019,0.0598076160212508,0.260457450580698
"14",0.124773952501071,2.5495877974537,0.262106753410987,0.269752089947437,0.661908707448526,0.188586696951267,0.00289989246086872,0.230655441209944,0.0730532427087043,0.00130638739148876,0.0364225972795121,0.428144986190674
"15",0.132116343660857,64.8164404204075,0.298155843956569,0.270901660771935,0.714389676353779,0.189434292386401,0.00234123809861887,0.202919037960734,0.0788004128497308,0.00112788774154437,0.0379678717261974,0.368081538495366
"16",0.230392060970083,2.38320285306882,0.443154336934817,0.26086244286611,0.587560044469014,0.190505196672854,0.00168824493180781,0.143130170259559,0.0732200799013571,0.0014017962446291,0.0441771796411317,0.301310134909323
