NODE	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	
N1	3.11837e-26	5.69231e-23	6.23478e-20	3.83949e-17	3.96986e-09	5.1057e-05	0.0354731	0.496903	0.413369	0.0524901	0.00169505	1.88165e-05	8.73353e-08	1.94359e-10	2.42907e-13	
N2	1.23925e-09	5.97481e-07	0.000110014	0.00494338	0.0747949	0.367306	0.393183	0.139902	0.0187219	0.00101174	2.57288e-05	3.52344e-07	2.87369e-09	1.50525e-11	5.68376e-14	
POCUSC_Ips_latidens	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Ips_spinifer	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N3	6.60364e-24	6.92727e-19	3.03846e-14	4.57167e-10	1.81227e-06	0.00132786	0.102171	0.581399	0.293877	0.0208964	0.00032521	1.52106e-06	2.67447e-09	2.08005e-12	8.48773e-16	
N4	2.54192e-14	4.91834e-11	3.66877e-08	1.00414e-05	0.000923195	0.0255536	0.221002	0.528574	0.209312	0.01435	0.000273214	2.07711e-06	7.84e-09	1.68321e-11	2.36744e-14	
N5	4.57095e-10	3.86736e-07	0.000126524	0.0118807	0.178937	0.434209	0.298743	0.0701787	0.00575095	0.000172373	2.30665e-06	1.6128e-08	6.57915e-11	1.69571e-13	3.08758e-16	
POCUSC_Ips_sexdentatus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N6	3.77713e-09	4.19318e-06	0.00145234	0.0567494	0.464572	0.386068	0.0847686	0.00621636	0.000167337	1.84922e-06	9.82515e-09	2.85165e-11	4.96866e-14	5.57673e-17	4.44436e-20	
POCUSC_Ips_emarginatus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
POCUSC_Ips_knausi	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Ips_acuminatus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N7	2.18341e-22	1.54201e-17	5.02285e-13	6.09682e-09	1.90618e-05	0.00754456	0.225103	0.598218	0.163342	0.00573176	4.05595e-05	8.51899e-08	6.93832e-11	2.6255e-14	5.39089e-18	
N8	3.27783e-17	2.74214e-13	9.4787e-10	1.16122e-06	0.000392607	0.0268776	0.320279	0.537173	0.111768	0.00348035	2.79917e-05	8.45204e-08	1.19052e-10	8.98653e-14	4.15278e-17	
N9	9.47153e-14	2.15028e-10	1.53047e-07	3.88201e-05	0.00330794	0.0780974	0.430142	0.422169	0.0642914	0.00193361	1.91127e-05	8.25124e-08	1.84203e-10	2.37695e-13	2.00374e-16	
