NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	
N1	0.0559807	0.0559738	0.0559589	0.0559351	0.0559016	0.0558578	0.0558035	0.055739	0.055665	0.0555826	0.0554938	0.055401	0.0553073	0.0552166	0.0551332	0.0550621	0.0550089	0.0549793	
POCHCH_Timarcha_intricata	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.178443	0.148352	0.123203	0.102191	0.0846456	0.0700056	0.0578021	0.0476427	0.0391988	0.0321946	0.026399	0.0216174	0.0176861	0.0144667	0.0118418	0.00971168	0.00799117	0.00660748	
POCHCH_Timarcha_metallica	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.198832	0.164491	0.135157	0.110193	0.0890605	0.07129	0.0564696	0.04423	0.0342363	0.0261818	0.0197843	0.0147844	0.0109457	0.00805563	0.00592695	0.00439858	0.00333555	0.00262759	
N4	0.176162	0.146934	0.122838	0.102869	0.086188	0.0721166	0.0601312	0.0498454	0.0409882	0.0333764	0.0268852	0.0214215	0.0169027	0.0132429	0.0103474	0.00811304	0.00643334	0.0052045	
N5	0.197382	0.163397	0.134438	0.109828	0.0889949	0.071453	0.0567846	0.0446261	0.0346563	0.0265858	0.0201504	0.0151059	0.0112261	0.00830355	0.00615085	0.00460353	0.00352177	0.00279135	
POCHCH_Timarcha_insparsa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_balearica	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N6	0.135043	0.114859	0.0999463	0.0887678	0.0800402	0.0727484	0.0661495	0.0597658	0.0533587	0.0468874	0.0404533	0.0342385	0.028448	0.0232608	0.0187987	0.0151121	0.0121832	0.00993923	
POCHCH_Timarcha_tenebricosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCHCH_Timarcha_pimelioides	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.209942	0.173084	0.141158	0.113709	0.0903473	0.0707152	0.0544658	0.0412489	0.0307064	0.0224742	0.0161905	0.011507	0.00810011	0.00568186	0.00400665	0.00287445	0.00212986	0.00165824	
N8	0.221195	0.181669	0.146952	0.116838	0.0911382	0.069633	0.052039	0.038001	0.0270996	0.0188734	0.0128488	0.00856942	0.00562213	0.00365368	0.00237854	0.00157806	0.00109379	0.000817406	
POCHCH_Timarcha_intermedia	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.226375	0.185603	0.14957	0.118194	0.0913871	0.0689997	0.0507836	0.0363834	0.0253497	0.0171714	0.011316	0.00727064	0.0045747	0.00284129	0.00176521	0.00112013	0.000748334	0.000547104	
N10	0.243636	0.198871	0.158599	0.122983	0.0922243	0.0664954	0.0458336	0.030039	0.0186314	0.0108945	0.00598953	0.00309214	0.00150028	0.000687254	0.000300923	0.000129832	5.928e-05	3.31338e-05	
N11	0.233909	0.197549	0.166461	0.135729	0.103693	0.0723014	0.0451743	0.024998	0.0121687	0.00519356	0.00194185	0.000636807	0.000183739	4.69163e-05	1.0721e-05	2.25185e-06	4.74229e-07	1.37931e-07	
POCHCH_Timarcha_rugosa	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_ventricosa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_espanoli	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_scabripennis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N12	0.209992	0.173123	0.141184	0.113724	0.0903517	0.0707109	0.054455	0.041234	0.0306894	0.022457	0.0161745	0.011493	0.00808849	0.00567264	0.00399961	0.00286918	0.00212594	0.00165522	
N13	0.210732	0.173683	0.141555	0.11391	0.0903751	0.0706037	0.0542563	0.0409839	0.0304243	0.0222053	0.0159549	0.0113145	0.00795203	0.00557358	0.00393048	0.00282188	0.00209312	0.00163095	
N14	0.208066	0.171657	0.140202	0.113202	0.0902297	0.0709062	0.0548749	0.0417888	0.0313013	0.0230656	0.0167385	0.0119888	0.00850704	0.0060153	0.00427436	0.00308732	0.00229959	0.00179572	
N15	0.193251	0.160946	0.134027	0.11135	0.0919772	0.0752048	0.0605669	0.0478056	0.0368127	0.0275548	0.0200013	0.014072	0.00961544	0.00641743	0.00423004	0.00280649	0.00193012	0.00143113	
N16	0.190524	0.159082	0.133161	0.11144	0.0928263	0.0765187	0.0620291	0.0491463	0.037854	0.0282238	0.0203137	0.0140986	0.00944732	0.00613971	0.00390825	0.00248404	0.00163218	0.00117068	
POCHCH_Timarcha_hispanica	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N17	0.231848	0.190045	0.15301	0.120604	0.0927137	0.0692242	0.0499805	0.0347439	0.0231588	0.0147494	0.00895119	0.00516883	0.00284134	0.00149286	0.000758098	0.000382038	0.00020239	0.00012554	
N18	0.254624	0.207674	0.164974	0.126465	0.0924996	0.0637895	0.0410138	0.0243487	0.0132435	0.00656128	0.00294953	0.00120086	0.00044302	0.000148688	4.58787e-05	1.33623e-05	3.95939e-06	1.51487e-06	
N19	0.277574	0.224124	0.173814	0.127545	0.0870077	0.054209	0.0303633	0.0150947	0.00659677	0.00251771	0.000835861	0.000241003	6.03941e-05	1.32049e-05	2.54498e-06	4.44786e-07	7.74418e-08	1.90766e-08	
N20	0.302893	0.244893	0.186766	0.128514	0.0764245	0.0380409	0.015544	0.00516492	0.00139189	0.000304715	5.44175e-05	7.97246e-06	9.64505e-07	9.70807e-08	8.21081e-09	5.95244e-10	3.98185e-11	3.82666e-12	
POCHCH_Timarcha_cyanescens	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_geniculata	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_perezi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_gougeleti	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_montserratensis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N21	0.141647	0.125561	0.117047	0.11143	0.105033	0.0957293	0.0830861	0.0680564	0.0523485	0.037721	0.0254481	0.0160922	0.00956977	0.00538772	0.0029087	0.00154477	0.000850845	0.000538274	
POCHCH_Timarcha_aurichalcea	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_fallax	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_granadensis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N22	0.231298	0.1893	0.151961	0.11934	0.0914622	0.0682514	0.049488	0.0348042	0.0237076	0.0156264	0.00996465	0.00615357	0.00369126	0.00216524	0.00125849	0.000742539	0.000463154	0.000323592	
N23	0.212827	0.188135	0.169546	0.14635	0.114958	0.0795585	0.0476438	0.0244654	0.0107346	0.00402459	0.00129256	0.000357141	8.53924e-05	1.77976e-05	3.26443e-06	5.35795e-07	8.35004e-08	1.72273e-08	
N24	0.0777315	0.110816	0.173846	0.221673	0.204389	0.130979	0.0579879	0.0179252	0.00394078	0.000629364	7.45907e-05	6.69431e-06	4.63537e-07	2.51993e-08	1.09462e-09	3.89126e-11	1.20489e-12	4.87104e-14	
N25	0.0160876	0.0449637	0.133727	0.262044	0.292366	0.178204	0.0597724	0.0114269	0.00130855	9.44386e-05	4.49701e-06	1.46986e-07	3.41045e-09	5.78047e-11	7.33522e-13	7.12381e-15	5.47458e-17	4.89737e-19	
N26	0.000116533	0.00188325	0.0265788	0.177462	0.382725	0.309088	0.0929832	0.00879691	0.000357997	7.54563e-06	9.24722e-08	7.13217e-10	3.66904e-12	1.31648e-14	3.41409e-17	6.58892e-20	9.73312e-23	1.43501e-25	
POCHCH_Timarcha_cornuta	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_maritima	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_recticollis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_interstitialis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_sinuaticollis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_goettingensis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N27	0.220264	0.180953	0.146457	0.116551	0.0910324	0.069673	0.0521869	0.038221	0.0273611	0.0191522	0.0131267	0.00883372	0.00586435	0.00386895	0.00256495	0.00173616	0.00122599	0.000927308	
POCHCH_Timarcha_strangulata	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N28	0.221907	0.182203	0.147293	0.116989	0.0911188	0.0694775	0.0517908	0.0377066	0.0268019	0.0186062	0.0126336	0.00841507	0.00552663	0.00360766	0.002369	0.00159161	0.00111865	0.000844382	
N29	0.22166	0.182058	0.147272	0.117084	0.0913011	0.0697031	0.0520141	0.0378895	0.0269206	0.0186533	0.0126155	0.0083475	0.00542876	0.00349739	0.00225993	0.00149201	0.0010321	0.000771253	
POCHCH_Timarcha_calceata	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_marginicollis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_lugens	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
