NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	
N1	0.0417829	0.0418116	0.0418697	0.0419571	0.042073	0.0422158	0.0423831	0.0425722	0.0427793	0.0430004	0.0432312	0.0434671	0.0437034	0.0439355	0.0441589	0.0443693	0.0445631	0.0447368	0.0448872	0.0450118	0.0451081	0.0451742	0.0452081	
POCHCH_Timarcha_intricata	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.0498129	0.0479374	0.0465577	0.0456137	0.0450412	0.0447726	0.0447372	0.044862	0.0450736	0.0452996	0.0454714	0.0455275	0.0454169	0.0451016	0.0445597	0.0437858	0.0427913	0.0416017	0.0402532	0.0387876	0.037247	0.0356686	0.03408	
POCHCH_Timarcha_metallica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N3	0.0480262	0.0465092	0.0457232	0.0455635	0.0459116	0.0466353	0.0475882	0.048613	0.0495477	0.0502351	0.0505358	0.0503415	0.0495875	0.048261	0.046403	0.0441036	0.0414912	0.0387167	0.0359358	0.0332929	0.0309073	0.0288635	0.0272071	
N4	0.0487596	0.0471517	0.0462266	0.0458868	0.0460225	0.0465111	0.0472186	0.0480026	0.0487189	0.0492301	0.0494167	0.0491877	0.0484903	0.0473151	0.0456965	0.0437084	0.0414542	0.039054	0.036631	0.0342979	0.0321475	0.0302454	0.028627	
POCHCH_Timarcha_pimelioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCHCH_Timarcha_tenebricosa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.047506	0.0462837	0.0460203	0.0465556	0.0477023	0.0492469	0.0509532	0.0525712	0.0538537	0.0545772	0.0545668	0.0537176	0.0520098	0.0495112	0.046368	0.0427823	0.0389849	0.0352049	0.0316452	0.0284655	0.0257756	0.0236356	0.0220625	
N6	0.0454685	0.0444863	0.0445876	0.0455919	0.0472853	0.0494188	0.0517124	0.0538663	0.0555816	0.0565893	0.0566822	0.0557438	0.0537664	0.0508529	0.0472011	0.043073	0.0387558	0.0345236	0.0306069	0.0271754	0.0243342	0.0221305	0.0205662	
N7	0.0411986	0.0404483	0.0408127	0.042126	0.0441926	0.0467802	0.0496179	0.0524027	0.0548172	0.0565587	0.0573745	0.0570973	0.0556718	0.0531653	0.0497581	0.0457154	0.0413471	0.0369634	0.0328372	0.0291786	0.0261259	0.0237488	0.0220615	
N8	0.046992	0.0458494	0.0457217	0.0464531	0.0478578	0.0497154	0.0517708	0.0537434	0.0553454	0.0563097	0.0564212	0.0555459	0.0536503	0.0508077	0.0471875	0.043031	0.0386175	0.0342284	0.0301163	0.0264823	0.023466	0.0211451	0.0195423	
N9	0.140237	0.131663	0.121585	0.110286	0.0980999	0.0854069	0.0726288	0.0602031	0.048546	0.0380108	0.0288512	0.021199	0.015062	0.0103406	0.00685795	0.0043956	0.00272713	0.00164362	0.000969226	0.000567225	0.000338772	0.000217597	0.000163361	
