NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	
N1	9.5226e-05	0.00623322	0.135955	0.57702	0.273522	0.00716641	8.35256e-06	1.19288e-09	3.49167e-17	1.06164e-19	1.98891e-22	2.48752e-25	2.20254e-28	1.44338e-31	7.25149e-35	3.50486e-38	
N2	3.52196e-06	0.000370486	0.017106	0.219692	0.524962	0.216309	0.0209324	0.000617498	6.21459e-06	2.1582e-08	2.82249e-11	1.6915e-14	5.39721e-18	1.01859e-21	1.2298e-25	1.48698e-29	
N3	1.70156e-10	4.52597e-08	6.79542e-06	0.000438939	0.0102414	0.0900406	0.310905	0.402583	0.168198	0.0172315	0.000352922	1.69781e-06	2.82972e-09	2.10171e-12	8.19242e-16	2.98861e-19	
N4	2.36959e-12	7.22468e-10	1.43188e-07	1.49617e-05	0.000726796	0.0150204	0.124886	0.384999	0.378173	0.0904656	0.00563063	8.33125e-05	4.3426e-07	1.0125e-09	1.24903e-12	1.89366e-15	
POSCSC_Phanaeus_chalcomelas	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N5	2.16924e-24	1.5479e-20	7.54787e-17	2.23185e-13	3.71067e-10	3.15327e-07	0.000121045	0.0176461	0.700529	0.257771	0.0233837	0.000548523	3.35521e-07	6.79173e-11	6.41865e-15	4.86412e-19	
N6	2.96748e-31	2.11926e-26	9.66134e-22	2.59586e-17	3.7947e-13	2.69209e-09	7.79616e-06	0.00688126	0.976373	0.0166996	3.83928e-05	1.70816e-08	8.40957e-13	1.40927e-17	1.09548e-22	5.21993e-28	
POSCSC_Phanaeus_igneus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POSCSC_Phanaeus_vindex	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N7	2.19572e-40	1.03091e-38	4.13626e-37	1.3559e-35	3.49453e-34	6.7053e-33	8.8196e-32	6.92405e-31	1.63496e-08	2.83139e-05	0.0129064	0.987053	1.21117e-05	2.96133e-11	3.02642e-17	5.22322e-36	
POSCSC_Onitis_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
POSCSC_Malagoniella_sp	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N8	8.34246e-14	3.82401e-11	1.13096e-08	1.7631e-06	0.000127776	0.00396258	0.0504603	0.250558	0.441637	0.229326	0.023457	0.00046717	2.60868e-06	5.3068e-09	5.02258e-12	4.85868e-15	
POSCSC_Cheironitis_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N9	1.7074e-19	2.15964e-16	1.90977e-13	1.02214e-10	3.03964e-08	4.54945e-06	0.000310959	0.00892566	0.0998094	0.394107	0.440155	0.0550984	0.00158305	5.61252e-06	6.89858e-09	7.50121e-12	
POSCSC_Bubas_bubalus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
POSCSC_Bubas_bison	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
N10	6.51089e-07	0.000119024	0.0092376	0.191899	0.572615	0.213237	0.0127569	0.000134286	3.79937e-07	3.90491e-10	1.78699e-13	4.19905e-17	5.61828e-21	4.6244e-25	2.4861e-29	1.19752e-33	
N11	1.83392e-09	7.56566e-07	0.000152589	0.0106421	0.171129	0.545098	0.256995	0.0157782	0.000203838	5.76514e-07	4.59517e-10	1.44911e-13	2.2243e-17	1.89711e-21	9.84998e-26	4.28691e-30	
N12	9.60796e-12	1.10782e-08	6.27491e-06	0.00128646	0.0671477	0.562318	0.356511	0.012685	4.53263e-05	3.73121e-08	1.06943e-11	1.33647e-15	8.24534e-20	2.76805e-24	4.36709e-28	2.52619e-30	
POSCSC_Digitonthophagus_gazella	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N13	1.67799e-12	3.14886e-09	2.75264e-06	0.00081492	0.0567389	0.56225	0.368511	0.0116519	3.00774e-05	1.52704e-08	2.39252e-12	1.50974e-16	4.52791e-21	7.17291e-26	6.44043e-31	4.12221e-36	
N14	4.5287e-13	5.31935e-10	3.67019e-07	0.000119109	0.0141874	0.381202	0.519182	0.0821415	0.00313483	3.18571e-05	3.97532e-08	1.74829e-11	3.66638e-15	4.28712e-19	3.08738e-23	2.00513e-27	
N15	3.00945e-14	7.11533e-11	9.47261e-08	5.72901e-05	0.0121508	0.538188	0.443065	0.00652225	1.71011e-05	1.25603e-08	3.31076e-12	3.94868e-16	2.49517e-20	9.29868e-25	2.2052e-29	4.29253e-34	
POSCSC_Onthophagus_hecate	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
POSCSC_Onthophagus_marginicollis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POSCSC_Onthophagus_pennsylvannicus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N16	2.80651e-13	5.54116e-10	5.617e-07	0.000226615	0.0264024	0.486141	0.459117	0.0279904	0.000122335	7.62027e-08	1.47599e-11	1.22421e-15	5.20191e-20	1.27043e-24	1.93126e-29	2.30264e-34	
N17	1.64298e-13	2.15062e-10	1.66404e-07	6.09717e-05	0.00817652	0.234249	0.554954	0.196591	0.00595029	1.81528e-05	1.59629e-08	5.85553e-12	1.089e-15	1.15897e-19	7.67651e-24	4.75982e-28	
