NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	
N1	0.461687	0.312171	0.153859	0.0552267	0.0141621	0.00254767	0.000317569	2.72534e-05	1.60753e-06	6.52953e-08	1.83469e-09	3.58933e-11	4.92789e-13	1.42545e-17	1.18824e-18	8.4163e-20	5.09122e-21	2.64383e-22	1.1846e-23	4.60276e-25	1.5585e-26	4.62075e-28	1.20514e-29	2.77728e-31	5.67954e-33	1.0349e-34	1.68685e-36	2.46875e-38	3.25576e-40	3.88222e-42	4.19926e-44	4.13307e-46	3.71246e-48	3.0518e-50	2.30207e-52	1.59756e-54	1.0224e-56	6.04812e-59	3.31453e-61	1.69029e-63	1.01632e-65	
N2	0.284624	0.303572	0.223397	0.120314	0.0487268	0.0150409	0.0035666	0.000653655	9.31356e-05	1.03813e-05	9.11169e-07	6.34014e-08	3.52149e-09	1.57196e-10	5.67749e-12	1.66999e-13	4.02598e-15	8.00378e-17	1.31994e-18	1.81603e-20	2.09597e-22	2.04001e-24	1.68303e-26	1.18285e-28	7.11746e-31	3.68627e-33	1.65378e-35	6.48593e-38	2.25948e-40	7.21014e-43	2.22757e-45	7.17215e-48	2.51562e-50	9.34905e-53	3.44644e-55	1.19636e-57	3.80763e-60	1.09946e-62	2.87305e-65	6.88877e-68	2.56713e-70	
N3	0.0872944	0.140528	0.186927	0.198134	0.167431	0.113814	0.0627892	0.0283202	0.010507	0.00322316	0.000821306	0.000174565	3.10693e-05	4.64757e-06	5.86389e-07	6.26196e-08	5.67897e-09	4.38847e-10	2.89918e-11	1.64277e-12	8.01001e-14	3.37167e-15	1.22915e-16	3.89311e-18	1.0747e-19	2.59375e-21	5.48981e-23	1.02208e-24	1.67885e-26	2.44004e-28	3.14695e-30	3.61167e-32	3.69874e-34	3.38951e-36	2.78782e-38	2.06598e-40	1.38899e-42	8.6117e-45	5.14303e-47	3.28148e-49	3.31845e-51	
POCUEN_Foucartia_squamulata	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	0.0467069	0.0896064	0.144182	0.183742	0.186607	0.152874	0.101993	0.0558087	0.025183	0.00941299	0.00292577	0.000758836	0.000164757	3.0036e-05	4.61109e-06	5.97795e-07	6.56277e-08	6.11774e-09	4.85553e-10	3.28999e-11	1.90824e-12	9.50002e-14	4.0705e-15	1.50517e-16	4.81642e-18	1.3374e-19	3.23137e-21	6.81243e-23	1.25661e-24	2.03362e-26	2.89532e-28	3.63624e-30	4.03919e-32	3.97895e-34	3.48499e-36	2.72086e-38	1.8985e-40	1.18782e-42	6.72795e-45	3.68592e-47	3.68697e-49	
N5	0.0899781	0.13156	0.16379	0.174534	0.158744	0.122789	0.0805546	0.044752	0.0210423	0.00837629	0.00282532	0.000808583	0.000196682	4.07427e-05	7.20345e-06	1.08962e-06	1.41368e-07	1.5773e-08	1.51758e-09	1.26261e-10	9.10943e-12	5.71553e-13	3.12754e-14	1.49681e-15	6.28309e-17	2.31975e-18	7.55388e-20	2.17542e-21	5.55548e-23	1.26138e-24	2.55288e-26	4.61705e-28	7.48023e-30	1.08823e-31	1.42492e-33	1.68316e-35	1.7979e-37	1.74272e-39	1.55105e-41	1.36673e-43	2.33933e-45	
N6	0.102332	0.145703	0.174516	0.177905	0.154237	0.113333	0.0703642	0.0368334	0.0162372	0.0060255	0.00188281	0.000495795	0.000110162	2.06875e-05	3.2899e-06	4.44041e-07	5.09906e-08	4.99488e-09	4.18534e-10	3.00855e-11	1.86075e-12	9.93201e-14	4.58907e-15	1.84112e-16	6.43334e-18	1.96385e-19	5.25295e-21	1.23485e-22	2.55861e-24	4.68621e-26	7.60823e-28	1.09795e-29	1.41213e-31	1.62291e-33	1.67087e-35	1.54487e-37	1.28585e-39	9.66041e-42	6.58978e-44	4.27861e-46	5.13663e-48	
N7	0.0536585	0.0871051	0.125915	0.157637	0.16811	0.151535	0.115092	0.0735783	0.0395925	0.0179414	0.0068528	0.00220892	0.000601811	0.000138834	2.71769e-05	4.52459e-06	6.42302e-07	7.79574e-08	8.11286e-09	7.2607e-10	5.60527e-11	3.74436e-12	2.17112e-13	1.09618e-14	4.83439e-16	1.86815e-17	6.34509e-19	1.89992e-20	5.03039e-22	1.18115e-23	2.46654e-25	4.59366e-27	7.65058e-29	1.14246e-30	1.5336e-32	1.85526e-34	2.02801e-36	2.01104e-38	1.83269e-40	1.65709e-42	2.89142e-44	
N8	0.0176605	0.0350032	0.0658887	0.108073	0.149355	0.171801	0.163713	0.128983	0.0839535	0.0451446	0.0200689	0.00738478	0.00225333	0.000571447	0.000120771	2.13364e-05	3.16164e-06	3.94371e-07	4.15667e-08	3.71655e-09	2.8303e-10	1.84325e-11	1.03077e-12	4.96959e-14	2.07396e-15	7.52163e-17	2.37972e-18	6.59292e-20	1.60529e-21	3.44744e-23	6.55234e-25	1.10584e-26	1.66257e-28	2.23355e-30	2.68924e-32	2.91023e-34	2.83857e-36	2.50307e-38	2.00917e-40	1.54691e-42	2.27095e-44	
POCUEN_Liophloeus_tessulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
