name,chrom.num
ADCANE_Nebria_brevicollis,30.00
ADDYHY_Nebrioporus_lanceolatus_M,49.00
POCUCE_Nedyus_quadrimaculatus,28.00
POBRTR_Nemocephalus_sp,12.00
POCHGA_Neocrepidodera_sp,38.00
ADCAHA_Nesarpalus_sp,37.00
POSINI_Nicrophorus_sayi_M,13.00
POSINI_Nicrophorus_vespilloides,13.00
POCHEU_Nodonota_sp,13.00
ADCAHA_Notagonum_sp,28.00
POCUBR_Notaris_sp,30.00
ADNONO_Noterus_clavicornis,21.00
ADCAHA_Notiobia_sp,38.33
ADCANE_Notiophilus_sp,24.00
POCHCA_Notosacantha_sp,16.00
POSTST_Nudobius_sp,28.00
POCELA_Oberea_sp,20.00
POCICI_Octotemnus_sp,22.00
POCHCA_Octotoma_scabripennis,20.00
POPAPA_Odontotaenius_disjunctus,26.00
POOEOE_Oedemera_podagrariae_M,22.00
POOEOE_Oedemera_virescens,22.00
POCHGA_Oedionychus_cinctus,16.00
POCHGA_Oides_sp,33.00
ADCAPS_Olisthopus_sp,41.00
POCOCO_Olla_sp,20.00
POCHGA_Omophoita_octoguttata,22.00
POCHGA_Omophoita_personata,22.00
ADCACI_Omus_californicus,36.00
POSCSC_Oniticellus_fulvus,20.00
POSCSC_Onitis_sp,20.00
POSCSC_Ontherus_sp,20.00
POSTST_Ontholestes_sp,26.00
POSCSC_Onthophagus_fracticornis,20.00
POSCSC_Onthophagus_hecate,20.00
POSCSC_Onthophagus_marginicollis,20.00
POSCSC_Onthophagus_nuchicornis_M,20.00
POSCSC_Onthophagus_pennsylvannicus,20.00
POSCSC_Onthophagus_similis,20.00
POSCSC_Onthophagus_taurus,20.00
ADCAHA_Oodes_sp,25.33
POTETE_Opatroides_sp,20.33
ADCAHA_Ophonus_azureus,37.00
ADCAHA_Ophonus_longicollis,37.00
ADCAHA_Ophonus_stictus,37.00
POCHGA_Ophraella_communa,34.00
POCHGA_Ophraella_notulata_M,36.00
POCHGA_Ophrida_sp,32.00
POCOCH_Orcus_sp,18.00
POCHCH_Oreina_alpestris,24.00
POCHCH_Oreina_cacaliae,24.00
POCHCH_Oreina_elongata,24.00
POCHCH_Oreina_ganglbaueri,24.00
POCHCH_Oreina_intricata,24.00
POCHCH_Oreina_variabilis,24.00
POCHCH_Oreina_virgulata,24.00
PODEOR_Orphilus_sp,20.00
ADCAHA_Orthomus_velocissimus,34.00
POCUSC_Orthotomicus_caelatus,22.00
POCUSC_Orthotomicus_erosus,16.00
POCUSC_Orthotomicus_laricis,16.00
POCUSC_Orthotomicus_suturalis,16.00
POSCSC_Oruscatus_davus,20.00
POSCDY_Oryctes_nasicornis,18.00
POCUEN_Otiorhynchus_armadillo,22.00
POCHCR_Oulema_melanopus,16.00
ADCACI_Oxycheila_sp,29.00
POSCSC_Oxysternon_sp,19.00
POSCCE_Oxythyrea_sp,19.50
POCHCR_Pachybrachis_sp,16.00
POCUMO_Pachylobius_picivorus,36.00
POCHBR_Pachymerus_sp,20.00
POTETE_Palorus_sp,20.00
ADCACA_Pamborus_alternans,22.00
ADCACA_Pamborus_opacus,22.00
ADCACA_Pamborus_tropicus,22.00
POSCSC_Paracopris_sp,18.00
POSCSC_Paragymnopleurus_sp,18.00
POCHGA_Paranaita_bilimbata,22.00
POCHGA_Paratriarius_sp,21.00
POCHEU_Paria_sp,16.00
POCHGA_Paridea_sp,40.00
ADCAHA_Parophonus_hespericus,39.00
POCHCH_Paropsis_atomaria,24.00
POCHCH_Paropsis_porosa_M,24.00
POCHCH_Paropsisterna_sp,24.00
ADHAHA_Peltodytes_sp,33.00
ADCAPA_Penetretus_sp,32.75
ADCACI_Pentacomia_sp,21.00
POSCDY_Pentodon_sp,19.50
ADCAHA_Percus_politus,63.00
ADCATR_Perileptus_areolatus,27.00
POCELA_Phaea_sp,20.00
POCHCH_Phaedon_sp,34.00
POPHPH_Phalacridae_sp,15.00
POTETE_Phaleria_sp,20.00
POSCSC_Phanaeus_chalcomelas,12.00
POSCSC_Phanaeus_igneus,12.00
POSCSC_Phanaeus_vindex,12.00
ADCABR_Pheropsophus_sp,30.55
POCHCH_Philhydronopa_sp,24.00
POSTST_Philonthus_sp,37.75
POCUSC_Phloeotribus_sp,26.00
POSISI_Phosphuga_atrata,34.00
POLALA_Photinus_australis,19.00
POLALA_Photinus_pyralis,19.00
POLAPH_Photuris_sp,18.50
POCHCH_Phratora_laticollis,34.00
POCHCH_Phratora_tibialis,34.00
POCUEN_Phyllobius_argentatus,22.00
POCUEN_Phyllobius_pyri,22.00
POSCDY_Phyllognathus_dionysius,20.00
POSCRU_Phyllopertha_sp,20.00
POSCME_Phyllophaga_delata_M,20.00
POSCME_Phyllophaga_drakii,20.00
POSCME_Phyllophaga_fusca,20.00
POCHGA_Phyllotreta_sp,31.33
POCECE_Phymatodes_sp,20.00
POCUCE_Phytobius_sp,24.00
POCELA_Phytoecia_sp,20.00
POTEPI_Pimelia_ascendens,18.00
POTEPI_Pimelia_atlantis_atlantis,18.00
POTEPI_Pimelia_atlantis_frigioides,18.00
POTEPI_Pimelia_baetica,18.00
POTEPI_Pimelia_boyeri,18.00
POTEPI_Pimelia_canariensis,18.00
POTEPI_Pimelia_costata,18.00
POTEPI_Pimelia_criba,20.00
POTEPI_Pimelia_echidna,18.00
POTEPI_Pimelia_elevata,20.00
POTEPI_Pimelia_estevezi,18.00
POTEPI_Pimelia_fernandezlopezi,18.00
POTEPI_Pimelia_granulicollis,18.00
POTEPI_Pimelia_integra,18.00
POTEPI_Pimelia_interjecta,20.00
POTEPI_Pimelia_laevigata_costipennis,18.00
POTEPI_Pimelia_laevigata_laevigata,18.00
POTEPI_Pimelia_laevigata_validipes,18.00
POTEPI_Pimelia_lutaria,18.00
POTEPI_Pimelia_maura,18.00
POTEPI_Pimelia_mauritanica,18.00
POTEPI_Pimelia_monticola,18.00
POTEPI_Pimelia_radula,18.00
POTEPI_Pimelia_rugosa,18.00
POTEPI_Pimelia_scabrosa,18.00
POTEPI_Pimelia_sparsa_albohumeralis,18.00
POTEPI_Pimelia_sparsa_serrimargo,18.00
POTEPI_Pimelia_sparsa_sparsa,18.00
POTEPI_Pimelia_variolosa,18.00
POCUMO_Pissodes_nemorensis,30.00
POCUMO_Pissodes_schwarzi_M,28.00
POCUMO_Pissodes_strobi,34.00
POCUSC_Pityogenes_chalcographus,18.00
POCUSC_Pityogenes_hopkinsi_M,20.00
POCHCH_Plagiodera_versicolora,28.00
POCECE_Plagionotus_sp,20.00
ADDYAG_Platambus_sp,19.00
ADCAHA_Platyderus_lusitanicus,23.00
ADCAHA_Platyderus_varians,37.00
ADCAHA_Platymetopus_sp,40.00
POCHCH_Platyphora_sp,24.00
POANAN_Platystomos_sp,22.00
POPLPL_Pleocoma_sp,20.00
POCHGA_Podagrica_malvae,40.00
POCHGA_Podontia_sp,36.00
ADCAHA_Poecilus_chalcites,37.00
ADCAHA_Poecilus_cupreus,43.50
ADCAHA_Poecilus_lucublandus,27.00
ADCAHA_Poecilus_versicolor,37.00
POCELA_Pogonocherus_hispidus,20.00
ADCATR_Pogonus_chalceus,22.00
POCUEN_Polydrusus_inustus,21.00
POCUEN_Polydrusus_mollis_M,21.00
POCUSC_Polygraphus_grandiclava,16.00
POCUSC_Polygraphus_poligraphus_M,16.00
POSCRU_Popillia_japonica,18.00
POCHCH_Prasocuris_sp,34.00
POCEPR_Prionus_sp,24.00
POTETE_Probaticus_sp,20.00
POCUER_Procas_sp,23.00
POCOST_Prodilis_sp,24.00
ADCABR_Promecoderus_sp,46.00
POLULU_Prosopocoilus_sp,20.00
POSCCE_Protaetia_cuprea,20.00
ADCACI_Prothyma_sp,25.00
POSCAP_Psammodius_sp,20.00
POCHGA_Psylliodes_affinis,20.00
POCHGA_Psylliodes_chrysocephalus,36.00
POCHGA_Psylliodes_cupreus,34.00
POCHGA_Psylliodes_dulcamarae,28.00
POCHGA_Psylliodes_marcidus_M,34.00
POCHGA_Psylliodes_napi,34.00
POCOCO_Psyllobora_sp,18.00
POCELA_Pterolophia_sp,20.33
ADCAHA_Pterostichus_alacer,37.00
ADCAHA_Pterostichus_angustus,37.00
ADCAHA_Pterostichus_anthracinus,37.00
ADCAHA_Pterostichus_aterrimus,37.00
ADCAHA_Pterostichus_flavofemoratus,37.00
ADCAHA_Pterostichus_globosus,37.00
ADCAHA_Pterostichus_herculeanus,37.00
ADCAHA_Pterostichus_interruptus,37.00
ADCAHA_Pterostichus_melanarius,37.00
ADCAHA_Pterostichus_nemoralis,37.00
ADCAHA_Pterostichus_niger,37.00
ADCAHA_Pterostichus_nigrita,37.00
ADCAHA_Pterostichus_oblongopunctatus,28.00
ADCAHA_Pterostichus_spinolae,37.00
ADCAHA_Pterostichus_ziegleri,34.00
POPTPT_Ptinus_sp,18.00
POCECE_Purpuricenus_sp,28.00
POLALA_Pyractomena_angulata,19.00
POLALA_Pyractomena_borealis,19.00
POCHGA_Pyrrhalta_viburni,36.00
OUT_Raphidioptera,26.00
POCELE_Rhagium_mordax,20.00
POCACA_Rhagonycha_fulva,13.00
POCACA_Rhagonycha_lignosa,13.00
ADDYCO_Rhantus_exsoletus,41.50
POCUCE_Rhinoncus_sp,24.00
POBRAP_Rhopalapion_longirostre,22.00
POCUCU_Rhynchaenus_sp,26.43
POATRH_Rhynchites_sp,35.50
POCUDR_Rhynchophorus_ferrugineus,22.00
POCOCO_Rhyzobius_sp,17.00
POCOOR_Rodolia_cardinalis,17.00
POCECE_Rosalia_sp,20.00
POCUMO_Ruteria_hypocrita,30.00
POCHSA_Sagra_femorata,16.00
POCELA_Saperda_sp,20.00
POHISA_Saprinus_sp,26.00
ADCAHA_Sarothrocrepis_sp,33.00
POSCSC_Scarabaeus_sp,20.00
ADCASC_Scarites_buparius,37.67
ADCASC_Scarites_eurytus,45.00
ADCASC_Scarites_hespericus,53.00
ADCASC_Scarites_laevigatus,61.00
ADCASC_Scarites_occidentalis_M,41.00
ADCASC_Scarites_terricola,57.00
POCUEN_Scepticus_griseus,22.00
POCUEN_Scepticus_insularis,22.50
POSCME_Schizonycha_sp,20.67
POCUSC_Scolytus_sp,15.67
POCOSC_Scymnus_nubilus,16.00
POSCSE_Serica_sp,20.00
POCHGA_Sermylassa_halensis,44.00
POSISI_Silpha_perforata,40.00
POBOBO_Sinoxylon_sp,20.00
POSCSC_Sisyphus_sp,20.00
POCUEN_Sitona_hispidulus,22.00
POCUEN_Sitona_lineatus,22.00
POCUDR_Sitophilus_granarius,24.00
POCUDR_Sitophilus_oryzae,18.33
POCUDR_Sitophilus_zeamais,22.00
POCHCL_Smaragdina_sp,24.00
POCHBR_Spermophagus_sp,32.00
POCHGA_Sphaeroderma_sp,52.00
ADCAHA_Sphallomorpha_sp,37.00
POCUDR_Sphenophorus_sp,30.00
POCESP_Spondylis_sp,30.00
POSTST_Staphylinus_sp,42.00
POANAN_Stegobium_paniceum,17.00
ADCAHA_Stenolophus_lecontei,25.00
ADCAHA_Stenolophus_mixtus,36.00
ADCAHA_Stenolophus_teutonus,24.00
POTEPI_Stenosis_sp,20.00
POCECE_Stenygra_sp,20.00
POHYHY_Sternolophus_sp,18.00
ADDYHY_Stictotarsus_griseostriatus,61.00
POCHCA_Stolas_sp,26.00
ADCAHA_Stomis_sp,37.00
POCUEN_Strophosoma_capitatum,22.00
POCUEN_Strophosoma_melanogrammum,22.00
POCICI_Sulcasis_sp,22.00
POSCSC_Sulcophanaeus_sp,20.00
POCOCO_Sumnius_sp,18.00
POCUEN_Sympiezomias_cribricollis,22.00
ADCAHA_Syntomus_sp,40.00
POCHGA_Syphrea_sp,22.30
POCHGA_Systena_sp,32.00
POSTTA_Tachinus_sp,26.00
ADCACI_Taenidia_circumdata,22.00
POCUEN_Tanymecus_sp,22.11
POCUER_Tanysphyrus_lemnae,17.00
POCUCO_Telephae_sp,24.00
POTETE_Tenebrio_molitor,20.00
POTRTR_Tenebroides_sp,24.00
POTEPI_Tentyria_rotundata,20.00
POTEPI_Tentyria_schaumi,20.00
POMEME_Tetraonyx_sp,20.00
POCELA_Tetraopes_femoratus,20.00
POCELA_Tetraopes_tetropthalmus,20.00
POCESP_Tetropium_castaneum,22.00
POCESP_Tetropium_fuscum,22.00
POCESP_Tetropium_gabrieli,24.00
POCLCL_Thanasimus_sp,18.00
POSISI_Thanatophilus_sp,26.00
ADCACI_Therates_sp,23.00
POCHCH_Timarcha_aurichalcea,18.00
POCHCH_Timarcha_balearica,22.00
POCHCH_Timarcha_calceata,30.00
POCHCH_Timarcha_cornuta,18.00
POCHCH_Timarcha_cyanescens,20.00
POCHCH_Timarcha_espanoli,26.00
POCHCH_Timarcha_fallax,20.00
POCHCH_Timarcha_geniculata,20.00
POCHCH_Timarcha_goettingensis,20.00
POCHCH_Timarcha_gougeleti,20.00
POCHCH_Timarcha_granadensis,22.00
POCHCH_Timarcha_hispanica,20.00
POCHCH_Timarcha_insparsa,20.00
POCHCH_Timarcha_intermedia,20.00
POCHCH_Timarcha_interstitialis,20.00
POCHCH_Timarcha_intricata,44.00
POCHCH_Timarcha_lugens,20.00
POCHCH_Timarcha_marginicollis,20.00
POCHCH_Timarcha_maritima,20.00
POCHCH_Timarcha_metallica,20.00
POCHCH_Timarcha_montserratensis,20.00
POCHCH_Timarcha_perezi,20.00
POCHCH_Timarcha_pimelioides,28.00
POCHCH_Timarcha_recticollis,20.00
POCHCH_Timarcha_rugosa,26.00
POCHCH_Timarcha_scabripennis,26.00
POCHCH_Timarcha_sinuaticollis,20.00
POCHCH_Timarcha_strangulata,28.00
POCHCH_Timarcha_tenebricosa,22.00
POCHCH_Timarcha_ventricosa,26.00
POSCSC_Tiniocellus_spinipes,24.00
ADTRTR_Trachypachus_holmbergi,37.00
ADTRTR_Trachypachus_slevini,37.00
ADCATR_Trechus_obtusus,23.00
ADCATR_Trechus_quadristriatus,23.00
POTETE_Tribolium_anaphe,18.00
POTETE_Tribolium_audax,20.00
POTETE_Tribolium_brevicornis,18.00
POTETE_Tribolium_castaneum,20.00
POTETE_Tribolium_confusum,18.00
POTETE_Tribolium_destructor,18.00
POTETE_Tribolium_freemani,20.00
POTETE_Tribolium_madens,20.00
POSCCE_Trichius_zonatus,20.00
POCLCL_Trichodes_apiarius,18.00
POCLCL_Trichodes_ornatus_sp,18.00
POERER_Triplax_thoracica,18.00
POCHGA_Trirhabda_canadensis,30.25
POCHGA_Trirhabda_virgata,28.00
PODEME_Trogoderma_glabrum,19.00
PODEME_Trogoderma_variabile,18.00
POSCCE_Tropinota_sp,20.00
POHYHY_Tropisternus_sp,18.00
POCUSC_Trypodendron_lineatum,26.00
POCUTY_Tychius_sp,37.00
POTETE_Uloma_sp,20.00
POCELA_Uraecha_bimaculata,32.00
POCHGA_Walterianella_sp,25.00
POCHGA_Xanthogaleruca_luteola,30.00
POCELA_Xenolea_sp,32.00
POCUSC_Xyleborus_sp,40.00
POCUSC_Xylosandrus_compactus,10.00
POCUSC_Xylosandrus_germanus,8.00
POCECE_Xylotrechus_sp,20.00
POCHBR_Zabrotes_subfasciatus,26.00
ADCAHA_Zabrus_sp,55.80
POCUCE_Zacladus_geranii,28.00
POMEME_Zonitis_sp,20.00
POZOZO_Zopherus_sp,16.00
POTEPI_Zophosis_sp,20.00
POCHCH_Zygogramma_sp,25.00
