NODE	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	
N1	3.83819e-17	6.23865e-17	1.2917e-16	5.81596e-13	2.79248e-12	1.29766e-11	5.79319e-11	2.47906e-10	1.01579e-09	3.98182e-09	1.49188e-08	5.33733e-08	1.82128e-07	5.92079e-07	1.83146e-06	5.38376e-06	1.50211e-05	3.973e-05	9.95049e-05	0.000235735	0.000527782	0.00111581	0.00222616	0.00418939	0.00743474	0.0124422	0.0196409	0.0292644	0.0411999	0.0548957	0.0693867	0.0834617	0.0959371	0.105944	0.113122	0.117647	0.120079	0.121087	
N2	2.19412e-14	4.87834e-14	1.87608e-13	8.62982e-13	4.14754e-12	1.9849e-11	9.25415e-11	4.15279e-10	1.78083e-09	7.26538e-09	2.81204e-08	1.03062e-07	3.57208e-07	1.16967e-06	3.6157e-06	1.05449e-05	2.89994e-05	7.51712e-05	0.000183606	0.000422467	0.000915595	0.00186897	0.00359356	0.00650982	0.0111147	0.0178958	0.0271926	0.0390302	0.052974	0.0680667	0.0828889	0.0957529	0.104999	0.109334	0.108131	0.101589	0.0906625	0.0767552	
N3	3.76203e-14	1.03913e-13	4.75885e-13	2.41151e-12	1.22182e-11	6.04338e-11	2.89256e-10	1.33165e-09	5.86522e-09	2.45985e-08	9.78342e-08	3.6775e-07	1.30284e-06	4.3404e-06	1.35735e-05	3.97876e-05	0.000109192	0.000280288	0.000672436	0.00150677	0.0031518	0.00615147	0.0111978	0.0190046	0.0300618	0.044306	0.0608243	0.0777586	0.0925562	0.102577	0.105886	0.10191	0.0916629	0.0774058	0.0618976	0.0475651	0.0359383	0.0275162	
N4	3.22078e-05	3.79564e-05	5.9174e-05	0.000105914	0.000199909	0.000381074	0.000717139	0.00131563	0.00233586	0.00399638	0.00657104	0.0103656	0.0156687	0.0226759	0.031398	0.0415728	0.0526131	0.0636198	0.0734793	0.0810387	0.0853239	0.0857452	0.0822302	0.075243	0.0656827	0.0546923	0.0434346	0.0328945	0.0237541	0.0163551	0.0107375	0.00672534	0.00402494	0.00231109	0.00128584	0.000708938	0.000405684	0.000261114	
ADDYDY_Cybister_sugillatus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	9.57682e-05	0.000103865	0.000147623	0.000250255	0.000463076	0.000881734	0.0016691	0.00307984	0.00547546	0.00931136	0.0150754	0.0231645	0.0337091	0.0463871	0.0603011	0.0739983	0.0856789	0.0935701	0.096365	0.0935767	0.0856761	0.0739603	0.060202	0.0462106	0.033455	0.0228489	0.0147258	0.00895924	0.00514845	0.00279655	0.00143745	0.000700419	0.000324517	0.000143804	6.1708e-05	2.63753e-05	1.19782e-05	6.58836e-06	
N6	1.0639e-09	3.30981e-09	1.71633e-08	9.66029e-08	5.28436e-07	2.70768e-06	1.27395e-05	5.43118e-05	0.000207867	0.000709442	0.00214835	0.0057498	0.013558	0.0280948	0.0510564	0.0812403	0.113054	0.137493	0.146093	0.135645	0.110116	0.078233	0.0487097	0.0266233	0.0127996	0.00542501	0.00203215	0.000674563	0.000198998	5.23314e-05	1.23088e-05	2.5992e-06	4.94983e-07	8.55085e-08	1.35171e-08	1.99002e-09	2.90417e-10	5.81783e-11	
ADDYDY_Cybister_lateralimarginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYDY_Cybister_japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
