NODE	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	
N1	0.000542258	0.00228115	0.00969285	0.0317249	0.0780945	0.144336	0.20028	0.208749	0.163701	0.096918	0.0435785	0.0150241	0.00403106	0.00086232	0.000153496	2.46908e-05	4.22431e-06	1.01916e-06	4.78096e-07	
N2	0.0670499	0.09348	0.121234	0.143328	0.151357	0.140555	0.113591	0.0793929	0.0478376	0.0248206	0.0110937	0.00427827	0.00142813	0.00041508	0.00010635	2.47453e-05	5.65589e-06	1.56702e-06	8.27641e-07	
POCUSC_Ips_latidens	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUSC_Ips_spinifer	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	6.63562e-05	0.000340267	0.00183465	0.00805796	0.0271637	0.0690822	0.132068	0.190094	0.206904	0.171423	0.109092	0.0539633	0.0210707	0.00662638	0.00172483	0.000386762	7.96663e-05	1.68737e-05	5.16635e-06	
N4	0.000197866	0.0008191	0.00351759	0.0125609	0.0356252	0.07911	0.13688	0.184428	0.193951	0.159986	0.104322	0.0543675	0.0229822	0.00803598	0.00238629	0.000624829	0.000153035	3.90158e-05	1.44935e-05	
POCUSC_Ips_acuminatus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.000416654	0.00119187	0.00386085	0.0113542	0.0284005	0.0591567	0.101804	0.144393	0.168937	0.163615	0.131979	0.0894613	0.0515777	0.0256918	0.0112728	0.0044544	0.00162289	0.00056626	0.00024376	
POCUSC_Ips_sexdentatus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N6	2.07844e-08	1.06358e-07	6.61481e-07	3.80351e-06	1.93851e-05	8.6744e-05	0.000339095	0.00115363	0.00340586	0.00870971	0.0192797	0.0369716	0.061595	0.0896884	0.115476	0.134505	0.14828	0.167467	0.213018	
POCUSC_Ips_emarginatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_knausi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N7	4.7025e-06	2.65008e-05	0.000178183	0.00101927	0.00461236	0.0161847	0.0438012	0.0914877	0.148097	0.187043	0.185941	0.147062	0.0937034	0.0487853	0.0210808	0.00768944	0.00241155	0.000668245	0.000203438	
N8	4.03825e-07	1.8816e-06	1.13008e-05	6.3059e-05	0.000301966	0.00121699	0.00410589	0.0115816	0.027328	0.0540407	0.08983	0.126045	0.150093	0.152678	0.133732	0.101907	0.0688378	0.0439299	0.0342961	
N9	2.50377e-08	1.23691e-07	8.03192e-07	4.95561e-06	2.6883e-05	0.000125752	0.000504304	0.00173027	0.005076	0.0127373	0.0273743	0.0505034	0.0802709	0.110503	0.132893	0.141909	0.139599	0.137871	0.15887	
N10	7.62791e-12	7.32357e-11	9.16619e-10	1.05211e-08	1.04302e-07	8.79139e-07	6.25723e-06	3.74418e-05	0.000187741	0.000787039	0.0027556	0.00806429	0.0197978	0.0411042	0.0732938	0.115304	0.166942	0.234874	0.336845	
N11	1.56466e-17	4.83022e-16	1.86768e-14	6.28436e-13	1.7644e-11	4.08078e-10	7.7042e-09	1.17692e-07	1.44213e-06	1.40539e-05	0.000108083	0.000652017	0.00307663	0.0113854	0.033407	0.0794517	0.158409	0.275978	0.437516	
POCUSC_Ips_paraconfusus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N12	5.39433e-27	9.95308e-25	2.06234e-22	3.5775e-20	5.07591e-18	5.81956e-16	5.32468e-14	3.83494e-12	2.14115e-10	9.11022e-09	2.89741e-07	6.73794e-06	0.000111703	0.00128188	0.00984594	0.0488545	0.152801	0.309829	0.477268	
POCUSC_Ips_confusus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_hoppingi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_montanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_lecontei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N13	4.81334e-08	2.00747e-07	1.10381e-06	5.898e-06	2.82616e-05	0.00011896	0.000437205	0.00140004	0.00390395	0.00948287	0.0200916	0.0372223	0.0605452	0.0870497	0.111933	0.131594	0.147598	0.16991	0.218677	
POCUSC_Ips_cribricollis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_calligraphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N14	4.18885e-07	2.3559e-06	1.66744e-05	0.000106138	0.00056107	0.00240746	0.00832083	0.0231181	0.0516881	0.0933345	0.136929	0.16459	0.163876	0.136977	0.0976148	0.0603221	0.0329836	0.0167741	0.0103786	
N15	2.50962e-09	1.97304e-08	1.99711e-07	1.8091e-06	1.37016e-05	8.53498e-05	0.000434909	0.00180917	0.00614258	0.0170433	0.0387493	0.0724954	0.112262	0.144996	0.157765	0.146709	0.119956	0.0936172	0.0879184	
N16	6.96832e-10	5.49547e-09	5.71655e-08	5.3838e-07	4.28515e-06	2.83709e-05	0.000155412	0.000702731	0.00262088	0.0080665	0.0205265	0.04333	0.076258	0.112687	0.141251	0.152764	0.147773	0.1397	0.154132	
N17	8.61915e-12	9.53158e-11	1.37238e-09	1.76291e-08	1.90001e-07	1.69512e-06	1.24542e-05	7.51216e-05	0.000371316	0.00150318	0.00498915	0.0136197	0.0307628	0.0580712	0.0931452	0.130555	0.167713	0.212384	0.286796	
POCUSC_Ips_avulsus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N18	1.33672e-12	1.68682e-11	2.84174e-10	4.22846e-09	5.24741e-08	5.36677e-07	4.49918e-06	3.08001e-05	0.000171714	0.000778631	0.00287336	0.00865714	0.0214433	0.0442056	0.0773959	0.118818	0.16767	0.230849	0.327102	
POCUSC_Ips_pini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
N19	5.28617e-15	9.56699e-14	2.29683e-12	4.84945e-11	8.5973e-10	1.26639e-08	1.53922e-07	1.534e-06	1.24635e-05	8.2157e-05	0.00043796	0.0018867	0.0065894	0.0188252	0.0447296	0.0906763	0.162149	0.265205	0.409405	
POCUSC_Ips_plastographus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_integer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_bonanseai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N20	4.32913e-10	2.83809e-09	2.52073e-08	2.0963e-07	1.51811e-06	9.42758e-06	4.99607e-05	0.000225368	0.000864011	0.00281332	0.00778315	0.0183276	0.0368744	0.0638398	0.0963431	0.129814	0.163096	0.204529	0.27543	
N21	1.36243e-17	4.08664e-16	1.49471e-14	4.83564e-13	1.32564e-11	3.03119e-10	5.72115e-09	8.82945e-08	1.1037e-06	1.10683e-05	8.82268e-05	0.000554448	0.00273146	0.0105385	0.0320595	0.0783012	0.158459	0.277411	0.439845	
N22	1.96032e-37	1.86256e-34	1.84656e-31	1.53836e-28	1.05096e-25	5.81429e-23	2.5718e-20	8.96495e-18	2.42228e-15	4.97559e-13	7.59217e-11	8.36521e-09	6.42031e-07	3.27244e-05	0.0010359	0.0184124	0.155877	0.470757	0.353885	
POCUSC_Ips_perturbatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_hunteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N23	3.74334e-37	3.55626e-34	3.52056e-31	2.91798e-28	1.97577e-25	1.0787e-22	4.68554e-20	1.59503e-17	4.18239e-15	8.27925e-13	1.20807e-10	1.26209e-08	9.10014e-07	4.31508e-05	0.00125832	0.020436	0.158003	0.449923	0.370335	
POCUSC_Ips_pilifrons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N24	1.32557e-54	2.60556e-50	4.49503e-46	6.1918e-42	6.73e-38	5.69436e-34	3.69147e-30	1.79929e-26	6.44725e-23	1.65256e-19	2.92976e-16	3.44349e-13	2.54029e-10	1.09327e-07	2.47866e-05	0.00254506	0.0925239	0.730204	0.174702	
POCUSC_Ips_borealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_tridens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_woodi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
N25	3.05803e-06	1.1758e-05	5.50146e-05	0.000242325	0.000937161	0.00310956	0.00877318	0.0209718	0.042442	0.0728138	0.106262	0.132683	0.142971	0.134505	0.112138	0.0844274	0.0591293	0.0416081	0.0369173	
POCUSC_Ips_perroti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCUSC_Ips_typographus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
