NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	
N1	0.241987	0.221169	0.18407	0.139031	0.095005	0.0585621	0.0324742	0.0161603	0.00720176	0.00286961	0.00102155	0.000325101	9.2823e-05	2.40293e-05	5.7983e-06	1.39845e-06	3.96391e-07	1.7867e-07	
N2	0.231174	0.207258	0.174067	0.136342	0.0991061	0.0665194	0.0410321	0.0231665	0.0119341	0.005598	0.00238944	0.000928964	0.000329995	0.000107818	3.28533e-05	9.66338e-06	3.03368e-06	1.33907e-06	
N3	0.227042	0.204461	0.173157	0.137134	0.100896	0.0684918	0.0426171	0.0241664	0.0124318	0.00578377	0.00243062	0.00092387	0.00031921	0.000101412	3.03477e-05	9.01642e-06	2.99886e-06	1.43636e-06	
N4	0.189304	0.174369	0.154677	0.131574	0.106785	0.0822636	0.0598668	0.0409929	0.0263311	0.0158367	0.00891484	0.00470385	0.00233683	0.00110387	0.000506137	0.000235056	0.000120323	7.81651e-05	
N5	0.0977682	0.0986615	0.103023	0.107685	0.109443	0.106024	0.0967318	0.0825429	0.0656306	0.0485439	0.0334074	0.0214415	0.0129085	0.00737569	0.00409128	0.00229715	0.00140103	0.00102327	
N6	5.93309e-06	2.52939e-05	0.000156424	0.000884122	0.00407859	0.014879	0.0423365	0.0930881	0.157023	0.202128	0.19799	0.14762	0.0841739	0.0371437	0.0130221	0.00385686	0.00112541	0.000462498	
N7	4.67585e-06	1.87591e-05	0.000118836	0.000706865	0.00343325	0.0131224	0.0388937	0.0885571	0.153784	0.202606	0.201927	0.152272	0.0872684	0.0384473	0.0133624	0.00389954	0.00112108	0.000458292	
POCELE_Rhagium_mordax	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POCESP_Asemum_striatum	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
POCESP_Spondylis_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N8	0.0367114	0.0748625	0.161128	0.249198	0.245999	0.152013	0.0604435	0.0161522	0.00303124	0.000415492	4.30259e-05	3.46541e-06	2.22694e-07	1.16834e-08	5.11186e-10	1.90344e-11	6.19128e-13	2.32992e-14	
POCELE_Acmaeops_sp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCELE_Gaurotes_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N9	0.201397	0.183584	0.159641	0.132143	0.10389	0.0774053	0.0545377	0.0362662	0.0227241	0.0134032	0.00744147	0.00389573	0.00193272	0.000918974	0.00042874	0.000205561	0.000110063	7.43291e-05	
N10	0.254371	0.223737	0.18092	0.13409	0.090834	0.0560977	0.0315174	0.0160818	0.00744398	0.00312441	0.00118956	0.000411458	0.000129729	3.75355e-05	1.01111e-05	2.62925e-06	7.34163e-07	2.9731e-07	
POCECE_Xylotrechus_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCELA_Mecynippus_pubicornis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCESP_Tetropium_castaneum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N11	0.215689	0.196217	0.169453	0.137893	0.104793	0.0736852	0.0475228	0.0279049	0.0148336	0.00711234	0.00307209	0.00119762	0.000424071	0.000138296	4.26951e-05	1.31826e-05	4.56365e-06	2.23802e-06	
N12	0.201751	0.183971	0.160063	0.132542	0.104177	0.0775062	0.0544333	0.0359987	0.022374	0.0130532	0.00714809	0.00368054	0.00178998	0.00083	0.000373903	0.000170073	8.46403e-05	5.34954e-05	
POCELA_Mesosa_myops	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N13	0.19417	0.177955	0.15639	0.131413	0.105246	0.0800687	0.0576756	0.0392221	0.0251226	0.0151339	0.0085726	0.00457467	0.00231214	0.00111972	0.000531689	0.000258696	0.000139615	9.43595e-05	
