NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	
N1	0.0553091	0.0570068	0.0603129	0.0649293	0.0703091	0.0756488	0.0799547	0.0821996	0.0815458	0.0775701	0.0704058	0.0607414	0.049662	0.0383885	0.0280023	0.0192457	0.0124472	0.00756756	0.00432123	0.00231591	0.00116426	0.000548794	0.000242482	0.000100418	3.89803e-05	1.41885e-05	4.84607e-06	1.55499e-06	4.6965e-07	1.339e-07	3.61927e-08	9.33446e-09	2.31999e-09	5.65218e-10	1.40087e-10	3.9176e-11	1.64788e-11	
ADDYHY_Hydrovatus_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.057569	0.0575022	0.0598755	0.0641056	0.0694194	0.0748493	0.079298	0.0816884	0.0811706	0.0773272	0.070299	0.060772	0.049819	0.0386436	0.0283139	0.0195682	0.012742	0.00780998	0.00450254	0.00243999	0.00124228	0.000593997	0.000266658	0.00011237	4.44461e-05	1.65017e-05	5.75208e-06	1.88324e-06	5.79562e-07	1.67871e-07	4.5868e-08	1.18706e-08	2.93256e-09	7.03123e-10	1.70336e-10	4.65478e-11	1.90899e-11	
N3	0.100554	0.0958523	0.0914627	0.0872086	0.0828771	0.0782507	0.0731427	0.0674311	0.0610872	0.0541895	0.0469193	0.0395375	0.0323438	0.0256305	0.0196386	0.0145274	0.0103618	0.00711866	0.00470667	0.00299284	0.00182925	0.00107422	0.000605905	0.000328174	0.000170659	8.5203e-05	4.0843e-05	1.88036e-05	8.3198e-06	3.54263e-06	1.45574e-06	5.80539e-07	2.27259e-07	8.9375e-08	3.6983e-08	1.75692e-08	1.10096e-08	
N4	0.104101	0.100002	0.0967145	0.0936505	0.0901557	0.0856518	0.079759	0.0723761	0.0636978	0.0541668	0.0443747	0.0349401	0.026394	0.0191007	0.0132267	0.00875612	0.00553734	0.00334319	0.00192612	0.00105853	0.000554741	0.000277176	0.000132016	5.99333e-05	2.59335e-05	1.06958e-05	4.20508e-06	1.57626e-06	5.63581e-07	1.92357e-07	6.27795e-08	1.96655e-08	5.96327e-09	1.78624e-09	5.54651e-10	1.99402e-10	1.02829e-10	
ADDYHY_Stictotarsus_griseostriatus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Nebrioporus_lanceolatus_M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYHY_Hydroporus_sp	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0405627	0.0414135	0.0449036	0.0506964	0.0582757	0.0668306	0.0752173	0.0820544	0.0859643	0.0859062	0.0814814	0.0730842	0.0618205	0.0492148	0.0368162	0.0258496	0.0170197	0.0105013	0.00606883	0.00328389	0.00166339	0.000788636	0.000349973	0.000145387	5.65533e-05	2.0607e-05	7.03816e-06	2.25503e-06	6.78563e-07	1.92057e-07	5.12338e-08	1.29175e-08	3.09131e-09	7.07969e-10	1.58658e-10	3.76672e-11	1.27939e-11	
N6	8.18463e-06	1.28332e-05	2.68645e-05	6.23267e-05	0.00014616	0.000333227	0.000726676	0.00150499	0.00295029	0.00546466	0.00955345	0.0157517	0.0244798	0.0358407	0.0494128	0.0641247	0.0783031	0.0899429	0.0971577	0.0986778	0.0942169	0.0845611	0.0713418	0.0565842	0.0422011	0.0296081	0.0195545	0.0121697	0.00714834	0.00397284	0.00209744	0.00105882	0.000516999	0.000249372	0.000123678	6.79107e-05	4.63496e-05	
ADDYDY_Cybister_sugillatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
N7	2.70562e-06	4.04274e-06	8.35454e-06	2.03369e-05	5.20896e-05	0.000132048	0.000321624	0.000742329	0.00161314	0.00329012	0.00628794	0.0112499	0.0188304	0.0294743	0.0431259	0.0589675	0.0753276	0.0898818	0.100159	0.104223	0.101264	0.0918675	0.0778243	0.0615718	0.0455076	0.0314354	0.0203091	0.0122848	0.00696907	0.00371749	0.00187255	0.000897026	0.000413764	0.000187994	8.78341e-05	4.57169e-05	3.01378e-05	
ADDYDY_Cybister_tripunctatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
N8	7.67382e-07	1.43526e-06	3.94996e-06	1.24629e-05	3.97719e-05	0.000121463	0.000346557	0.000913929	0.00221655	0.00493126	0.010049	0.0187397	0.031959	0.0498198	0.0709622	0.0923324	0.109726	0.119086	0.118037	0.106862	0.0883835	0.0668015	0.0461573	0.0291707	0.0168721	0.00893747	0.00433977	0.00193371	0.000791757	0.000298468	0.000103885	3.35425e-05	1.01333e-05	2.91444e-06	8.30196e-07	2.59123e-07	1.14768e-07	
