NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
N1	0.356666	0.287517	0.188555	0.10104	0.0443049	0.0158912	0.00465656	0.00111303	0.0002167	3.43288e-05	4.42245e-06	4.63307e-07	3.94925e-08	2.74196e-09	1.553e-10	7.1893e-12	2.72641e-13	2.16305e-17	3.46437e-18	5.0429e-19	6.68208e-20	8.07264e-21	8.90659e-22	8.98945e-23	8.31449e-24	7.05994e-25	5.51394e-26	3.96963e-27	2.64121e-28	1.63174e-29	9.62533e-31	7.87099e-32	
N2	0.306986	0.26997	0.197044	0.120788	0.0626646	0.0276372	0.0103898	0.00333581	0.000916272	0.000215709	4.36129e-05	7.59035e-06	1.14e-06	1.48163e-07	1.67119e-08	1.6409e-09	1.40688e-10	1.05657e-11	6.97107e-13	4.05186e-14	2.07984e-15	9.44884e-17	3.80718e-18	1.36359e-19	4.35415e-21	1.2456e-22	3.22421e-24	7.73206e-26	1.82172e-27	4.79526e-29	1.71906e-30	1.2985e-31	
POCHCA_Agroiconota_propinqua	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.257946	0.240227	0.19491	0.138224	0.0858007	0.0466346	0.0221897	0.00923968	0.00336565	0.00107227	0.000298795	7.28458e-05	1.55464e-05	2.90666e-06	4.76577e-07	6.86076e-08	8.68393e-09	9.67908e-10	9.51592e-11	8.26683e-12	6.35783e-13	4.33712e-14	2.62953e-15	1.41977e-16	6.84082e-18	2.94744e-19	1.13795e-20	3.94508e-22	1.23115e-23	3.48224e-25	9.45544e-27	4.42881e-28	
N4	0.194797	0.194229	0.178759	0.150363	0.114264	0.0776157	0.0467198	0.0247586	0.0114973	0.00466384	0.00164937	0.000508019	0.000136239	3.18209e-05	6.47794e-06	1.15068e-06	1.78596e-07	2.42598e-08	2.88924e-09	3.02272e-10	2.78364e-11	2.26122e-12	1.62378e-13	1.03305e-14	5.8357e-16	2.93374e-17	1.31565e-18	5.27848e-20	1.90462e-21	6.28174e-23	2.04147e-24	1.09318e-25	
N5	0.174681	0.178717	0.171918	0.152633	0.122767	0.0881113	0.0557999	0.0309377	0.0149385	0.00626054	0.00227256	0.000713774	0.000193921	4.55864e-05	9.27936e-06	1.63741e-06	2.50821e-07	3.34078e-08	3.87615e-09	3.92535e-10	3.47682e-11	2.69932e-12	1.84103e-13	1.10558e-14	5.85924e-16	2.74686e-17	1.14197e-18	4.22307e-20	1.39685e-21	4.20028e-23	1.23254e-24	5.82924e-26	
N6	0.173017	0.177338	0.171275	0.15296	0.123835	0.0893457	0.0566914	0.0313302	0.0149784	0.00616698	0.0021807	0.000661371	0.000171987	3.83694e-05	7.35251e-06	1.21224e-06	1.72326e-07	2.11719e-08	2.25395e-09	2.08498e-10	1.68063e-11	1.18391e-12	7.31014e-14	3.968e-15	1.89904e-16	8.03674e-18	3.01649e-19	1.00751e-20	3.01024e-22	8.16598e-24	2.15487e-25	9.18929e-27	
POCHCR_Pachybrachis_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.140563	0.153999	0.16421	0.161664	0.141248	0.106752	0.0686529	0.0371637	0.0168109	0.00632387	0.00197248	0.00050937	0.000108868	1.92704e-05	2.82881e-06	3.45074e-07	3.50669e-08	2.97721e-09	2.11849e-10	1.26771e-11	6.40218e-13	2.73868e-14	9.96024e-16	3.09129e-17	8.21818e-19	1.8784e-20	3.70487e-22	6.32844e-24	9.39556e-26	1.21806e-27	1.41953e-29	2.49627e-31	
