NODE	29	30	31	32	33	34	35	36	37	38	
N1	6.75097e-06	0.000155358	0.00114681	0.00521331	0.0175709	0.0471123	0.103502	0.188403	0.284287	0.352603	
N2	7.14846e-05	0.000764701	0.00369144	0.0125513	0.033617	0.0737251	0.134456	0.205006	0.260975	0.275141	
ADCAHA_Harpalus_serripes	0	0	0	0	1	0	0	0	0	0	
N3	5.76171e-05	0.00064005	0.00324545	0.0115764	0.0322196	0.0725258	0.134231	0.205977	0.262643	0.276884	
N4	0.000199339	0.00194934	0.00826626	0.0240738	0.0544126	0.100147	0.154098	0.202	0.228866	0.225987	
N5	0.000164799	0.00229542	0.0118612	0.0370903	0.0819629	0.13709	0.181222	0.197425	0.186886	0.164002	
N6	0.00368531	0.0282637	0.082853	0.151264	0.197834	0.19634	0.153119	0.0976986	0.0553598	0.0335825	
ADCAHA_Harpalus_attenuatus	0	1	0	0	0	0	0	0	0	0	
ADCAHA_Harpalus_rubripes	0	0	0	0	1	0	0	0	0	0	
N7	0.000169507	0.00235719	0.0121544	0.0378854	0.0833601	0.138685	0.182163	0.196967	0.18495	0.161308	
N8	0.00160803	0.0137063	0.0464728	0.100073	0.156048	0.186572	0.177873	0.141592	0.101592	0.0744621	
ADCAHA_Harpalus_honestus	0	1	0	0	0	0	0	0	0	0	
N9	0.00714933	0.053976	0.148614	0.236187	0.244937	0.174449	0.0883262	0.0330551	0.00996591	0.00334063	
ADCAHA_Harpalus_decipiens	0	1	0	0	0	0	0	0	0	0	
ADCAHA_Harpalus_wagneri	0	0	0	0	1	0	0	0	0	0	
ADCAHA_Harpalus_ebeninus	0	0	0	0	0	0	0	1	0	0	
ADCAHA_Harpalus_dimidiatus	0	1	0	0	0	0	0	0	0	0	
N10	0.000162643	0.0015955	0.00682537	0.0202519	0.0472283	0.0907688	0.14699	0.202914	0.240079	0.243185	
ADCAHA_Harpalus_anxius	0	0	0	0	0	0	0	0	1	0	
N11	0.000493886	0.00602055	0.0262725	0.0676886	0.122064	0.167177	0.183465	0.169852	0.141579	0.115388	
N12	0.0747878	0.391466	0.377175	0.131793	0.0224424	0.00219404	0.000136378	5.77176e-06	1.75171e-07	4.87385e-09	
ADCAHA_Harpalus_affinis	0	1	0	0	0	0	0	0	0	0	
ADCAHA_Harpalus_distinguendus	0	1	0	0	0	0	0	0	0	0	
N13	0.00052035	0.00629442	0.0271979	0.0692887	0.123548	0.167515	0.182448	0.168265	0.140305	0.114617	
ADCAHA_Harpalus_aesculanus	0	0	0	0	0	1	0	0	0	0	
ADCAHA_Harpalus_contemptus	0	0	1	0	0	0	0	0	0	0	
ADCAHA_Harpalus_pennsylvanicus	0	0	0	0	0	0	0	0	1	0	
