NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	
N1	0.0869823	0.0885485	0.0909538	0.093161	0.0940341	0.092583	0.0881992	0.0808112	0.0709038	0.0593917	0.0473914	0.0359688	0.0259373	0.0177562	0.0115329	0.00710393	0.00414839	0.00229599	0.00120415	0.00059835	0.000281675	0.000125614	5.30668e-05	2.12381e-05	8.05286e-06	2.89328e-06	9.85213e-07	3.1806e-07	9.7394e-08	2.83075e-08	7.81748e-09	2.05446e-09	5.14992e-10	1.23566e-10	2.85279e-11	6.38742e-12	1.40331e-12	3.0798e-13	1.05833e-16	5.2523e-17	2.90459e-17	2.03128e-17	
N2	0.0142376	0.0188127	0.0265263	0.0374477	0.0510953	0.0662777	0.0811095	0.0932932	0.100645	0.101703	0.096185	0.0850835	0.0703654	0.0543884	0.0392809	0.0265035	0.0167038	0.00983269	0.00540574	0.00277559	0.00133102	0.000596162	0.000249426	9.74935e-05	3.56073e-05	1.2154e-05	3.87817e-06	1.15711e-06	3.22917e-07	8.43187e-08	2.06075e-08	4.71586e-09	1.01091e-09	2.03086e-10	3.82573e-11	6.76395e-12	1.12442e-12	1.76606e-13	2.65977e-14	4.02972e-15	7.17586e-16	2.33379e-16	
N3	0.00134716	0.0022431	0.00425628	0.00804897	0.0145057	0.024534	0.0386675	0.0565402	0.0764579	0.0953875	0.109585	0.11576	0.112309	0.0999831	0.0816172	0.0610581	0.0418439	0.0262614	0.0150909	0.00793921	0.00382374	0.00168603	0.000680702	0.000251671	8.523e-05	2.64457e-05	7.52075e-06	1.961e-06	4.69012e-07	1.0294e-07	2.07445e-08	3.84044e-09	6.53563e-10	1.02312e-10	1.47455e-11	1.9587e-12	2.40232e-13	2.73086e-14	2.90778e-15	3.00655e-16	3.4725e-17	7.57695e-18	
N4	0.000179949	0.000329411	0.000730272	0.00166351	0.00365263	0.00753651	0.0144397	0.0255231	0.0414507	0.0616788	0.0839174	0.104231	0.11804	0.121767	0.114329	0.0976435	0.0758206	0.0535103	0.0343157	0.0199938	0.0105834	0.00508975	0.00222416	0.000883319	0.000318906	0.0001047	3.12704e-05	8.50007e-06	2.10392e-06	4.74458e-07	9.7542e-08	1.82937e-08	3.13215e-09	4.89977e-10	7.01015e-11	9.18487e-12	1.10449e-12	1.22453e-13	1.26657e-14	1.26699e-15	1.39277e-16	2.7743e-17	
N5	1.02725e-07	3.23332e-07	1.37708e-06	5.95211e-06	2.4195e-05	9.02824e-05	0.000305923	0.000935438	0.00257023	0.00632635	0.0139172	0.0273137	0.047754	0.0742886	0.102729	0.126173	0.13755	0.133029	0.114092	0.086749	0.0584675	0.0349294	0.0184984	0.00868619	0.00361756	0.00133683	0.000438577	0.000127819	3.31165e-05	7.63397e-06	1.56715e-06	2.86785e-07	4.68338e-08	6.83318e-09	8.9185e-10	1.04271e-10	1.09381e-11	1.03193e-12	8.80509e-14	6.95768e-15	5.77785e-16	9.24535e-17	
N6	2.84487e-07	7.35688e-07	2.62648e-06	9.84789e-06	3.53822e-05	0.000118192	0.000362637	0.00101569	0.0025874	0.00598038	0.0125204	0.0237126	0.0405873	0.0627361	0.0875176	0.110132	0.124974	0.12785	0.117894	0.0979879	0.0734116	0.0495829	0.030198	0.01659	0.00822471	0.00368143	0.00148864	0.00054416	0.000179949	5.38777e-05	1.46182e-05	3.5977e-06	8.04019e-07	1.63362e-07	3.02223e-08	5.1017e-09	7.88639e-10	1.12487e-10	1.5077e-11	1.99081e-12	2.94405e-13	7.3224e-14	
N7	1.53446e-09	4.04545e-09	1.61467e-08	7.31347e-08	3.30303e-07	1.41279e-06	5.60837e-06	2.04938e-05	6.86881e-05	0.000210787	0.000591641	0.00151777	0.00355664	0.00760934	0.0148575	0.0264651	0.0429925	0.0636772	0.0859706	0.105783	0.11861	0.12118	0.112808	0.0956865	0.0739605	0.0521012	0.0334569	0.0195903	0.0104639	0.00510135	0.00227179	0.000925245	0.000345242	0.000118355	3.74451e-05	1.10143e-05	3.04925e-06	8.1099e-07	2.1451e-07	5.99324e-08	1.98937e-08	1.02025e-08	
ADDYAG_Agabus_biguttatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	1.482e-09	3.86426e-09	1.53022e-08	6.90188e-08	3.10934e-07	1.32783e-06	5.26645e-06	1.92399e-05	6.45115e-05	0.000198175	0.000557162	0.00143258	0.00336675	0.00722845	0.0141722	0.0253643	0.0414252	0.0617222	0.0838795	0.103951	0.117464	0.121018	0.113672	0.0973463	0.0760128	0.0541273	0.035156	0.0208336	0.0112691	0.00556699	0.00251363	0.00103858	0.000393358	0.000136939	4.40095e-05	1.31498e-05	3.69603e-06	9.96549e-07	2.66378e-07	7.47502e-08	2.46587e-08	1.24602e-08	
