species,chrom.num
POCUSC_Dendroctonus_adjunctus,6
POCUSC_Dendroctonus_approximatus,5
POCUSC_Dendroctonus_brevicomis,5
POCUSC_Dendroctonus_frontalis,7
POCUSC_Dendroctonus_jeffreyi,11
POCUSC_Dendroctonus_murrayanae,14
POCUSC_Dendroctonus_ponderosae,11
POCUSC_Dendroctonus_pseudotsugae,14
POCUSC_Dendroctonus_punctatus,15
POCUSC_Dendroctonus_rufipennis,14
POCUSC_Dendroctonus_simplex,14
POCUSC_Dendroctonus_terebrans,12
POCUSC_Dendroctonus_valens,13
