NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	
N1	0.207402	0.194423	0.170396	0.139244	0.105799	0.0745318	0.0485403	0.0291432	0.0160868	0.00814312	0.00377127	0.00159459	0.000614434	0.000215417	6.86258e-05	1.98441e-05	5.20413e-06	1.23699e-06	2.66385e-07	5.19612e-08	9.18033e-09	1.4693e-09	2.13099e-10	2.80243e-11	3.34498e-12	3.62965e-13	5.77291e-17	1.73822e-17	5.03482e-18	1.41599e-18	3.93787e-19	1.13487e-19	4.21413e-20	
N2	0.21291	0.193991	0.167434	0.136253	0.103994	0.0740554	0.0489625	0.0299242	0.0168402	0.00869682	0.00410944	0.0017722	0.000696002	0.000248483	8.05254e-05	2.36597e-05	6.29705e-06	1.51717e-06	3.30768e-07	6.52386e-08	1.16403e-08	1.87912e-09	2.74532e-10	3.63118e-11	4.35036e-12	4.72341e-13	4.65008e-14	4.15293e-15	3.36739e-16	2.48677e-17	1.69881e-18	1.16937e-19	1.3343e-20	
N3	0.198495	0.182668	0.160874	0.13493	0.107133	0.0799967	0.0558039	0.0361395	0.0216067	0.0118683	0.0059653	0.00273473	0.00114057	0.000431919	0.000148296	4.61173e-05	1.29814e-05	3.30638e-06	7.61936e-07	1.58882e-07	2.99883e-08	5.12571e-09	7.93854e-10	1.11486e-10	1.42089e-11	1.64507e-12	1.73234e-13	1.66231e-14	1.4585e-15	1.17935e-16	8.9831e-18	6.9944e-19	8.70842e-20	
N4	0.193764	0.179397	0.159741	0.135835	0.109346	0.0825489	0.0579139	0.037449	0.0221619	0.0119327	0.00581835	0.00255975	0.00101328	0.000360183	0.000114808	3.27869e-05	8.38533e-06	1.92042e-06	3.93937e-07	7.24117e-08	1.19353e-08	1.76547e-09	2.34592e-10	2.80322e-11	3.01583e-12	2.9249e-13	2.56077e-14	2.02721e-15	1.45471e-16	9.51606e-18	5.78201e-19	3.54703e-20	3.53834e-21	
N5	0.203069	0.187983	0.166846	0.140295	0.110183	0.0796795	0.0523774	0.0309567	0.0163041	0.00759739	0.00311482	0.00111876	0.000350906	9.58938e-05	2.27966e-05	4.71012e-06	8.45497e-07	1.31868e-07	1.78775e-08	2.10835e-09	2.16515e-10	1.93856e-11	1.51543e-12	1.03595e-13	6.20326e-15	3.25955e-16	1.50578e-17	6.12733e-19	2.2008e-20	6.99643e-22	1.98487e-23	5.32133e-25	2.2392e-26	
N6	0.156709	0.150171	0.142611	0.132139	0.117285	0.0979716	0.0758672	0.0538219	0.0346707	0.02015	0.0105175	0.00491479	0.00205177	0.000764194	0.000253749	7.5094e-05	1.98081e-05	4.65887e-06	9.77651e-07	1.83191e-07	3.06805e-08	4.59768e-09	6.17245e-10	7.43332e-11	8.041e-12	7.82458e-13	6.85942e-14	5.4264e-15	3.88273e-16	2.5263e-17	1.52484e-18	9.35663e-20	9.30881e-21	
N7	0.0856471	0.0879004	0.0946196	0.103238	0.110279	0.112157	0.106486	0.0931659	0.0744959	0.0541578	0.0356808	0.0212609	0.0114444	0.00556158	0.0024395	0.000965915	0.000345343	0.000111548	3.25731e-05	8.6059e-06	2.05907e-06	4.46606e-07	8.79081e-08	1.57213e-08	2.55757e-09	3.78966e-10	5.12137e-11	6.32195e-12	7.1447e-13	7.43492e-14	7.28804e-15	7.50542e-16	1.32501e-16	
N8	0.0236767	0.0329456	0.0544105	0.0883903	0.128057	0.158493	0.164447	0.141803	0.101249	0.0598159	0.0292777	0.0119062	0.00403859	0.001148	0.000274888	5.57483e-05	9.62873e-06	1.42414e-06	1.81351e-07	1.99859e-08	1.91573e-09	1.60479e-10	1.18015e-11	7.6517e-13	4.3918e-14	2.24007e-15	1.01907e-16	4.14968e-18	1.51822e-19	5.01805e-21	1.51946e-22	4.48543e-24	2.06556e-25	
ADDYAG_Agabus_conspersus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
