NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	
N1	2.52121e-24	1.35821e-22	4.73871e-21	1.26175e-19	2.66852e-18	4.52461e-17	9.14689e-12	1.05913e-09	7.56786e-08	3.2667e-06	8.3566e-05	0.0012492	0.01085	0.0551211	0.168045	0.325219	0.439429	
N2	1.91377e-24	1.089e-21	4.14054e-19	1.1328e-16	2.2037e-14	2.99588e-12	2.79528e-10	1.75617e-08	7.27641e-07	1.9455e-05	0.000329043	0.00346299	0.02244	0.0893557	0.220559	0.341735	0.322098	
N3	8.50078e-19	1.57473e-16	1.78734e-14	1.47229e-12	8.99323e-11	4.05006e-09	1.3262e-07	3.10598e-06	5.11481e-05	0.000582568	0.00452074	0.0235884	0.0818233	0.186701	0.276969	0.263795	0.161965	
N4	2.2667e-16	2.97071e-14	2.37599e-12	1.37771e-10	5.86063e-09	1.81011e-07	3.99866e-06	6.21791e-05	0.000670085	0.0049335	0.0245094	0.0813147	0.178565	0.257309	0.241276	0.147646	0.0637104	
N5	1.26457e-14	1.81054e-12	1.63765e-10	1.02338e-08	4.32843e-07	1.20641e-05	0.000215789	0.00241831	0.016658	0.0696629	0.176054	0.269596	0.25222	0.145845	0.0528354	0.0122956	0.00218633	
N6	5.03789e-13	6.22789e-11	4.37459e-09	2.01389e-07	6.07036e-06	0.000117748	0.00144304	0.0109967	0.0514784	0.146902	0.254806	0.269127	0.174189	0.0698521	0.0176859	0.00297197	0.000424055	
N7	1.2376e-07	4.83356e-06	9.07327e-05	0.00105039	0.007795	0.0372054	0.113416	0.219026	0.267201	0.207244	0.103769	0.0342509	0.00762944	0.0011758	0.000128857	1.0462e-05	7.76586e-07	
POCELA_Mesosa_myops	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	8.27163e-09	6.96349e-07	2.62191e-05	0.000542833	0.00635684	0.0417668	0.150622	0.290774	0.295716	0.159113	0.0465497	0.00772228	0.000761095	4.66395e-05	1.8564e-06	5.07364e-08	1.24017e-09	
N9	2.73762e-10	4.02064e-08	2.88974e-06	0.00011167	0.00226701	0.023331	0.11769	0.284516	0.328115	0.183666	0.0518551	0.00776244	0.000649317	3.19153e-05	9.66193e-07	1.90486e-08	3.29701e-10	
N10	6.22724e-14	4.87253e-11	2.19327e-08	5.63716e-06	0.000722348	0.0348611	0.221701	0.442863	0.276663	0.0224977	0.000676686	9.93703e-06	8.20043e-08	4.15752e-10	1.381e-12	3.18718e-15	6.14431e-18	
