"","group","sigma","alpha","z"
"1","Bembidion",2.37731498698069,0.389923408323576,24.1449733390761
"2","Bembidion",1.07231182272562,0.173060809220039,24.1339941959096
"3","Bembidion",0.305253313906781,5.530429812935e-17,17.1173764761801
"4","Bembidion",0.290246182536862,2.7966350951786e-17,25.4174989820368
"5","Bembidion",1.25378144782492,0.201720414624603,24.1286992846823
"6","Bembidion",0.361294352746693,5.09030150037919e-17,24.8602083737137
"7","Bembidion",0.22757601325097,1.18189035917085e-16,24.3561975071981
"8","Bembidion",0.32181148199255,0.0484545475562714,24.2466957699268
"9","Bembidion",0.345842510932931,1.43334547252781e-17,18.2763975071159
"10","Bembidion",0.17407556452097,8.41141195042618e-17,24.4594824157546
"11","Bembidion",0.763794868420987,0.119684966493633,24.1330590452766
"12","Bembidion",3.3385880374712,0.546106050898189,24.1371540932489
"13","Bembidion",0.735034024421895,0.118513884255306,24.149240954694
"14","Bembidion",0.216887536954133,4.9969266988695e-16,20.7721908076685
"15","Bembidion",0.203084872314725,2.11052775270615e-17,24.3403268910526
"16","Bembidion",1.2521162436279,0.203658461304784,24.13182485807
"17","Bembidion",0.347856434021061,0.0532732689249409,24.1938394052928
"18","Bembidion",0.67284482968275,1.7557922801058e-17,9.52472462286867
"19","Bembidion",0.283715927782391,9.6592271775779e-17,22.1128349841401
"20","Bembidion",0.288841200959381,2.55907044773578e-16,26.1617868575216
"21","Bembidion",0.131548194723256,6.5729889489444e-17,24.5629498567965
"22","Bembidion",0.627784367859863,0.0965776530172132,24.1536683527816
"23","Bembidion",0.178006768551787,3.26154442996188e-17,24.6008811441221
"24","Bembidion",0.187556269954552,2.95281605907201e-17,24.5496221608397
"25","Bembidion",0.139567629371599,3.48312724881025e-17,24.6555910214315
"26","Bembidion",0.425451721264163,1.22165772147274e-16,17.2958406968511
"27","Bembidion",0.659183557008591,0.100377385135224,24.236654729402
"28","Bembidion",0.803144640761959,2.99339260772006e-17,25.3079665912517
"29","Bembidion",0.140061018987025,1.6090943108171e-16,24.4874278057948
"30","Bembidion",0.963647112887255,0.154919117322086,24.1374891778828
"31","Bembidion",0.656335230127981,0.102400906574209,24.1973259844007
"32","Bembidion",4.34717631680245,0.713240334944861,24.1417071936967
"33","Bembidion",0.227132295802185,4.96471377915344e-17,23.9036144017985
"34","Bembidion",0.262941459147579,3.25051380270096e-17,24.4857247809663
"35","Bembidion",0.223656047383477,4.05526855828429e-17,24.4035313999403
"36","Bembidion",0.186597623788229,3.96342609651399e-17,26.7881991380833
"37","Bembidion",0.627740367626677,0.096148110212671,24.1113528199764
"38","Bembidion",1.65061622308278,0.269768849433381,24.1325197862127
"39","Bembidion",0.204933058253423,1.29841643164251e-15,24.5483172804487
"40","Bembidion",1.84391526123762,0.301236007900138,24.1297710583188
"41","Bembidion",0.471203044234374,0.0728174588635494,24.1647745536503
"42","Bembidion",0.301033860740506,2.36188095374532e-17,22.5035043110858
"43","Bembidion",0.186771940751383,8.10725122809318e-17,24.4379057625682
"44","Bembidion",0.55223106090842,0.0799120320479221,24.1878134120876
"45","Bembidion",0.22032065151171,2.94639043073793e-17,23.5767796953606
"46","Bembidion",0.209892766518628,5.70434306379336e-17,24.5849406935529
"47","Bembidion",0.214020718385843,4.64391971519427e-17,23.7052583908928
"48","Bembidion",1.00887153525081,0.1633010798775,24.1500328581184
"49","Bembidion",2.09615642348687,0.347684077300523,24.1604873667812
"50","Bembidion",0.153748875517172,5.76205252933876e-17,24.0758686536138
"51","Bembidion",0.37432088896715,0.0566985892793581,24.2226750872743
"52","Bembidion",1.53380187322708,0.249796473655795,24.1391153458361
"53","Bembidion",0.271972287621382,1.14009567977918e-17,17.5162694600209
"54","Bembidion",0.2440219455566,6.18125443812422e-17,24.453406946358
"55","Bembidion",0.596456631458207,0.091467999212048,24.1379445526533
"56","Bembidion",0.269573209871528,5.22069584699004e-16,24.4791328250925
"57","Bembidion",0.153017285410989,2.00262003149448e-17,23.4823110082607
"58","Bembidion",0.178940222746386,5.37817463454787e-17,23.859143008238
"59","Bembidion",0.509105508158924,0.0796553559628493,24.1282595342593
"60","Bembidion",0.828449535971832,0.135349088608905,24.150850205281
"61","Bembidion",0.153263473973741,1.01368654070956e-16,24.5263456601336
"62","Bembidion",0.131843656068961,7.9534526846633e-17,23.6999062729935
"63","Bembidion",0.142144593415907,1.00732444784655e-16,24.5805640442064
"64","Bembidion",2.83874704158363,0.466240936643512,24.1439015302169
"65","Bembidion",0.691869307867609,0.111928556271662,24.1677873410216
"66","Bembidion",0.465281796566918,0.073182525837069,24.1582292194507
"67","Bembidion",0.342340754628063,0.0532527529263126,24.2019875886123
"68","Bembidion",0.175860827101163,1.83750573747476e-17,22.7928590027556
"69","Bembidion",0.190208901892568,4.01177687293938e-17,14.4798188589481
"70","Bembidion",0.134899717568557,2.33374561288357e-17,21.224328541417
"71","Bembidion",0.179775194203654,6.63949334669156e-17,24.5539868281684
"72","Bembidion",0.166154305624146,6.05353636438666e-17,24.5036501396113
"73","Bembidion",0.782045341605022,0.120814660254939,24.1046306918432
"74","Bembidion",1.28077640275613,0.203805153521413,24.1219171725727
"75","Bembidion",0.116804839623967,2.70540753965718e-17,24.5820773901705
"76","Bembidion",0.160785544865363,9.14666413769564e-17,24.4340294305168
"77","Bembidion",0.329715428102665,1.93102527758402e-17,19.3536319101661
"78","Bembidion",0.177095001666961,2.74535477511027e-17,24.7443813400818
"79","Bembidion",10.9405223842876,1.7473875735298,24.2018920298299
"80","Bembidion",0.15189446516487,2.5381387233063e-16,25.0193198563055
"81","Bembidion",0.479900255029642,0.0717439720500413,24.1503789452801
"82","Bembidion",0.245579769213544,2.52661629567107e-17,18.1893883240911
"83","Bembidion",0.353336332224996,1.99592265713478e-17,6.51569117440952
"84","Bembidion",0.596454664673683,0.0914496767156561,24.2121310562691
"85","Bembidion",0.281273021120268,1.24299177723206e-17,24.6651726891025
"86","Bembidion",0.110745381761761,2.76514116030313e-17,24.6349515251462
"87","Bembidion",0.193227311302617,2.39523590177497e-17,16.7278877937952
"88","Bembidion",0.287291380109483,0.0423585381724628,24.2939933166774
"89","Bembidion",0.171205482619008,3.95820614063031e-17,22.7992014496235
"90","Bembidion",1.03399776813573,0.162194995415919,24.1174577914619
"91","Bembidion",0.171516694736182,5.71635284625793e-17,24.3533446480059
"92","Bembidion",0.196079318890983,6.07348515610116e-17,24.4576572124032
"93","Bembidion",0.131046362244619,1.87075358267607e-17,24.4641111296487
"94","Bembidion",1.01994548565773,0.162436926333243,24.1360694794258
"95","Bembidion",1.26524032449869,0.202148846349728,24.1280806231592
"96","Bembidion",0.198483268856243,5.86954669015701e-17,31.1794567541462
"97","Bembidion",0.432898411092257,0.0684809949328237,24.1770452722342
"98","Bembidion",1.09030227753325,0.178525042187525,24.1440277788417
"99","Bembidion",0.176695099342488,2.62220670232337e-17,24.459121438281
"100","Bembidion",0.285250136168511,2.04259818483683e-16,22.8806245548709
"101","Carabidae",486.320141102216,2.71828159484549,31.5817522077744
"102","Carabidae",35.6703023989089,0.193505468147185,31.370994191311
"103","Carabidae",6.03667759284897,0.0301437256056315,31.0652774520378
"104","Carabidae",7.2509347179684,0.0365672656877282,31.0348569423919
"105","Carabidae",3.88793196545203,0.0213112062009962,30.4559842151847
"106","Carabidae",5.52770098861852,0.0287071222093569,31.0991577828294
"107","Carabidae",9.18989418568422,0.0470668689244839,31.3468903267101
"108","Carabidae",266.79988636692,1.49809656187786,31.5521418378257
"109","Carabidae",7.31771247049746,0.0378797967414487,31.2146095455985
"110","Carabidae",3.62024601199335,0.020660371130439,30.2601329733906
"111","Carabidae",12.5353766143185,0.0658420691360587,31.4837408199936
"112","Carabidae",5.7898218875862,0.0282467322428448,31.4607959309958
"113","Carabidae",3.81821120699507,0.0203247940770478,30.3847152660794
"114","Carabidae",6.57206894871013,0.0322972682199503,31.1059470928031
"115","Carabidae",487.2861772142,2.71828181325831,31.53382895976
"116","Carabidae",3.83186597430159,0.0204252117895175,30.302892790538
"117","Carabidae",5.509858716735,0.0265677785234462,31.1994629879308
"118","Carabidae",4.21532353868341,0.0228695369332573,30.618852446317
"119","Carabidae",5.40095902029552,0.0277724971745811,30.8554971423615
"120","Carabidae",4.28797275197023,0.0225040927148648,31.2583295619146
"121","Carabidae",483.793606684776,2.71828060651956,31.5149079219268
"122","Carabidae",7.86278529822178,0.040134286356489,31.2465048217695
"123","Carabidae",19.1346463019326,0.102502180912445,31.4322742164702
"124","Carabidae",2.33009777471357,3.13649174689253e-17,23.4147374882235
"125","Carabidae",4.4697633337324,0.0232142783848903,30.7263715031603
"126","Carabidae",5.68250598009728,0.0292064698686305,31.0208221556241
"127","Carabidae",11.1320718818157,0.0578236055578104,31.5246931454599
"128","Carabidae",8.55542519321483,0.0428731518644402,31.1578229323815
"129","Carabidae",2.93427615393468,0.0165766264343962,30.4455260787244
"130","Carabidae",5.86952450937268,0.0293951771850905,30.6664163491034
"131","Carabidae",196.564922221157,1.09254755425096,31.5694845595138
"132","Carabidae",6.19241200784359,0.0303597171419501,30.9799172712735
"133","Carabidae",3.92958254887317,0.0212283190980771,30.55113267647
"134","Carabidae",4.84998692411619,0.024662620907039,30.627914440228
"135","Carabidae",4.09021589690448,0.0227575141515269,30.6579266331865
"136","Carabidae",4.82848485143028,0.0254726751563944,30.3486742321228
"137","Carabidae",6.26545276882983,0.0308233630013478,31.1181065404256
"138","Carabidae",1.21554734602779,2.95307295161308e-18,29.3706707749108
"139","Carabidae",12.0127193746138,0.0635040450162144,31.2644435545593
"140","Carabidae",6.15333227146533,0.0310478634150714,30.9036057732703
"141","Carabidae",7.64772615617137,0.0369767501364435,31.2204437208328
"142","Carabidae",4.68941543466486,0.0243516875407863,30.7687307774139
"143","Carabidae",36.57228023754,0.199766200077759,31.4277999039737
"144","Carabidae",5.45657359316227,0.0286902404700251,30.8792577840599
"145","Carabidae",4.20243429157836,0.022254149309626,30.2891902406177
"146","Carabidae",8.62372380985489,0.0436019346227866,31.2558933428182
"147","Carabidae",24.403177710048,0.133636937249536,31.3851355705895
"148","Carabidae",5.41794937278092,0.0269400752092583,30.961686591303
"149","Carabidae",4.01116489236349,0.021434176809994,30.5022726206097
"150","Carabidae",42.3134854633524,0.232057940413616,31.4094137816502
"151","Carabidae",8.32227623170475,0.0446954187430142,31.4340226668366
"152","Carabidae",33.9095369653066,0.186207865294478,31.4077019769437
"153","Carabidae",32.5674633346954,0.175204572210553,31.3502891552122
"154","Carabidae",487.434842799638,2.71828182845905,31.5974957574938
"155","Carabidae",7.59520981416137,0.0381970720706928,31.3820065907042
"156","Carabidae",25.3478007638472,0.138228998137513,31.5330110690169
"157","Carabidae",48.7969911964493,0.270721758239195,31.379632088541
"158","Carabidae",2.03274452557086,3.31440521420935e-17,28.8529734451934
"159","Carabidae",8.83317238502365,0.0452037126581284,31.6342751016983
"160","Carabidae",5.65233849408722,0.0283000234109042,31.383245768555
"161","Carabidae",6.58808718248892,0.034167905648385,31.4536019647583
"162","Carabidae",5.98203864831033,0.0300267092260854,31.4313513572654
"163","Carabidae",3.28566725396414,0.0167049202503008,31.29600149772
"164","Carabidae",14.760459242707,0.0794050672308017,31.4222208033916
"165","Carabidae",8.36424786581158,0.0431777929487353,31.0430650238343
"166","Carabidae",6.70481688345414,0.0345474825792611,31.3620390056196
"167","Carabidae",4.55964239304711,0.0221989241507234,31.2366357222307
"168","Carabidae",9.02455648813935,0.0465587838375373,31.5094529301674
"169","Carabidae",18.1113899928441,0.0967588486137216,31.4432724639868
"170","Carabidae",13.926229374757,0.0732341203498548,31.6219740977033
"171","Carabidae",20.3854854679642,0.112126850758808,31.250264722992
"172","Carabidae",8.85407366831384,0.0450908120721254,31.6867634202853
"173","Carabidae",4.64610701897795,0.0231695127135544,30.8259523755291
"174","Carabidae",14.4620643574997,0.0781027087847939,31.2457552353639
"175","Carabidae",232.574616243173,1.29340638434455,31.4613851897678
"176","Carabidae",22.0592634300924,0.117478229428233,31.4073796092269
"177","Carabidae",14.7278475418901,0.0791355352657827,31.3446036065199
"178","Carabidae",483.733258664567,2.71828172228255,31.5515813262424
"179","Carabidae",60.9328260815947,0.3350591574976,31.4266852413748
"180","Carabidae",109.090973510093,0.615364267119326,31.4485494612818
"181","Carabidae",5.85642966219596,0.0288041113574493,30.9558449569563
"182","Carabidae",5.73901307488713,0.0288475233896425,31.381515724498
"183","Carabidae",8.85706754324373,0.0450370795652574,31.4553384171611
"184","Carabidae",12.7358481330348,0.0682570365261113,31.4080161464247
"185","Carabidae",486.133560793194,2.71828171264348,31.5916787166721
"186","Carabidae",484.612497169423,2.71828060139192,31.5781010785945
"187","Carabidae",22.0528816199675,0.120301031898415,31.2364232161706
"188","Carabidae",5.56605758151639,0.0277301890994583,31.4981411374245
"189","Carabidae",4.050609950043,0.021083243376602,30.877328494227
"190","Carabidae",6.30315901060031,0.0310577229166208,31.2168925929694
"191","Carabidae",486.651177985589,2.71828174132853,31.5433684733557
"192","Carabidae",37.3036801704102,0.213136113010744,31.3950841907237
"193","Carabidae",4.02266922989207,0.0203431958598816,30.8007838834454
"194","Carabidae",5.96298465877927,0.030865402900806,31.2920744055698
"195","Carabidae",4.34165410557981,0.0226219407444952,30.5963252417733
"196","Carabidae",24.706377910528,0.13397546242637,31.5346856721646
"197","Carabidae",50.563819919892,0.278977174145495,31.3804745522243
"198","Carabidae",483.933422704487,2.71828131971347,31.5401577158631
"199","Carabidae",4.79465295506348,0.0243786698596811,30.9065324849932
"200","Carabidae",223.044060766557,1.25470745339038,31.5543742499392
"201","Chrysolina",0.453488304580829,1.11814996061224e-17,30.5359931699379
"202","Chrysolina",0.471743320065189,1.69861743376478e-17,32.2331246690457
"203","Chrysolina",0.441886494171489,2.30208991207075e-17,31.6082110994079
"204","Chrysolina",0.489954579690993,7.95262352611522e-18,31.4820042488929
"205","Chrysolina",0.499059563053298,2.41118377926573e-17,31.9832881710098
"206","Chrysolina",0.597318864636629,1.39520562938593e-17,32.4632057672237
"207","Chrysolina",0.598581817285899,2.53081777206718e-17,32.3927664424397
"208","Chrysolina",0.452615957790684,3.6904281480785e-18,31.4926214316698
"209","Chrysolina",0.479948160989825,5.92340129175191e-18,32.2316647012686
"210","Chrysolina",0.509219474121267,8.92738107446842e-18,32.4402206695963
"211","Chrysolina",0.576433095734233,1.7784696212207e-17,31.7601029723262
"212","Chrysolina",0.513523677299408,1.99686345788911e-17,31.6010825319061
"213","Chrysolina",0.497393831716281,1.19124869185885e-17,32.2036092201204
"214","Chrysolina",0.436169804852414,2.21795292140477e-17,32.0353019088666
"215","Chrysolina",0.494776791447864,1.07394699217365e-17,31.8165097005932
"216","Chrysolina",0.617009085385929,1.19378393598292e-17,31.9864964586343
"217","Chrysolina",0.490343758431212,9.97853040004617e-18,31.6850003201366
