"","group","sigma","alpha","z"
"218","Chrysolina",0.52898321079316,9.70356584217134e-18,33.467612249438
"219","Chrysolina",0.524374221687171,9.53977448164191e-18,33.3681552043288
"220","Chrysolina",0.468744888964743,9.408598313127e-18,30.6192881777499
"221","Chrysolina",0.51869641098014,2.03204785618068e-17,32.2947547763916
"222","Chrysolina",0.609568601478744,3.33892210860398e-17,31.470877895733
"223","Chrysolina",0.437780759531567,1.24526255535227e-17,31.9304264987433
"224","Chrysolina",0.493189128857074,5.95053489415013e-17,32.0902854123504
"225","Chrysolina",0.507794872757965,2.13892594332656e-17,32.4785066368604
"226","Chrysolina",0.541372063796307,1.04184845766217e-17,32.6821948785238
"227","Chrysolina",0.548165246192399,1.24654823687618e-17,31.7467379514264
"228","Chrysolina",0.927900334446691,5.69452171096648e-18,25.4644153960132
"229","Chrysolina",0.553006344054395,1.95459268422278e-17,32.2441994379057
"230","Chrysolina",0.475716227813108,7.0932435909863e-18,32.4443215636097
"231","Chrysolina",0.577052815544163,1.98715315146066e-17,31.6025941560297
"232","Chrysolina",0.482376303934322,2.02424788409504e-17,31.6301600837313
"233","Chrysolina",0.436485044808446,1.76966414031274e-17,32.3063662614941
"234","Chrysolina",0.558207713267638,6.77553262664057e-18,33.5739053104947
"235","Chrysolina",0.528739260622368,8.65633865382729e-18,30.8210487157866
"236","Chrysolina",0.507486073797502,7.83664865745874e-18,32.4082958401426
"237","Chrysolina",0.410952298356097,1.08266443992306e-17,30.8734521128333
"238","Chrysolina",0.628080186313532,8.5754666494995e-18,32.2918110204071
"239","Chrysolina",0.518038207096885,4.67094776633401e-17,32.4602857899186
"240","Chrysolina",0.64340275771074,1.70155521139389e-17,32.2377360799348
"241","Chrysolina",0.464568494240172,2.713566989478e-17,31.9367887119669
"242","Chrysolina",0.615626101777963,3.69989190714512e-17,32.982696190131
"243","Chrysolina",0.657919199271915,2.11800253841365e-17,31.3876079834864
"244","Chrysolina",0.543824331467024,6.70419991849736e-18,31.0729580167716
"245","Chrysolina",0.482854759657169,8.30432704643282e-18,31.8862839339096
"246","Chrysolina",0.654016363046196,3.1387560052958e-17,31.0317718336926
"247","Chrysolina",0.456987664875097,8.42666874935662e-18,31.700373630827
"248","Chrysolina",0.610028680304003,2.53242249979008e-18,30.8230860704753
"249","Chrysolina",0.726069549658656,2.09897814483362e-17,31.9647559428534
"250","Chrysolina",0.455353016446917,2.78624955765228e-17,32.2378490463832
"251","Chrysolina",0.552581487196483,1.11570045036132e-17,29.5101479294195
"252","Chrysolina",0.529936676075121,8.7738381994811e-18,29.6889180267958
"253","Chrysolina",0.929458309631464,7.68671009452027e-18,15.1081980151841
"254","Chrysolina",0.56934486922721,1.95754281508936e-17,29.4457502830286
"255","Chrysolina",0.638570345015169,7.11833494569666e-18,30.4338326477286
"256","Chrysolina",0.635145064247516,8.9653114496233e-18,31.0793398491758
"257","Chrysolina",0.503804737707377,8.35026606198918e-18,30.8767615621636
"258","Chrysolina",0.605110699214792,1.07868409188969e-17,29.3402139872739
"259","Chrysolina",1.51272995545372,7.91049439937677e-18,4.50669789121929
"260","Chrysolina",0.534140566306961,1.28512600399063e-17,29.9374368167349
"261","Chrysolina",0.471152620880306,2.16019694737592e-17,29.2274610634914
"262","Chrysolina",0.438502662336313,9.50131764634045e-18,30.6580604941435
"263","Chrysolina",0.569887154575843,1.82171570125968e-17,31.0487406371563
"264","Chrysolina",0.463797173641652,1.75492178075613e-18,29.5104939398613
"265","Chrysolina",0.43949749471033,1.21603651923686e-17,29.8168438003195
"266","Chrysolina",0.534834167194426,8.74908966847379e-18,30.2983455757963
"267","Chrysolina",0.515010310378327,6.43141485588092e-18,29.6469662326759
"268","Chrysolina",0.443236891161829,3.41670319126081e-18,30.3269844093707
"269","Chrysolina",0.435136360008582,1.11557269634802e-17,30.542013008867
"270","Chrysolina",0.514143587732471,3.56261766424184e-18,30.3263962883795
"271","Chrysolina",0.587599609723805,4.4795988383316e-17,29.3382521939115
"272","Chrysolina",0.451162134036042,4.38408299069995e-18,29.7587212522634
"273","Chrysolina",0.528801865288911,7.32831018727217e-18,30.6207099218819
"274","Chrysolina",0.46940730388118,5.17003285533292e-18,30.3021124105855
"275","Chrysolina",0.435281722704404,2.84020771499035e-17,29.8859942071802
"276","Chrysolina",0.5751160547084,5.94264079639751e-18,30.3526418953352
"277","Chrysolina",0.440173308632721,2.2439739478806e-17,29.2093188005599
"278","Chrysolina",0.553410900560622,2.21781068778956e-17,30.4669782470871
"279","Chrysolina",0.56542201483109,4.75010327879858e-17,30.0098438554975
"280","Chrysolina",0.535915498581923,1.77627148729038e-17,30.2272052395431
"281","Chrysolina",0.521381503758594,2.08805470966156e-17,31.0009086006366
"282","Chrysolina",0.486408894155287,1.52675410005778e-17,30.0811014998994
"283","Chrysolina",0.422194200381706,1.01759290585939e-17,30.0338464803119
"284","Chrysolina",0.628879281342836,4.00486840350717e-17,30.894415933242
"285","Chrysolina",0.942115352413881,8.69221387713063e-18,16.0265572548637
"286","Chrysolina",0.527607054258299,1.31465775197629e-17,30.288152460555
"287","Chrysolina",0.480679249259433,6.8234102183015e-18,29.8684644921905
"288","Chrysolina",0.51305989315367,1.00743750361256e-17,29.0678819422148
"289","Chrysolina",0.580569593252786,1.27227451655021e-17,29.4965686811706
"290","Chrysolina",0.444514618548185,3.06693306926519e-18,31.2856466038119
"291","Chrysolina",0.508540451743829,1.71091176059487e-17,30.1402164483419
"292","Chrysolina",0.467248569132684,7.82804048967754e-18,30.6876626187419
"293","Chrysolina",0.560415332039408,2.33056638866806e-17,29.7439705037396
"294","Chrysolina",0.525834275503271,1.66789502077707e-17,29.5873438935654
"295","Chrysolina",0.635008980521181,9.69201297296238e-18,29.7782299239721
"296","Chrysolina",0.544982967089186,8.77704563522165e-18,29.938234544614
"297","Chrysolina",0.464455931132654,1.22889569811124e-17,30.1158370535805
"298","Chrysolina",0.501589045060629,1.12993226186454e-17,30.6149968417778
"299","Chrysolina",0.559568656478615,6.29332535362002e-17,30.7976524448609
"300","Chrysolina",0.646502758873826,2.37389407937797e-17,30.8292208847807
"301","Chrysomelidae",0.67016565235123,2.47807719967805e-16,33.1536618768144
"302","Chrysomelidae",0.658425092610072,6.54334423156201e-16,31.1447237258507
"303","Chrysomelidae",1.17881807404871,0.00950793160846833,25.1828622394934
"304","Chrysomelidae",1.26971083312845,0.0102710146184987,25.4064541500068
"305","Chrysomelidae",0.735741963032599,1.41102803687854e-16,25.4274575910443
"306","Chrysomelidae",2.52926774132744,0.0194677750850565,26.0525099881802
"307","Chrysomelidae",2.49721251227825,0.0193061830469632,25.8869256804189
"308","Chrysomelidae",1.64182578749952,0.012832393412608,25.6568532960156
"309","Chrysomelidae",1.70185409316512,0.0134878189456613,25.4600632978948
"310","Chrysomelidae",0.573183596037907,1.52467784183023e-16,31.2391354316726
"311","Chrysomelidae",0.639408991297086,7.31467818161759e-18,25.3588026814333
"312","Chrysomelidae",40.7555284179137,0.354007722310287,26.2823136560743
"313","Chrysomelidae",0.63758293488765,3.92709278095453e-16,13.9586607605004
"314","Chrysomelidae",1.40667792407135,0.0112698979830547,25.3895317707524
"315","Chrysomelidae",2.23223150292496,0.0171105955897662,25.9960407377399
"316","Chrysomelidae",2.10734370382693,0.0164485755773726,25.8903935533806
"317","Chrysomelidae",1.22843817250575,0.00950943261484033,25.4203630299281
"318","Chrysomelidae",10.9855717240168,0.0935744907620129,26.3580894012154
"319","Chrysomelidae",1.3683687443734,0.0107617609184623,25.4628968121098
"320","Chrysomelidae",1.0994855592426,8.23135572904866e-17,25.5476728691232
"321","Chrysomelidae",1.64244910165891,0.0131084956661997,25.6771499954053
"322","Chrysomelidae",311.855178375464,2.71828180280767,26.2249268787846
"323","Chrysomelidae",0.737865435474232,5.76473737421938e-17,25.0480205606936
"324","Chrysomelidae",1.18660680024783,0.0097267712638572,25.4854407689659
"325","Chrysomelidae",1.98775944375283,0.0156436026328023,25.8624949606534
"326","Chrysomelidae",1.30975632181928,0.0104440173667227,25.3867107334749
"327","Chrysomelidae",25.6053910688254,0.21909174701537,26.2465456365439
"328","Chrysomelidae",1.54141390310414,0.0124691239541349,25.6426810952528
"329","Chrysomelidae",1.86565788711181,0.0149455126815095,25.9078315684045
"330","Chrysomelidae",0.86736766791015,3.02135845435485e-17,20.6465157540837
"331","Chrysomelidae",1.04518007813797,0.00792288569067214,24.9816232366452
"332","Chrysomelidae",0.840785401851654,1.10716976489028e-16,25.2784076433834
"333","Chrysomelidae",1.61494104842715,0.0127491505724821,25.5143547071362
"334","Chrysomelidae",1.63677220584396,0.0130063419764778,25.7086841339386
"335","Chrysomelidae",0.685008381301336,7.58023121579647e-18,25.5016381263557
"336","Chrysomelidae",0.627270610390689,7.47676393847745e-18,25.1857290664103
"337","Chrysomelidae",1.12729885354257,0.00901380339725147,25.122027612136
"338","Chrysomelidae",1.62859358919782,0.0131166873500345,25.773380626028
"339","Chrysomelidae",97.4447198100685,0.849845308709272,26.231637537475
"340","Chrysomelidae",3.21486865193655,0.0245311178337621,26.1174834099124
"341","Chrysomelidae",314.027893947587,2.71828181062526,26.2257995728982
"342","Chrysomelidae",1.49316595896445,0.0116978607023521,25.5680283268363
"343","Chrysomelidae",0.608984422306151,3.76697007433118e-18,25.1720464938445
"344","Chrysomelidae",2.26774864080482,0.0172939905119403,26.0960849031819
"345","Chrysomelidae",371.171735517174,2.71828182845905,26.2349208554063
"346","Chrysomelidae",2.38636976242483,0.0184767618111184,25.7827639919249
"347","Chrysomelidae",3.09009050603357,0.0232634228761657,26.2520966535415
"348","Chrysomelidae",2.76140765196255,0.0212707719740628,26.0721172309643
"349","Chrysomelidae",1.79805953560001,0.0143223755534988,25.8415497964763
"350","Chrysomelidae",0.763723998507461,5.87094475245559e-16,25.3845720262918
"351","Chrysomelidae",1.10370229660143,0.00902451007464592,25.3559563922445
"352","Chrysomelidae",1.42490345102631,0.0114467498951819,25.440033889574
"353","Chrysomelidae",1.08336683561637,0.00893227899237795,24.926582396657
"354","Chrysomelidae",0.594879023481634,6.25945759244605e-18,25.3147625919877
"355","Chrysomelidae",1.18798643574818,0.00959482805327922,25.4328657373642
"356","Chrysomelidae",0.743907710077297,1.15455326878901e-16,15.955724726565
"357","Chrysomelidae",1.9455105427771,0.0152178388100222,25.6123889354091
"358","Chrysomelidae",0.735085967243031,1.37446196865487e-16,29.4402372744644
"359","Chrysomelidae",2.21318864637845,0.0177765701392268,25.9600415950875
"360","Chrysomelidae",1.05731966093787,0.0085010796674637,25.3675462149595
"361","Chrysomelidae",312.966220453007,2.71828135227062,26.2350299910931
"362","Chrysomelidae",1.26170481652438,0.0101725827837767,25.278491608626
"363","Chrysomelidae",1.35480818770488,0.0109541870989177,25.0980066621904
"364","Chrysomelidae",0.684313800449074,1.12155441607486e-17,25.0573916772768
"365","Chrysomelidae",25.744331879021,0.222708667853912,26.1797591246717
"366","Chrysomelidae",1.40445646525289,0.0115241197765325,25.2818742716561
"367","Chrysomelidae",1.40199613796796,0.0116067204467787,25.3957399866414
"368","Chrysomelidae",0.688909246970994,8.79295774487259e-17,9.17772714165894
"369","Chrysomelidae",1.38762563753427,0.0117013901197739,25.4572246176209
"370","Chrysomelidae",0.830337965424085,1.41024634345345e-17,19.204009683737
"371","Chrysomelidae",0.701340844059335,4.40841458812357e-17,15.6841136239451
"372","Chrysomelidae",1.700355548445,0.0134792191812983,25.4702705616589
"373","Chrysomelidae",0.661560266942011,5.74964642024319e-17,24.8025108086411
"374","Chrysomelidae",311.375004016397,2.71827834117378,26.2209588904174
"375","Chrysomelidae",2.51347152230541,0.0201777023815923,25.8884944404722
"376","Chrysomelidae",2.07539535302878,0.0167260368339579,25.9056324878038
"377","Chrysomelidae",1.99762553294911,0.0158956547202086,25.8566472248974
"378","Chrysomelidae",2.30850447704236,0.0178000867520751,25.8710571106905
"379","Chrysomelidae",1.175255510424,0.00960077723610612,25.2552368255524
"380","Chrysomelidae",1.22915531111123,0.0101382962612749,25.2340554488826
"381","Chrysomelidae",1.74965660544111,0.0142455202547593,25.8097693216862
"382","Chrysomelidae",125.263659804766,1.09078900166269,26.2303373549834
"383","Chrysomelidae",72.1872579223996,0.628447077041768,26.1913867143633
"384","Chrysomelidae",0.676121654134367,3.54702408848494e-17,24.7519758867617
"385","Chrysomelidae",0.664738733335627,5.36636346867279e-17,19.6600701746204
"386","Chrysomelidae",1.25947757462252,0.0106571924996245,25.2206541558666
"387","Chrysomelidae",1.97849200880053,0.0158339902088566,25.7360983122385
"388","Chrysomelidae",1.50820505783295,0.0123874966239209,25.6545453833436
"389","Chrysomelidae",0.514123772924625,2.56629926734606e-18,25.3165240287099
"390","Chrysomelidae",3.22779179898181,0.0255232627715352,26.131398808193
"391","Chrysomelidae",1.03658682243338,0.00815534365149319,25.7143866275811
"392","Chrysomelidae",0.962675077691254,0.00720347315280418,25.2017068714685
"393","Chrysomelidae",1.89054500507348,0.0154086756060133,25.7594519822842
