"","group","tree","sigma2.lb","sigma2.ub","z.lb","z.ub","lh","aicc","sigma2.lb","sigma2.ub","alpha.lb","alpha.ub","z.lb","z.ub","lh","aicc"
"22","Bembidion","29","0.0901720936808283","0.216641186101171","21.1325684356207","27.842319930162","-79.7855985734232","163.90453048018","8.83888802590347e-17","8.83895227658539e-17","0.0923013564545506","0.223148208592917","21.2704691037941","28.0520151294923","-63.84635796532","134.378430216354"
"23","Bembidion","32","0.567216048615206","1.36275372731299","15.3572711296187","33.4988997842431","-114.257919334475","232.849172002283","0.257202694821637","1.97786244509819","1.46276562295942","12.9193038989302","23.5866698088997","24.6967413470906","-78.6930221947679","164.07175867525"
"24","Bembidion","33","0.152212945904079","0.365696206528422","20.1308217576925","28.7235862175408","-86.3556571444789","177.044647622291","6.70568563002704e-17","6.70575764854009e-17","0.152154924244433","0.367350434033551","19.0154395035195","27.7569076848381","-53.9345031068138","114.554720499342"
"25","Bembidion","35","0.140760972092969","0.338182498561214","20.3991688243464","28.3817108230291","-88.4693231364325","181.271979606198","4.12013714286523e-17","4.12017108127868e-17","0.14540648374712","0.34932531104515","20.3305874227981","28.4596244819695","-56.2277645149551","119.141243315625"
"26","Bembidion","36","0.148516797017079","0.356816092751897","19.3382064125603","29.5976542555651","-91.6859784139468","187.705290161227","3.78044648204546e-17","3.78046803895133e-17","0.148313458646065","0.366347179485781","15.6351767296708","26.5484024135768","-58.9206347710934","124.526983827901"
"27","Bembidion","37","0.147254846438397","0.353784231242508","19.9568300357321","28.9073730314261","-87.8128173375041","179.958968008342","5.48525404443477e-17","5.48529827837109e-17","0.14813305475178","0.356312183579634","19.3295971403927","28.477517013627","-71.4641384618866","149.613991209488"
"28","Bembidion","38","0.277210193752796","0.666005885964941","17.7892432680831","31.0049326018414","-101.637877713812","207.609088760957","0.101238107014884","0.718852201789542","0.588187219180938","4.63208445395431","23.5581734884578","24.7068662221666","-78.2722270023771","163.230168290469"
"29","Bembidion","39","0.131970988707899","0.317064293980898","20.31755411031","28.7785195488137","-86.6109522151305","177.555237763594","1.29532431558714e-15","1.29538552010562e-15","0.131976033258312","0.31700064521404","20.3031553976616","28.7936588103296","-72.3179430289664","151.321600343647"
"30","Bembidion","40","0.282778611942099","0.679384102087281","18.2045466050631","30.6688960132054","-103.677291792473","211.68791691828","0.10508178770507","0.863547311772196","0.594691303922334","5.71728817703706","23.5603282902871","24.699213694935","-79.0865546794928","164.8588236447"
"31","Bembidion","41","0.115743018034144","0.278076106302334","20.1643809273313","28.9707835341442","-87.2818541816569","178.897041696647","0.0306158229001461","0.173191046787143","0.202510652269974","1.0963978182941","23.4901570985728","24.8393892709896","-77.8398003919688","162.365315069652"
"32","Bembidion","42","0.212701677716225","0.511022218212091","19.2168686692051","29.5819599443085","-95.4111969286053","195.155727190544","2.16158440235548e-17","2.16158684063195e-17","0.20974186822424","0.50575725185278","19.243621019658","29.5692465999464","-13.3078910466477","33.3014963790097"
"33","Bembidion","43","0.116681623741256","0.280331130750741","20.8350424232505","28.0403218122552","-84.0566768488635","172.44668703106","7.97672096311414e-17","7.97698781159445e-17","0.12299943707664","0.29565149993885","20.6801256764511","28.2061515758387","-68.6224845423545","143.930683370423"
"34","Bembidion","44","0.142458820446997","0.342261629906986","20.0096090856582","28.9690184649683","-84.5851059742094","173.503545281752","0.0345501849078711","0.184830644136286","0.249359970086965","1.22296755695321","23.4725391870913","24.9030876436443","-74.6993470440869","156.084408373888"
"35","Bembidion","46","0.132707376532359","0.318833490842841","19.6304465916234","29.5285982433808","-88.0633573682217","180.460048069777","6.25429875411768e-17","6.25457325482415e-17","0.133179223545681","0.320018424733095","19.6820398883958","29.4860274643205","-40.2814389541838","87.2485921940819"
"36","Bembidion","48","0.225800816663493","0.542493323181837","19.0386594275469","29.8239347375708","-95.1151279069235","194.56358914718","0.0714477917032292","0.373241220164014","0.432916001830755","2.35108623869257","23.5348685544422","24.765196567162","-77.2420443757219","161.169803037158"
"37","Bembidion","49","0.330019151370841","0.792881005560572","17.2907499731448","31.5092775906062","-104.83222581945","213.997784972232","0.135903278339642","0.88949194435236","0.774076543233042","5.6763040579489","23.596888752203","24.724087390287","-78.0565003345038","162.798714954722"
"38","Bembidion","50","0.0990204397237643","0.237899591993744","20.1112172161374","29.1135426211286","-82.6955930829577","169.724519499249","7.25271088050344e-17","7.25282216684933e-17","0.0990709284611678","0.237853573371305","20.3984564604846","29.0896632460027","-66.3174142327505","139.320542751215"
"39","Bembidion","52","0.250830199481226","0.602627151122248","19.1337282821976","29.4995396418729","-101.759833761007","207.853000855346","0.0908099802929816","0.687130820655386","0.538516329212627","4.36857711034068","23.5639360670608","24.7142881249041","-78.1066655822487","162.899045450212"
"40","Bembidion","53","0.107505164218293","0.258284409392879","20.4142094906839","28.5614558213995","-89.4815991146906","183.296531562715","1.03898613818974e-17","1.0389873409429e-17","0.124058214500523","0.344764609392988","10.7734835924789","22.8222166016859","1.05988503237604","4.56594422096221"
"41","Bembidion","54","0.152567113316087","0.366547066352753","18.9980983476712","29.9030163302218","-90.6063925462845","185.546118425902","7.89244957389501e-17","7.8924813967974e-17","0.162041575231279","0.403742537631664","17.1057291341063","28.692439293235","-58.6243717467526","123.934457779219"
"42","Bembidion","55","0.142339206567954","0.341974253674338","19.3396552344837","29.5931872675889","-90.7884348988774","185.910203131088","0.0367454646818991","0.227683893832194","0.249805067112395","1.42414800984886","23.4610015095356","24.8148868696528","-77.8770327053386","162.439779696392"
"43","Bembidion","56","0.172568244241865","0.414600432928246","18.6995442804505","30.2588955669835","-90.0263323351266","184.385998003587","2.06261581958527e-20","1.13651989962376e-11","1.13975896603787e-05","6282.7159283605","18.6716943305599","30.2896046750522","-75.4005488578465","157.486812001407"
"44","Bembidion","57","0.112507072722051","0.270301646969318","19.8765896827382","29.2017014602282","-85.8109034379547","175.955140209243","1.5953053735335e-17","1.59531861149869e-17","0.116438579210467","0.279675366020872","19.7133876722331","29.3721236033271","-36.7913543831787","80.2684230520716"
"45","Bembidion","59","0.121036208437548","0.29079313795101","19.2905843278323","29.5971202318887","-89.8507506270543","184.034834587442","0.0345449574303648","0.183682746816563","0.220501966761969","1.17552734085541","23.4635421066362","24.7929930371577","-76.8410430953403","160.367800476395"
"46","Bembidion","61","0.0980240842615393","0.235505825948477","19.6297903622459","29.4194204767616","-85.2864956779905","174.906324689314","1.00600183723243e-16","1.0060423966301e-16","0.0984121778871745","0.236554698535262","19.5467425900304","29.5028899236747","-69.6902657936646","146.066245873043"
"47","Bembidion","62","0.0855874689331035","0.205626483057046","20.6146360781831","28.3179614014963","-84.3540206502088","173.041374633751","1.05136017734383e-16","1.05139581756655e-16","0.0860307880351828","0.206660423084783","20.5622652724057","28.3723914994153","-68.8641328704061","144.413980026526"
"48","Bembidion","64","0.340329730114457","0.817652453322741","18.4340745647747","30.1888393682312","-109.790598035757","223.914529404848","0.153234338019342","1.41861645974532","0.865103753933322","9.3150575542976","23.5926490336373","24.6951532251458","-78.9824935295934","164.650701344901"
"49","Bembidion","65","0.134561651716317","0.323288415867334","19.6579359868974","29.1687083918483","-94.5713321602548","193.475997653843","0.0449233104168863","0.278874326497975","0.269880231791111","1.77368266484228","23.5662649220245","24.7693098607541","-77.8301909629409","162.346096211596"
"50","Bembidion","66","0.115806805256585","0.278229353765437","20.31831189119","28.5020807304246","-88.2728226225918","180.878978578517","3.01275309409144e-17","3.01275666112621e-17","0.123847295897413","0.297562989507231","20.2604970315861","28.5643720921014","-71.7619578851993","150.209630056113"
"51","Bembidion","67","0.0879914282029852","0.211402066291256","20.5603656804692","28.381208145787","-85.3749040949417","175.083141523217","0.0236017710917345","0.12015449735432","0.156167007088761","0.75046125439435","23.4921563377408","24.9118191935482","-76.7954625244636","160.276639334642"
"52","Bembidion","68","0.123111687407958","0.295779548204741","19.5101120164891","29.3855782675408","-90.1720648069062","184.677462947146","1.91653559145975e-17","1.91653785787975e-17","0.141879611971789","0.36093652265749","15.7690574945554","26.9179932097025","4.8006555717974","-2.91559685788052"
"53","Bembidion","69","0.0833906147960849","0.200348470578252","19.9825274863768","29.2220756845222","-82.9967660470383","170.32686542741","2.64311504325459e-17","2.64311818418543e-17","0.0862197220290318","0.207134719671427","19.9169076961234","29.3035111627963","-50.9508864353835","108.587487156481"
"54","Bembidion","71","0.115201336932327","0.276774692452174","19.9673285074167","29.1273317645831","-88.2864844409258","180.906302215185","6.41599940206946e-17","6.41609389529805e-17","0.112556812540721","0.270496271765692","19.9795341100742","29.1158995785683","-71.801475711123","150.28866570796"
"55","Bembidion","72","0.103714279807032","0.249176694909034","20.3959650850142","28.6107662596974","-87.1092400402491","178.551813413832","5.7726338099379e-17","5.77280385864209e-17","0.103482804177033","0.248581260054987","20.4414306312794","28.5704676988548","-70.4650486477505","147.615811581215"
"56","Bembidion","73","0.178872265763775","0.429746035749298","19.278213668471","29.4764908120284","-92.6628995950148","189.659132523363","0.0527068212496295","0.276931722211831","0.341223800914262","1.79233241399114","23.4477064417415","24.7615293464557","-76.9117800429279","160.50927437157"
"57","Bembidion","74","0.225628528750989","0.542079337577093","17.711912101788","31.1784175401588","-103.285496494719","210.904326322771","1.08024989005647e-16","1.08031172480781e-16","0.225398787421145","0.541306796846306","18.1488281901775","30.7422782520597","-72.7633709485916","152.212456182897"
"58","Bembidion","76","0.104992306914272","0.252247197036787","19.5326364728506","29.3938266932623","-88.6404331585172","181.614199650368","9.26664744960731e-17","9.26700290946116e-17","0.104514730727697","0.251122425082705","19.6362522511666","29.2949946659604","-73.2900965619","153.265907409514"
"59","Bembidion","77","0.145413322479101","0.349359910721718","19.7849880298606","29.1896452559599","-93.0590278031968","190.451388939727","1.87462877882061e-17","1.87465877531109e-17","0.184541419750559","0.443204081004974","19.0836213680092","29.9223392312756","-47.2922792432696","101.270272772253"
"60","Bembidion","78","0.117695871637129","0.282767865629964","20.8582915182467","27.774978980595","-87.3502643078609","179.033861949055","1.87339299005233e-17","1.87339517704979e-17","0.130687966017237","0.314235842968114","20.6760189528107","27.946850891932","-55.1143041076679","116.91432250105"
"61","Bembidion","79","0.20570516614332","0.494212870631004","18.9881549625742","29.854806712106","-97.9799959198895","200.293325173112","0.00202568823819323","1507.33167530969","0.0128896665612512","9286.18230681861","23.6428684027306","24.7609155796598","-79.5506720697091","165.787058425132"
"62","Bembidion","80","0.097768582361214","0.23489197971785","20.7667523530416","28.1376682572518","-84.9269136490352","174.187160631404","2.65394819086497e-16","2.65413643865721e-16","0.0983699709861468","0.236306135947976","20.8173225069427","28.0882135185933","-69.8770650556383","146.439844396991"
"63","Bembidion","82","0.131996529224208","0.317125657078644","19.7009026551548","29.1530759393437","-89.4956722224431","183.32467777822","2.52718087866305e-17","2.52718919857076e-17","0.126976271694813","0.302437114075261","18.4760958478925","27.6834335495012","-39.560693988648","85.8071022630103"
"64","Bembidion","83","0.0789848557286494","0.189763495788218","20.7655754648572","28.0105954331631","-83.2344592188487","170.802251771031","2.17103843148874e-17","2.17105850214606e-17","0.083231180267845","0.200061686643701","20.3689322413905","27.8986235584019","-50.6281652408931","107.942044767501"
"65","Bembidion","84","0.150634753153761","0.361904553414851","19.2295922173421","29.791549952333","-89.4427672771505","183.218867887634","0.0402476875824353","0.207789732268783","0.26922002941079","1.32143855050856","23.5365035796122","24.887761981123","-76.705116594906","160.095947475526"
"66","Bembidion","85","0.206598472710223","0.496359087603992","16.9169161992686","32.4206618421911","-100.972472346863","206.27827802706","1.20090057001922e-17","1.20093553961998e-17","0.177552827509748","0.426645444562851","17.1554335432431","32.2075479937286","-48.4813662925793","103.648446870873"
"67","Bembidion","87","0.0970364133060301","0.233132921010334","20.3784071738533","28.6545822924135","-86.7555171546688","177.844367642671","1.83219841893217e-17","1.83224995150514e-17","0.0962413950600536","0.231432202811","20.3760435125401","28.6799206718597","-69.334503825994","145.354721937702"
"68","Bembidion","88","0.0857190537274922","0.20594261727733","19.9604739273218","29.1440968753626","-79.8067271207266","163.946787574786","0.0170278989313974","0.105370449348073","0.134383969456078","0.614180217383612","23.4518869171216","25.1361197117218","-74.0382377063152","154.762189698345"
"69","Bembidion","89","0.108528127195857","0.260742110903819","19.6827165670466","29.2903331799829","-86.4385896267784","177.21051258689","2.83331227273838e-17","2.83331560408141e-17","0.115076538134302","0.276550537106453","19.5791115288403","29.3831351429281","-54.4104186102698","115.506551506254"
"70","Bembidion","90","0.206246299769525","0.495512981834028","17.4437535771197","31.5202579709628","-99.4648778087712","203.263088950876","0.0660922965420712","0.398037409259643","0.4136612928581","2.58460521727236","23.4993241522974","24.7355912862208","-77.8018781335027","162.28947055272"
"71","Bembidion","92","0.126705192447338","0.304413043473991","19.6675785283448","29.2378376618662","-89.8214106555424","183.976154644418","6.40662254134069e-17","6.40693811549879e-17","0.125874617747313","0.302433957402753","19.7634074249157","29.1500146190246","-73.546629824901","153.778973935516"
"72","Bembidion","93","0.0833394885465019","0.200225646668083","20.9979147867897","27.9317504839341","-81.9416677186159","168.216668770565","1.87074736054545e-17","1.87076244654128e-17","0.0846370017850247","0.203397172136595","21.0119965073199","27.9444626028581","-64.2769717230473","135.239657731809"
"73","Bembidion","94","0.196575356343873","0.4722782470165","18.094617218679","30.8705621960679","-98.2225038362168","200.778341005767","0.0663839141999601","0.397471984334512","0.404085523515253","2.57442681803434","23.536560908056","24.7355779932803","-77.5227838425387","161.731281970792"
"74","Bembidion","95","0.203673077830736","0.489330732552184","19.3134374378117","29.3553748229972","-101.544383260219","207.42209985377","0.0696846184659208","0.586414550770225","0.417551279363077","3.83384811723921","23.5368649613376","24.7192957468884","-78.8789255637425","164.443565413199"
"75","Bembidion","96","0.0873830554054997","0.209940437091656","20.9828868617588","27.9741507061945","-82.6787204405141","169.690774214362","5.5337675636319e-17","5.53379911834563e-17","0.0921785482703079","0.226450453335001","20.2374248755642","27.528228458029","-66.5370503777425","139.759815041199"
"76","Bembidion","98","0.17691729195515","0.425049151801092","19.3177655886634","29.3159310235432","-103.020316912437","210.373967158207","0.0632506643519994","0.503887523017552","0.366919353642185","3.23984164106301","23.5763719176834","24.7116832508718","-78.694396408023","164.07450710176"
"77","Bembidion","99","0.113216195449425","0.272005338767513","19.4801277182208","29.4270929454554","-90.3508749793029","185.035083291939","2.49987953159877e-17","2.49988247854711e-17","0.108791622999859","0.261438910121335","19.5524777381707","29.3565014036045","-57.1334867878992","120.952687861513"
"78","Bembidion","100","0.162488327173016","0.390383106087154","18.7629011378625","30.3417260946385","-91.3469100261691","187.027153385672","0.0491520023759565","0.246003035590157","0.299354041804532","1.56439057724888","23.536741988131","24.7955982664976","-76.8042949219416","160.294304129598"
"79","Carabidae","1","5.85943609589678","8.61376264736619","2.14273478385397","56.1578466009527","-860.772657773644","1725.60442884778","1.52594758386874e-17","2.24334688813718e-17","2.19158924079941","2.19158947074777","19.171134855807","39.0868562347614","-751.545854380982","1509.21052064315"
"80","Carabidae","2","5.13075156663688","7.54254764823652","5.72511156461927","53.0753273889536","-845.06732597927","1694.19376525903","1.807041119876e-17","1.80712015754245e-17","1.73942521781639","2.55755952632297","9.38412004483749","23.5482161217311","-747.203340072118","1500.52549202542"
"81","Carabidae","3","2.7081051289216","3.98109553916084","12.943137877851","46.3328761741097","-784.717166191116","1573.49344568272","0.0215774002270719","0.0421112770235018","4.438485842941","8.21025273817743","28.9905002055877","33.1400704587476","-740.844133360333","1487.80707860185"
"82","Carabidae","4","2.85190898040327","4.19249680372359","9.81464971276906","48.3415385510544","-795.616321703995","1595.29175670848","0.0221578468124476","0.0603471487619344","4.69240910949025","11.2045338158492","29.1675589348454","32.9019239538295","-745.134757659372","1496.38832719993"
"83","Carabidae","6","2.55792628120734","3.76032251883768","12.9857248031932","45.8652747623635","-774.259322725221","1552.57775875093","0.0201818803898559","0.0408337404753055","4.05307268144702","7.53885025262499","28.9980783321329","33.2003429503058","-733.481047564834","1473.08090701086"
"84","Carabidae","7","3.1912630348825","4.69136989655981","5.26690971816058","53.1186390911425","-796.126958076232","1596.31302945296","0.0253111663774707","0.0875194195920779","5.42698171636089","15.5616200757524","29.629714816833","33.0640325466625","-742.978600523021","1492.07601292723"
"85","Carabidae","8","5.82214505178681","8.55894234073831","4.13132196989552","54.6126123384728","-863.564489249435","1731.18809179936","0.17851970739102","12.5719614553984","31.9199507703473","2230.06895190669","30.2877215604119","32.8165471863209","-758.106978275677","1522.33276843254"
"86","Carabidae","9","2.88230994003394","4.23718824102182","9.18943574172697","49.363534512772","-790.963389352682","1585.98589200586","0.0228704049881868","0.0627418991022364","4.7688736631922","11.2291539927981","29.3913137251866","33.0380062955777","-742.787725764167","1491.69426340952"
"87","Carabidae","10","1.77824513634982","2.6141391589725","14.0651260496034","44.1192854519391","-739.773161144409","1483.60543558931","0.0150950932415404","0.0282783445149395","2.75882431542223","4.75071964867591","27.7401304493057","32.7795902213833","-712.876435832401","1431.87168354599"
"88","Carabidae","11","3.45773824719629","5.08310630311732","4.2785698707174","53.894032536394","-807.875135211393","1619.80938372328","0.0344564391545456","0.125817576581984","6.96986162774658","22.5450678113686","29.9082052864899","33.0592305679339","-747.801542211993","1501.72189630517"
"89","Carabidae","12","2.65913457950625","3.90910546317343","12.3910361352949","47.6866820199793","-776.856250296618","1557.77161389373","0.0202823625129564","0.0393378063329186","4.28407497057117","7.82465760678889","29.3329025251271","33.5888186966582","-735.246495833186","1476.61180354756"
"90","Carabidae","13","1.89699837212976","2.78871439252335","15.0433514840856","43.4995109398093","-747.11151453705","1498.28214237459","0.0149253976757238","0.0276792563622598","2.91413124127889","5.00291806651655","27.8766732758374","32.8928390909457","-718.888867340358","1443.8965465619"
"91","Carabidae","14","2.8904782917179","4.24919613823802","12.3080301461499","47.0604967806863","-790.617762441676","1585.29463818385","0.0225390409877427","0.0462803287138339","4.74028754275538","9.11163548952471","29.037171967418","33.1746608283842","-743.876245143246","1493.87130216768"
"92","Carabidae","16","1.87980634638164","2.76344087749149","13.9384799222261","44.642080457792","-748.339019356308","1500.73715201311","0.014787173204243","0.0282131102557454","2.90905683276508","5.04739599356317","27.6869148054518","32.918878683228","-721.649950017","1449.41871191519"
"93","Carabidae","17","2.51444430932025","3.69640114658479","12.6176542686361","46.3459355390084","-779.715565305097","1563.49024391069","0.0190998170009151","0.0369556981749511","4.07961993882164","7.44149712282827","28.961320479194","33.4376854803943","-740.095939819108","1486.3106915194"
"94","Carabidae","18","1.99807160340184","2.93729870897147","17.0244870331207","42.9978743044432","-755.154930862771","1514.36897502604","0.0165364345115301","0.0316284478829061","3.17767185945279","5.59172606142124","28.1216362255126","33.1161071583738","-725.438666575393","1456.99614503197"
"95","Carabidae","19","2.46319562471264","3.62106205641753","14.4285386337191","45.2492509174379","-771.936696641239","1547.93250658297","0.0197318491900466","0.0390902193191197","3.97985438137672","7.32950805634216","28.7946872753975","32.9162976555327","-733.337257279335","1472.79332643986"
"96","Carabidae","20","2.05787212556692","3.02520952042812","14.7521838988168","44.8516615303787","-754.948581760447","1513.95627682139","0.0163648166206327","0.0309469866893884","3.2409013023593","5.67331180881419","28.8986546545738","33.6180461147139","-723.330454442449","1452.77972076609"
"97","Carabidae","22","3.06686738657987","4.50849998806921","6.63720997295258","50.9034277846206","-788.411837898538","1580.88278909757","0.0231926795413362","0.0694480070962913","4.9818952297851","12.4092004259832","29.3766108040653","33.1164059557449","-737.738627444907","1481.596066771"
"98","Carabidae","24","3.0990826015593","4.55585855396812","6.07448218508723","50.9538119109297","-802.860449020013","1609.78001134052","0.0249518533314852","0.120583298315973","5.22504176546229","20.6909235428417","29.7964463774253","32.9115247247673","-745.993006082837","1498.10482404686"
"99","Carabidae","25","2.14395577562894","3.15175823516039","9.29575874002742","48.3604109026846","-760.998043214641","1526.05519972977","0.0169525878707523","0.0317888584950535","3.37441081790906","5.92066840859816","28.3445721997427","33.1081144608893","-727.481966706301","1461.08274529379"
"100","Carabidae","26","2.52981425047832","3.71899599967849","12.9264092917543","46.9691751421153","-774.168878602725","1552.39687050594","0.0206373480475727","0.0413328910839205","4.15927536594885","7.7634932945267","28.94269628335","33.0991112398779","-733.227176278018","1472.57316443722"
"101","Carabidae","27","3.36967320831107","4.9536447788825","4.74423885617119","53.7733928320167","-804.643340357759","1613.34579401601","0.0297175099715966","0.112512297576835","6.21238684577803","19.9477013531039","29.9080970685439","33.1412873898032","-747.48208858019","1501.08298904157"
"102","Carabidae","29","1.50678439230044","2.21507375222587","13.6405592404907","44.3066183140533","-725.715769264965","1455.49065183042","0.0118747850761973","0.0231402049677702","2.24763530743422","3.83067937990563","27.4791979292342","33.4118828209963","-705.589988613909","1417.29878910901"
"103","Carabidae","31","6.30354359868861","9.26663022236035","-0.785187525046489","59.107233467081","-863.877915844357","1731.81494498921","0.194145385693487","6.14831074234702","35.5938323228705","1085.52463152624","30.2621934229302","32.8767661804981","-757.612614273562","1521.34404042831"
"104","Carabidae","32","2.75860342150897","4.05533117782464","12.6870309762008","46.2028642389942","-786.177763901599","1576.41464110369","0.021780167622534","0.0423184113672295","4.54898710903441","8.42961341596175","28.9739452136684","32.9858465342664","-741.382732457248","1488.88427679568"
"105","Carabidae","33","1.92103691593492","2.8240526038464","13.8765787390368","45.0501356982084","-747.721181367337","1499.50147603517","0.0155621098658578","0.0289573099702277","2.99005975406665","5.16429022578161","27.8769864175429","33.2252427697276","-718.757295822014","1443.63340352522"
"106","Carabidae","34","2.30211076090584","3.38425667300215","14.6968278643141","45.0986459583053","-761.173650755403","1526.4064148113","0.017861954313504","0.034052339947852","3.63877809052093","6.46427903240305","28.3829231978344","32.8730890331186","-725.818232647828","1457.75527717684"
"107","Carabidae","35","1.93710204460339","2.84766938731595","16.5126328621908","42.8763725761811","-749.51840374017","1503.09592078083","0.0164489121176082","0.0314858462341053","3.07730527719491","5.4364711932521","28.2977332266926","33.0181252346761","-719.221206996195","1444.56122587358"
"108","Carabidae","36","2.20139234505859","3.23619385492222","12.806086648055","44.6232620994848","-767.649513504611","1539.35814030972","0.0186955585051652","0.034706016209627","3.61574784752003","6.44799222838683","28.1598940161098","32.5375566395282","-728.431751946695","1462.98231577458"
