NODE	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	
N1	1.65993e-09	1.89371e-06	0.000831747	0.0802795	0.801603	0.116984	0.000299011	7.5619e-08	4.0051e-12	1.27454e-18	3.25689e-21	5.67555e-24	7.13976e-27	6.76528e-30	5.69843e-33	
N2	1.9768e-11	4.28513e-08	3.91145e-05	0.00955232	0.350412	0.610863	0.0290642	6.99428e-05	2.67534e-08	3.09163e-12	1.45645e-16	3.07145e-21	2.94795e-26	5.55449e-31	1.14729e-33	
N3	2.21806e-08	4.44338e-06	0.000520567	0.0242123	0.318372	0.565519	0.0884898	0.00285542	2.57052e-05	8.56844e-08	1.29805e-10	1.03035e-13	4.74421e-17	1.37913e-20	3.93426e-24	
N4	2.42872e-07	2.45325e-05	0.00153662	0.0407825	0.340585	0.525317	0.0884284	0.00328466	4.0609e-05	2.15331e-07	5.77929e-10	8.80358e-13	8.2708e-16	5.13226e-19	3.4251e-22	
POSCAP_Ataenius_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POSCAP_Psammodius_sp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POSCHY_Hybosorus_sp	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N5	6.07332e-12	1.89529e-08	2.3903e-05	0.00751531	0.326618	0.632568	0.033191	8.31323e-05	2.58897e-08	2.12473e-12	6.48834e-17	8.79931e-22	5.8217e-27	2.01232e-32	8.5022e-38	
N6	5.50219e-11	5.5149e-08	2.86155e-05	0.0053321	0.228047	0.741975	0.0245034	0.000113821	1.45614e-07	7.24714e-11	1.72264e-14	2.23045e-18	1.71889e-22	8.39695e-27	3.33724e-31	
N7	2.55045e-15	4.80173e-11	3.47061e-07	0.000658047	0.161993	0.823845	0.0134933	9.61115e-06	1.08822e-09	3.43243e-14	3.9079e-19	1.84415e-24	3.87783e-30	3.381e-35	1.1177e-38	
N8	2.8612e-17	2.15954e-12	5.50129e-08	0.000297031	0.144889	0.840623	0.0141867	4.35241e-06	9.46622e-11	4.68632e-16	7.90916e-22	5.2215e-28	1.38734e-34	1.95837e-41	7.37458e-46	
N9	1.17122e-13	6.26446e-10	1.50066e-06	0.00114681	0.161577	0.820735	0.0165197	1.93038e-05	4.81088e-09	4.15726e-13	1.48707e-17	2.41579e-22	1.82427e-27	5.00212e-33	2.13207e-38	
POSCAP_Aphodius_rufus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N10	2.53554e-12	5.83925e-09	6.39308e-06	0.00232637	0.174577	0.793364	0.0296381	8.83862e-05	5.48202e-08	1.13603e-11	1.01632e-15	4.57819e-20	1.14706e-24	1.70885e-29	1.81505e-34	
N11	6.67937e-09	1.75307e-06	0.000270102	0.0169051	0.295382	0.605689	0.0803698	0.00137555	6.92603e-06	1.45858e-08	1.55992e-11	9.58074e-15	3.67837e-18	9.40686e-22	2.28124e-25	
POSCAP_Aphodius_constans	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POSCAP_Aphodius_ater	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N12	4.51039e-11	3.41032e-08	1.44168e-05	0.00246226	0.119449	0.718324	0.156615	0.0031244	1.07979e-05	1.22169e-08	6.0707e-12	1.56834e-15	2.34955e-19	2.20516e-23	1.73775e-27	
POSCAP_Aphodius_consputus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N13	1.23969e-11	8.34324e-09	3.39892e-06	0.000625858	0.0392133	0.453762	0.46671	0.0393151	0.000369408	9.93804e-07	1.10489e-09	6.19196e-13	1.98208e-16	3.95535e-20	6.99231e-24	
N14	6.32613e-25	1.53949e-19	1.14838e-14	2.77617e-10	2.00977e-06	0.00399836	0.995455	0.000545057	4.9333e-08	1.47906e-12	1.48908e-17	5.22679e-23	5.54786e-29	1.61796e-35	2.61388e-36	
POSCAP_Aphodius_sticticus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POSCAP_Aphodius_prodromus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POSCAP_Aphodius_sphacelatus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N15	6.24235e-16	1.32649e-11	1.18456e-07	0.000302699	0.122526	0.835873	0.0411632	0.000135424	3.00046e-08	1.11849e-12	1.14708e-17	4.10683e-23	5.42361e-29	2.68121e-35	9.90506e-40	
N16	1.38427e-14	7.85183e-11	2.41589e-07	0.000295474	0.0915078	0.759214	0.145317	0.00365615	8.98055e-06	4.65158e-09	5.98133e-13	1.65142e-17	1.2596e-22	5.16634e-27	1.40838e-29	
N17	8.87401e-14	9.27055e-11	6.12483e-08	1.98603e-05	0.00254462	0.087463	0.487573	0.415131	0.00724167	2.69842e-05	3.66411e-08	2.33759e-11	8.14392e-15	1.71389e-18	3.07687e-22	
POSCAP_Aphodius_borealis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N18	7.20134e-17	2.01579e-13	3.50722e-10	3.08604e-07	0.000114278	0.0131127	0.277945	0.698644	0.0101593	2.44826e-05	1.89153e-08	6.35135e-12	1.10483e-15	1.11616e-19	8.68492e-24	
POSCAP_Aphodius_luridus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
POSCAP_Aphodius_depressus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N19	7.38719e-14	1.04304e-10	8.94718e-08	3.59944e-05	0.00525022	0.161636	0.580127	0.238223	0.0146339	9.26941e-05	1.56471e-07	1.04674e-10	3.43324e-14	6.31372e-18	9.45223e-22	
N20	2.83e-14	3.8943e-11	3.341e-08	1.40049e-05	0.00230593	0.100229	0.588912	0.286907	0.0214724	0.000159446	3.20164e-07	2.5566e-10	1.00126e-13	2.19711e-17	3.95271e-21	
POSCAP_Aphodius_erraticus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
POSCAP_Aphodius_moestus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POSCAP_Aphodius_haemorrhoidalis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N21	9.11164e-10	3.30605e-07	7.2081e-05	0.00662764	0.184125	0.749723	0.0586705	0.000777816	3.22604e-06	5.67435e-09	5.06639e-12	2.58191e-15	8.1492e-19	1.6971e-22	3.48103e-26	
POSCAP_Aphodius_vittatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POSCAP_Aphodius_distinctus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N22	1.56411e-13	8.36813e-10	2.05483e-06	0.00154045	0.160141	0.784282	0.053496	0.000537778	1.08701e-06	4.25399e-10	5.44928e-14	2.96588e-18	7.92234e-23	1.13115e-27	1.09091e-32	
N23	1.36056e-12	6.20752e-09	1.14157e-05	0.00495477	0.21547	0.729865	0.0492466	0.000451486	6.76125e-07	2.2786e-10	2.25602e-14	8.78555e-19	1.60833e-23	1.55275e-28	1.63246e-32	
N24	4.94554e-10	6.0186e-07	0.000295969	0.0335479	0.408309	0.54312	0.0146842	4.26484e-05	2.39661e-08	4.33945e-12	3.36805e-16	1.32939e-20	2.97414e-25	4.05388e-30	3.97312e-35	
N25	1.29774e-08	3.56778e-06	0.000534828	0.0290862	0.36543	0.572256	0.032357	0.000331926	1.10376e-06	1.59301e-09	1.18739e-12	5.12642e-16	1.38997e-19	2.51663e-23	4.26509e-27	
POSCAP_Aphodius_coniugatus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POSCAP_Aphodius_foetens	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N26	3.30668e-06	0.000443116	0.0271207	0.402828	0.477089	0.0912056	0.00130583	4.98839e-06	7.73505e-09	6.02033e-12	2.67786e-15	7.43241e-19	1.37149e-22	1.76648e-26	2.11881e-30	
POSCAP_Aphodius_foetidus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POSCAP_Aphodius_fossor	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
