NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
N1	0.170033	0.162804	0.149002	0.130169	0.108419	0.0860168	0.0649582	0.0466716	0.031897	0.0207381	0.0128327	0.0075651	0.00425575	0.0022905	0.00118421	0.00059183	0.000288762	0.000139777	6.89306e-05	3.61814e-05	2.16358e-05	1.61029e-05	
N2	0.176216	0.164094	0.148163	0.128688	0.10694	0.0847803	0.0640305	0.0460361	0.0314978	0.0205077	0.01271	0.00750412	0.00422656	0.00227627	0.00117669	0.000587441	0.00028609	0.000138198	6.80691e-05	3.57337e-05	2.13229e-05	1.56061e-05	
N3	0.178257	0.164363	0.146339	0.125642	0.103895	0.0826456	0.0631746	0.0463596	0.0326327	0.0220195	0.0142377	0.00882098	0.00523836	0.0029846	0.0016345	0.000863249	0.000442297	0.000222256	0.000111805	5.85098e-05	3.40635e-05	2.42887e-05	
N4	0.0852172	0.0828343	0.0817644	0.081347	0.0808348	0.0795266	0.0768889	0.0726418	0.0667915	0.0596081	0.0515541	0.0431854	0.0350485	0.0275956	0.0211338	0.0158107	0.0116325	0.00850215	0.00626434	0.00474698	0.00379267	0.00327864	
POCESP_Tetropium_gabrieli	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCESP_Tetropium_fuscum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N5	0.18093	0.166588	0.14789	0.126422	0.103938	0.0820948	0.0622329	0.0452386	0.0315113	0.021021	0.0134255	0.00820924	0.00480798	0.00270024	0.00145742	0.000759043	0.000384235	0.000191524	9.62219e-05	5.07528e-05	3.0012e-05	2.17038e-05	
N6	0.194059	0.177549	0.155582	0.130347	0.104233	0.0794219	0.0575703	0.0396371	0.0258834	0.0160099	0.00936972	0.00518419	0.00271057	0.00133946	0.000626268	0.000277804	0.000117593	4.80609e-05	1.9419e-05	8.13088e-06	3.86002e-06	2.40667e-06	
N7	0.208197	0.188867	0.162672	0.132801	0.102601	0.0749169	0.0516341	0.0335528	0.0205354	0.0118265	0.00640366	0.00325789	0.00155663	0.000698444	0.000294441	0.000116826	4.38175e-05	1.56965e-05	5.50011e-06	1.98902e-06	8.28765e-07	4.77025e-07	
