NODE	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	
N1	0.302167	0.260471	0.194024	0.12453	0.0684606	0.0320113	0.0126451	0.0041957	0.00116432	0.000269468	5.19476e-05	8.34485e-06	1.11961e-06	1.26077e-07	1.20209e-08	9.85155e-10	7.11523e-11	4.71805e-12	3.13009e-13	4.56324e-17	
POCEDI_Distenia_sp	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N2	0.274891	0.251355	0.197872	0.134263	0.078232	0.0388978	0.0163928	0.00582142	0.0017343	0.000432167	8.99321e-05	1.56219e-05	2.26666e-06	2.75145e-07	2.80162e-08	2.40329e-09	1.75184e-10	1.11147e-11	6.7526e-13	6.62838e-14	
N3	0.258351	0.240887	0.196334	0.139552	0.0860939	0.045852	0.0209748	0.00820676	0.00273793	0.000777231	0.000187535	3.84529e-05	6.70427e-06	9.95342e-07	1.26156e-07	1.37164e-08	1.29302e-09	1.08796e-10	9.05517e-12	1.2282e-12	
N4	0.211369	0.204472	0.179714	0.143819	0.104889	0.0697202	0.0422247	0.0232884	0.0116912	0.00534031	0.00221907	0.000838881	0.000288639	9.05018e-05	2.59339e-05	6.84159e-06	1.69408e-06	4.15125e-07	1.16063e-07	5.14285e-08	
POCESP_Tetropium_gabrieli	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCESP_Tetropium_fuscum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.230306	0.222027	0.192168	0.147762	0.0997676	0.0585616	0.0296603	0.0128952	0.00479657	0.00152354	0.000412888	9.54725e-05	1.88496e-05	3.18206e-06	4.60343e-07	5.73083e-08	6.19978e-09	6.00763e-10	5.8398e-11	9.28866e-12	
N6	0.114527	0.135083	0.159024	0.170144	0.156753	0.121026	0.0772495	0.0404853	0.0173658	0.00609056	0.00174735	0.000410686	7.92568e-05	1.25957e-05	1.65416e-06	1.80304e-07	1.64311e-08	1.27997e-09	9.50325e-11	1.19824e-11	
N7	0.00878397	0.0166141	0.0375438	0.07803	0.134292	0.183813	0.196591	0.162841	0.10398	0.0510776	0.0192996	0.00561737	0.00126305	0.000220288	2.99649e-05	3.20247e-06	2.72079e-07	1.88935e-08	1.20118e-09	1.28314e-10	
N8	0.00568162	0.010476	0.0240887	0.0535058	0.101528	0.156273	0.19089	0.183282	0.137763	0.0809732	0.0372477	0.0134392	0.00381637	0.000856862	0.000153027	2.19303e-05	2.56355e-06	2.54308e-07	2.40014e-08	3.27688e-09	
N9	0.0033173	0.00618707	0.014669	0.0343221	0.0702123	0.119428	0.165371	0.184658	0.165577	0.119061	0.0686932	0.0318644	0.0119214	0.00361238	0.000891038	0.000180065	3.01421e-05	4.31946e-06	6.08829e-07	1.43997e-07	
N10	4.38957e-09	1.50749e-07	5.19003e-06	0.00013186	0.00227016	0.0241093	0.139518	0.366773	0.339308	0.110316	0.0162185	0.00128674	6.18155e-05	1.9453e-06	4.24439e-08	6.70699e-10	7.96911e-12	7.428e-14	5.8543e-16	5.42511e-18	
POCELA_Acalolepta_fraudatrix	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
