POCHCH_Chrysolina_colasi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N21	8.99616e-15	8.32698e-14	1.12818e-12	1.49122e-11	1.83459e-10	2.06095e-09	2.082e-08	1.86721e-07	1.47047e-06	1.00714e-05	5.94625e-05	0.000300083	0.0012838	0.00461841	0.0138617	0.034456	0.0704632	0.117906	0.160797	0.17838	0.161053	0.118834	0.0724597	0.0375947	0.0180183	0.0099021	
POCHCH_Chrysolina_femoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
POCHCH_Chrysolina_affinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N22	1.75049e-05	2.3487e-05	4.20903e-05	8.66879e-05	0.000186385	0.000398763	0.000829905	0.0016612	0.00317762	0.00578454	0.00999169	0.0163396	0.0252537	0.0368379	0.050662	0.0656323	0.0800402	0.0918424	0.0991307	0.100661	0.0962502	0.0868917	0.0745262	0.061547	0.050192	0.0419936	
N23	0.00107406	0.00131606	0.00196922	0.00319129	0.00526377	0.00859073	0.0136655	0.0209769	0.0308416	0.0431821	0.0573207	0.0718931	0.0849816	0.0944929	0.0986962	0.0967367	0.0889163	0.0766188	0.0619071	0.0469541	0.0335263	0.0226835	0.0147453	0.00946584	0.0063048	0.00468558	
POCHCH_Chrysolina_viridana	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N24	0.000190103	0.000801904	0.00441501	0.0200328	0.0670831	0.15624	0.242183	0.244461	0.162281	0.0729623	0.0230256	0.00528137	0.000908452	0.000120419	1.25912e-05	1.05958e-06	7.30116e-08	4.18163e-09	2.01684e-10	8.2863e-12	2.92965e-13	8.99368e-15	2.41646e-16	5.72282e-18	1.20651e-19	2.82238e-21	
POCHCH_Chrysolina_herbacea	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Chrysolina_graminis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N25	3.72152e-09	8.3395e-09	2.95034e-08	1.18084e-07	4.73469e-07	1.82302e-06	6.61771e-06	2.24253e-05	7.05146e-05	0.000204962	0.000549324	0.00135527	0.00307468	0.00641041	0.0122802	0.0216204	0.0350099	0.0522118	0.0718633	0.0915636	0.108454	0.120094	0.125226	0.124035	0.117799	0.108147	
POCHCH_Chrysolina_lucida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCHCH_Chrysolina_coerulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
