NODE	11	12	13	14	15	16	17	
N1	0.989044	0.0109556	2.90948e-33	1.84012e-55	5.1277e-78	9.13718e-69	2.14914e-79	
N2	0.064203	0.935797	8.30342e-23	1.22796e-45	6.04353e-69	1.35501e-92	2.36881e-116	
ADCACI_Omus_californicus	0	1	0	0	0	0	0	
N3	0.0257695	0.974231	1.84882e-23	4.44434e-47	3.1721e-71	9.68482e-96	1.63451e-120	
ADCACI_Amblycheila_baroni	0	1	0	0	0	0	0	
ADCACI_Mantichora_amygdaloides	0	1	0	0	0	0	0	
N4	0.961716	0.0382843	8.837e-25	3.21928e-48	3.97501e-72	1.48503e-96	1.12662e-128	
N5	0.715147	0.284853	5.04314e-22	1.0546e-43	5.16519e-66	9.39621e-89	1.4717e-111	
N6	0.267498	0.732502	2.17596e-11	9.92991e-23	8.27158e-45	2.00064e-67	3.84471e-90	
ADCACI_Megacephala_brasiliensis	0	0	0	1	0	0	0	
ADCACI_Megacephala_sobrina	0	1	0	0	0	0	0	
ADCACI_Megacephala_whelani	0	1	0	0	0	0	0	
N7	0.709252	0.290748	8.80532e-23	1.10809e-45	3.61304e-69	4.71712e-93	3.8891e-117	
N8	0.179749	0.820251	3.3129e-11	1.26844e-32	2.35843e-51	2.20407e-62	3.56685e-83	
N9	0.0362544	0.963746	5.93505e-11	2.96349e-22	1.56547e-34	5.23314e-31	2.01627e-41	
N10	0.00905493	0.990945	6.24578e-11	3.60025e-22	2.28842e-34	3.68511e-58	1.8525e-82	
N11	6.6981e-05	0.0462964	0.348864	0.510481	0.0942916	9.65171e-25	2.77388e-48	
ADCACI_Cicindela_repanda	0	0	0	0	1	0	0	
N12	2.18669e-06	0.00523515	0.132023	0.568037	0.294704	1.40762e-23	1.80354e-46	
ADCACI_Cicindela_dorsalis	0	0	0	0	1	0	0	
ADCACI_Lophyridia_lunulata	0	0	0	0	1	0	0	
N13	0.00229514	0.997705	2.23653e-22	2.62298e-45	3.88057e-69	1.71338e-63	4.75032e-75	
N14	0.00119545	0.998805	2.98938e-22	3.62488e-45	1.03561e-68	1.1435e-92	7.16727e-117	
N15	2.37374e-05	0.999976	2.42814e-11	3.80424e-35	1.32295e-59	1.97457e-69	9.38382e-80	
ADCACI_Prothyma_sp	0	1	0	0	0	0	0	
N16	8.78609e-08	0.0858748	0.914125	3.24994e-25	1.91832e-50	4.10728e-76	2.59675e-110	
ADCACI_Cicindela_sedecimpunctata	0	0	1	0	0	0	0	
ADCACI_Cicindela_aurulenta	0	0	1	0	0	0	0	
ADCACI_Pentacomia_sp	0	1	0	0	0	0	0	
N17	0.000784267	0.999216	3.81158e-22	1.37083e-44	1.28804e-53	3.72971e-65	1.14734e-86	
N18	0.000573601	0.999426	3.76348e-12	2.65576e-24	5.72343e-37	2.57728e-58	3.12523e-80	
ADCACI_Oxycheila_sp	0	1	0	0	0	0	0	
ADCACI_Therates_sp	0	0	0	0	0	1	0	
ADCACI_Cicindela_punctulata	0	1	0	0	0	0	0	
ADCACI_Ctenostoma_sp	0	0	0	0	1	0	0	
ADCACI_Cicindela_hybrida	0	0	1	0	0	0	0	
N19	0.588803	0.411197	1.04292e-23	3.65332e-47	3.88835e-71	1.80019e-95	4.7536e-120	
N20	0.45082	0.54918	1.48589e-22	2.58302e-45	1.11984e-68	1.91206e-92	1.94889e-116	
N21	0.260878	0.739122	7.77901e-12	7.40792e-34	1.60577e-56	1.31989e-79	8.29037e-103	
ADCACI_Myriochile_undulata	0	1	0	0	0	0	0	
ADCACI_Lophyra_sp	0	0	1	0	0	0	0	
N22	0.0935238	0.906476	4.6539e-22	1.41355e-44	1.07486e-67	3.18689e-91	6.24726e-115	
N23	0.0113744	0.988626	9.31168e-12	6.1355e-35	9.05112e-59	5.00811e-83	1.58814e-107	
ADCACI_Cicindela_splendida	0	0	1	0	0	0	0	
ADCACI_Cicindela_sexguttata	0	1	0	0	0	0	0	
ADCACI_Cicindela_tranquebarica	0	1	0	0	0	0	0	
N24	0.416584	0.583416	8.28001e-22	5.07932e-44	7.54581e-67	4.32476e-90	1.82655e-113	
N25	0.0458259	0.954174	4.15423e-11	4.51622e-33	2.95011e-40	2.53882e-51	2.18071e-63	
ADCACI_Cicindela_marutha	0	0	1	0	0	0	0	
N26	0.0332738	0.966726	4.38407e-11	3.74905e-23	1.55294e-46	1.67599e-70	1.94798e-103	
ADCACI_Ellipsoptera_marginata	0	1	0	0	0	0	0	
ADCACI_Taenidia_circumdata	0	0	0	1	0	0	0	
ADCACI_Cylindera_cognata	0	1	0	0	0	0	0	
