NODE	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	0.170809	0.162628	0.148607	0.130295	0.109229	0.0871856	0.0660064	0.0472518	0.0319098	0.0202936	0.0121393	0.00682438	0.00360338	0.00178634	0.000831224	0.000362996	0.000148759	5.72072e-05	2.06452e-05	6.99231e-06	2.2228e-06	6.63317e-07	1.85852e-07	4.89036e-08	1.20883e-08	2.80803e-09	6.13257e-10	1.25991e-10	2.43679e-11	4.44123e-12	7.63775e-13	1.18297e-16	4.64276e-17	1.77662e-17	6.64344e-18	2.43481e-18	8.77977e-19	3.12987e-19	1.1092e-19	3.93081e-20	1.40049e-20	5.03636e-21	1.83187e-21	6.75288e-22	2.55408e-22	1.05836e-22	5.99442e-23	
N2	0.0117334	0.0191915	0.0311901	0.0479765	0.0683214	0.0893156	0.106891	0.117054	0.117338	0.107752	0.0907256	0.0701058	0.0497613	0.0324731	0.019499	0.0107818	0.00549385	0.00258141	0.00111918	0.00044797	0.000165629	5.65951e-05	1.78806e-05	5.22577e-06	1.41345e-06	3.53979e-07	8.21191e-08	1.7656e-08	3.52001e-09	6.51064e-10	1.11781e-10	1.78248e-11	2.64147e-12	3.64001e-13	4.66733e-14	5.57229e-15	6.19872e-16	6.42982e-17	6.22422e-18	5.62851e-19	4.76138e-20	3.77731e-21	2.82618e-22	2.0256e-23	1.45977e-24	1.25174e-25	2.41216e-26	
N3	0.000890568	0.00186295	0.00419317	0.00903053	0.0178817	0.0321377	0.0521914	0.0764562	0.100954	0.120102	0.128704	0.12422	0.107975	0.084526	0.0595973	0.0378523	0.0216607	0.0111707	0.00519337	0.00217742	0.000823646	0.000281223	8.67166e-05	2.41625e-05	6.0875e-06	1.38765e-06	2.86398e-07	5.3559e-08	9.08248e-09	1.39778e-09	1.95388e-10	2.48294e-11	2.87099e-12	3.02342e-13	2.90257e-14	2.5428e-15	2.03485e-16	1.48904e-17	9.97535e-19	6.12545e-20	3.45286e-21	1.79037e-22	8.57221e-24	3.82779e-25	1.6481e-26	7.83884e-28	8.13165e-29	
N4	0.000129906	0.000310599	0.000830297	0.00214999	0.00515161	0.0112325	0.0221194	0.0391869	0.0623177	0.0888353	0.113413	0.129586	0.132453	0.121063	0.0989229	0.072251	0.0471649	0.0275187	0.014352	0.00669197	0.00279046	0.00104097	0.000347564	0.000103921	2.78429e-05	6.68912e-06	1.44213e-06	2.79246e-07	4.86084e-08	7.61369e-09	1.07419e-09	1.36657e-10	1.56938e-11	1.62879e-12	1.5295e-13	1.30109e-14	1.00384e-15	7.03324e-17	4.48054e-18	2.59862e-19	1.37396e-20	6.63288e-22	2.93097e-23	1.19339e-24	4.59576e-26	1.89973e-27	1.69152e-28	
N5	1.87177e-09	1.16544e-08	8.46902e-08	5.71601e-07	3.44275e-06	1.82776e-05	8.50242e-05	0.000345197	0.00121952	0.00373967	0.00993312	0.022811	0.0452162	0.07725	0.113601	0.143627	0.155957	0.145311	0.116088	0.0794715	0.0465982	0.0233955	0.0100565	0.00370108	0.00116647	0.000314954	7.2895e-05	1.44726e-05	2.46713e-06	3.61495e-07	4.55843e-08	4.95379e-09	4.64662e-10	3.76825e-11	2.64682e-12	1.61331e-13	8.55043e-15	3.94861e-16	1.59232e-17	5.61975e-19	1.73989e-20	4.73721e-22	1.13759e-23	2.42054e-25	4.63147e-27	8.73288e-29	3.3528e-30	
N6	2.14256e-08	8.20643e-08	4.04074e-07	1.97555e-06	8.94153e-06	3.67121e-05	0.000135746	0.000450481	0.0013388	0.0035574	0.00843953	0.0178541	0.0336455	0.0564254	0.0841476	0.111521	0.131284	0.13724	0.127382	0.10498	0.0768361	0.0499627	0.0288784	0.0148469	0.00679483	0.00277079	0.00100776	0.000327286	9.50259e-05	2.46977e-05	5.75378e-06	1.2032e-06	2.26166e-07	3.82703e-08	5.83829e-09	8.04185e-10	1.00171e-10	1.13012e-11	1.15675e-12	1.07623e-13	9.12475e-15	7.0806e-16	5.07698e-17	3.44838e-18	2.37236e-19	1.95286e-20	3.02386e-21	
N7	1.91919e-10	9.56678e-10	6.13411e-09	3.84546e-08	2.22914e-07	1.17695e-06	5.62383e-06	2.4227e-05	9.38321e-05	0.000325971	0.00101362	0.00281571	0.00697452	0.0153776	0.0301288	0.0523747	0.0806656	0.109932	0.13242	0.140855	0.13221	0.109451	0.0798942	0.0514202	0.0291848	0.014614	0.00646031	0.00252335	0.000871766	0.00026672	7.23682e-05	1.74398e-05	3.73899e-06	7.14405e-07	1.21873e-07	1.85979e-08	2.54363e-09	3.12419e-10	3.45285e-11	3.44074e-12	3.09794e-13	2.52645e-14	1.8737e-15	1.27737e-16	8.3357e-18	6.16275e-19	1.0075e-19	
ADDYAG_Agabus_bipustulatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	1.27116e-13	1.06369e-12	1.22732e-11	1.36047e-10	1.36172e-09	1.21406e-08	9.59013e-08	6.68708e-07	4.10209e-06	2.20638e-05	0.000103706	0.000424523	0.00150835	0.00463599	0.0122851	0.0279776	0.0545896	0.090999	0.129263	0.156121	0.160034	0.139044	0.102315	0.0637496	0.0336444	0.0150536	0.00571849	0.00184787	0.00050912	0.00011992	2.422e-05	4.20767e-06	6.30861e-07	8.19095e-08	9.24158e-09	9.09239e-10	7.82761e-11	5.91671e-12	3.9399e-13	2.3188e-14	1.21004e-15	5.61617e-17	2.32557e-18	8.62467e-20	2.90056e-21	9.76381e-23	7.22231e-24	
