NODE	13	14	15	16	17	18	
N1	0.0100034	0.989997	6.44015e-33	9.51877e-56	6.22081e-79	7.44421e-72	
N2	0.00170641	0.998294	6.98561e-25	5.60853e-50	8.91801e-56	1.18187e-67	
N3	0.000357951	0.999642	5.2091e-13	1.14818e-36	5.60009e-61	4.45159e-54	
N4	0.000185178	0.999815	1.93313e-24	1.71263e-49	1.90867e-53	2.95133e-65	
POTEPI_Zophosis_sp	0	1	0	0	0	0	
N5	0.000166278	0.999834	3.55566e-25	1.58097e-50	2.08884e-76	2.16698e-78	
N6	3.57781e-05	0.999964	2.96702e-23	1.10041e-46	1.2102e-70	6.90849e-95	
POTEPI_Tentyria_schaumi	0	1	0	0	0	0	
POTEPI_Tentyria_rotundata	0	1	0	0	0	0	
N7	6.31572e-05	0.999937	3.42265e-24	1.465e-48	1.83827e-73	3.78153e-67	
POTETE_Hegeter_politus	0	1	0	0	0	0	
N8	2.87415e-05	0.999971	6.0201e-24	2.64305e-48	2.89887e-73	9.31697e-69	
POTETE_Hegeter_fernandezi	0	1	0	0	0	0	
N9	6.23118e-06	0.999994	3.41809e-13	1.53705e-37	1.52634e-62	1.39741e-56	
N10	2.23675e-06	0.999998	5.23835e-24	1.5614e-48	1.13241e-73	3.36361e-99	
N11	3.48032e-07	1	4.75757e-24	2.82878e-48	5.00409e-73	3.9939e-98	
POTETE_Hegeter_grancanariensis	0	1	0	0	0	0	
POTETE_Hegeter_costipennis	0	1	0	0	0	0	
N12	2.54951e-07	1	1.73965e-24	3.78367e-49	2.42887e-74	4.30719e-69	
POTETE_Hegeter_transversus	0	1	0	0	0	0	
N13	4.2523e-08	1	8.7021e-24	1.50089e-48	5.90232e-74	7.25756e-72	
POTETE_Hegeter_tenuipunctatus	0	1	0	0	0	0	
N14	9.45707e-10	1	2.43401e-12	1.6402e-37	2.43957e-63	1.63235e-89	
POTETE_Hegeter_brevicollis	0	1	0	0	0	0	
POTETE_Hegeter_lateralis	0	0	1	0	0	0	
POTETE_Hegeter_amaroides	0	0	1	0	0	0	
POTEPI_Stenosis_sp	0	0	1	0	0	0	
N15	0.000901957	0.999098	1.1468e-24	9.74838e-50	2.15072e-75	1.29051e-79	
N16	0.000323021	0.999677	2.98756e-13	4.07084e-37	1.12777e-61	3.31549e-56	
POTETE_Tenebrio_molitor	0	0	1	0	0	0	
N17	7.63873e-05	0.999924	2.20694e-13	1.56825e-37	3.52231e-43	5.06627e-54	
POTETE_Palorus_sp	0	0	1	0	0	0	
N18	2.12787e-05	0.999979	9.87428e-24	2.81798e-48	1.16935e-72	2.60408e-40	
N19	8.57466e-06	0.999991	3.62572e-24	7.04509e-49	2.29133e-73	1.82575e-40	
N20	5.53196e-06	0.999994	1.44427e-23	2.60899e-47	1.3807e-71	4.29553e-96	
POTETE_Gonocephalum_sp	0	1	0	0	0	0	
N21	1.37403e-06	0.999999	1.90149e-23	4.52073e-47	3.17662e-71	1.14517e-95	
POTETE_Probaticus_sp	0	1	0	0	0	0	
POTETE_Opatroides_sp	0	1	0	0	0	0	
N22	5.77542e-07	0.999999	1.56408e-12	1.09487e-37	6.05827e-57	5.92308e-38	
N23	2.69756e-07	1	1.11762e-23	3.22592e-48	2.4519e-53	2.51865e-65	
N24	1.97207e-07	1	2.42448e-24	7.34115e-49	6.87981e-74	8.40767e-108	
N25	5.36232e-08	1	9.09114e-24	1.0335e-47	3.46876e-72	5.75625e-97	
POTETE_Tribolium_audax	0	1	0	0	0	0	
POTETE_Tribolium_madens	0	1	0	0	0	0	
POTETE_Tribolium_freemani	0	1	0	0	0	0	
POTETE_Tribolium_castaneum	0	1	0	0	0	0	
N26	2.95274e-07	0.83284	0.167159	2.05018e-25	4.33784e-50	1.56327e-83	
N27	2.42928e-08	0.324742	0.675258	6.9897e-24	1.15913e-47	7.73202e-72	
POTEPI_Erodius_orientalis	0	0	1	0	0	0	
POTETE_Latheticus_oryzae	0	0	1	0	0	0	
