NODE	17	18	19	20	21	22	23	24	25	26	
N1	3.72592e-07	1.4016e-05	0.000164355	0.00114935	0.00575693	0.0221285	0.0670954	0.161504	0.305182	0.437005	
POCHCH_Timarcha_intricata	0	0	0	1	0	0	0	0	0	0	
N2	3.56445e-05	0.000473766	0.00285017	0.0116897	0.0358335	0.0845521	0.155591	0.224993	0.256335	0.227646	
POCHCH_Timarcha_metallica	0	1	0	0	0	0	0	0	0	0	
N3	5.11197e-07	1.91596e-05	0.000320693	0.00315013	0.0190179	0.0712321	0.167485	0.255137	0.268509	0.215129	
N4	0.000171063	0.00222987	0.0121609	0.0414847	0.0980909	0.167518	0.211902	0.204105	0.15697	0.105367	
POCHCH_Timarcha_insparsa	0	1	0	0	0	0	0	0	0	0	
POCHCH_Timarcha_balearica	0	0	0	0	1	0	0	0	0	0	
N5	6.70883e-08	4.97897e-06	0.00013784	0.0019443	0.0150787	0.0661979	0.169137	0.263559	0.272222	0.211719	
N6	5.36184e-08	4.14289e-06	0.000120408	0.00177658	0.0142845	0.064392	0.167487	0.263868	0.274195	0.213873	
N7	5.12776e-06	0.000101953	0.000981362	0.00620249	0.0268386	0.080063	0.165871	0.24303	0.260861	0.216046	
POCHCH_Timarcha_scabripennis	0	0	0	0	0	0	0	1	0	0	
N8	1.11512e-05	0.000264896	0.00272512	0.0164512	0.0621559	0.150275	0.23597	0.246102	0.179612	0.106433	
N9	9.37378e-06	0.00021741	0.002253	0.014074	0.0556523	0.140732	0.229697	0.248123	0.189587	0.119655	
POCHCH_Timarcha_rugosa	0	0	0	0	0	0	0	1	0	0	
POCHCH_Timarcha_espanoli	0	0	0	0	0	1	0	0	0	0	
POCHCH_Timarcha_ventricosa	0	1	0	0	0	0	0	0	0	0	
N10	4.33074e-07	1.73026e-05	0.000313392	0.00329563	0.0207623	0.0785981	0.18078	0.261896	0.258158	0.196179	
