NODE	16	17	18	19	20	
N1	4.00087e-08	0.00141012	0.997605	0.000984687	2.96311e-08	
POLALA_Cryptolestes_sp	0	0	1	0	0	
N2	1.84978e-07	0.00887919	0.984194	0.00692696	9.90817e-08	
N3	8.29704e-05	0.981818	0.0180972	1.87507e-06	2.93881e-11	
POLALU_Luciola_lateralis	0	1	0	0	0	
POLALU_Luciola_cruciata	0	1	0	0	0	
N4	1.84352e-09	0.00051079	0.968091	0.0313979	1.68921e-07	
N5	1.34448e-08	0.000328586	0.996295	0.00337648	2.44641e-07	
POLAPH_Bicellonycha_sp	0	0	1	0	0	
POLAPH_Photuris_sp	0	0	1	0	0	
N6	4.04224e-11	5.88316e-06	0.11821	0.88175	3.34145e-05	
POLALA_Lucidota_sp	0	0	0	1	0	
N7	6.88008e-15	7.72661e-09	0.00193977	0.998046	1.45011e-05	
N8	4.40133e-18	2.7419e-11	1.96948e-05	0.999973	7.0608e-06	
POLALA_Photinus_australis	0	0	0	1	0	
N9	1.44258e-18	7.3409e-12	8.40415e-06	0.999986	5.87234e-06	
N10	7.62267e-20	7.5937e-13	2.46736e-06	0.999995	2.47594e-06	
POLALA_Ellychnia_corrusca	0	0	0	1	0	
POLALA_Ellychnia_californica	0	0	0	1	0	
POLALA_Photinus_pyralis	0	0	0	1	0	
N11	2.06269e-15	1.46617e-09	0.000250357	0.999723	2.62699e-05	
POLALA_Aspisoma_sp	0	0	0	1	0	
N12	2.1059e-16	1.6264e-10	3.6977e-05	0.999933	3.01914e-05	
POLALA_Pyractomena_borealis	0	0	0	1	0	
POLALA_Pyractomena_angulata	0	0	0	1	0	
