NODE	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
N1	8.28298e-09	3.48104e-07	4.64982e-06	3.58307e-05	0.000194358	0.000811473	0.00273295	0.00763853	0.018072	0.0367646	0.0652064	0.102168	0.143273	0.182118	0.212248	0.228732	
POCHCH_Cyrtonus_elegans	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
N2	3.4926e-08	7.56336e-07	7.45285e-06	4.88296e-05	0.000240504	0.000943275	0.00304276	0.00824462	0.0190631	0.0381158	0.0667192	0.103492	0.144015	0.181934	0.210609	0.223524	
N3	2.14056e-05	0.000203863	0.000865901	0.002623	0.00645497	0.0135954	0.0251586	0.0415533	0.0619365	0.0840801	0.10489	0.121438	0.131992	0.136473	0.136118	0.132596	
N4	0.000606289	0.00477686	0.0154356	0.0338776	0.0588814	0.0864553	0.1107	0.12576	0.128088	0.117856	0.0987067	0.0760474	0.0548887	0.0383752	0.0275349	0.0220105	
POCHCH_Cyrtonus_rotundatus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_majoricensis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N5	0.000448444	0.0035999	0.0119748	0.0272638	0.0493971	0.0757885	0.101446	0.120367	0.127824	0.122376	0.106407	0.0848959	0.0632247	0.0453343	0.0330568	0.0265964	
N6	0.000300659	0.00266881	0.0102036	0.0269596	0.0558137	0.0945856	0.133535	0.158373	0.158632	0.134864	0.0979413	0.0613642	0.0337869	0.0170189	0.00861929	0.00533339	
POCHCH_Cyrtonus_dufouri	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_cupreovirens	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
N7	0.00225451	0.0167795	0.0492655	0.0944265	0.13771	0.163082	0.162074	0.137757	0.101384	0.0652048	0.0369464	0.0186142	0.00846475	0.00359699	0.00156749	0.00087302	
POCHCH_Cyrtonus_ruficornis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_cylindricus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N8	1.26569e-06	1.35152e-05	6.82005e-05	0.000255968	0.000803687	0.00220298	0.00537351	0.0117824	0.0233684	0.0421011	0.0691164	0.103632	0.142139	0.178473	0.205123	0.215546	
N9	3.25982e-06	3.12059e-05	0.000136818	0.000445314	0.00122933	0.00302091	0.00673954	0.0137681	0.0258549	0.0447069	0.0712244	0.104543	0.141307	0.175734	0.200813	0.210442	
POCHCH_Cyrtonus_puncticeps	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
N10	5.38177e-07	5.83871e-06	3.05795e-05	0.000121929	0.000414423	0.00124448	0.00334357	0.00807609	0.0175734	0.0344873	0.0610876	0.0977292	0.141283	0.1846	0.21791	0.232092	
N11	2.82341e-11	9.62607e-10	1.96269e-08	3.07231e-07	3.83054e-06	3.81002e-05	0.000299406	0.00183175	0.00857439	0.0301503	0.0782798	0.148232	0.204645	0.211161	0.175976	0.140808	
POCHCH_Cyrtonus_arcasi	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_pardoi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N12	1.16105e-09	2.10754e-08	2.14278e-07	1.72162e-06	1.16062e-05	6.64603e-05	0.000323615	0.00133733	0.00467859	0.0138297	0.0345142	0.0727868	0.130066	0.197799	0.257284	0.287301	
POCHCH_Cyrtonus_contractus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCHCH_Cyrtonus_fairmairei	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_plumbeus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
