NODE	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
N1	0.355591	0.287216	0.188963	0.101591	0.0446312	0.0159934	0.00466258	0.00110288	0.000211173	3.26751e-05	4.08171e-06	4.11544e-07	3.35077e-08	2.20552e-09	1.17555e-10	5.0847e-12	1.78933e-13	1.68303e-17	2.58022e-18	3.58505e-19	4.52308e-20	5.19253e-21	5.43701e-22	5.20732e-23	4.57912e-24	3.72451e-25	2.91573e-26	3.26386e-27	
N2	0.307948	0.270523	0.197076	0.120468	0.0622297	0.027267	0.0101542	0.00321801	0.000868983	0.000200246	3.94499e-05	6.65913e-06	9.65576e-07	1.20611e-07	1.30182e-08	1.2181e-09	9.91398e-11	7.04264e-12	4.38166e-13	2.39581e-14	1.1554e-15	4.9349e-17	1.87723e-18	6.41447e-20	1.99687e-21	5.80682e-23	1.67411e-24	6.76703e-26	
POCHCA_Agroiconota_propinqua	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N3	0.258982	0.241061	0.195317	0.138136	0.0853444	0.0460491	0.0216827	0.00890185	0.00318424	0.000991953	0.000269076	6.35684e-05	1.30861e-05	2.34928e-06	3.68194e-07	5.04436e-08	6.05031e-09	6.36387e-10	5.88071e-11	4.78349e-12	3.43203e-13	2.17653e-14	1.22271e-15	6.09848e-17	2.70884e-18	1.0821e-19	4.1816e-21	2.83775e-22	
N4	0.192174	0.192562	0.178625	0.151485	0.115829	0.0788762	0.0473734	0.0249167	0.0114197	0.00454581	0.00156861	0.000468773	0.000121308	2.71956e-05	5.28686e-06	8.92395e-07	1.31001e-07	1.6755e-08	1.87086e-09	1.82767e-10	1.56568e-11	1.17895e-12	7.82426e-14	4.59317e-15	2.4018e-16	1.14197e-17	5.37964e-19	4.20652e-20	
N5	0.17096	0.176126	0.171296	0.153846	0.124894	0.0901003	0.0570571	0.0314521	0.0150088	0.00617855	0.00218975	0.00066751	0.000174991	3.94705e-05	7.66725e-06	1.28438e-06	1.85841e-07	2.32698e-08	2.5266e-09	2.38414e-10	1.95972e-11	1.40672e-12	8.84335e-14	4.88792e-15	2.39351e-16	1.06047e-17	4.60871e-19	3.24122e-20	
N6	0.168047	0.173779	0.170237	0.154357	0.126558	0.0920369	0.0585111	0.0321833	0.0152083	0.00614629	0.00211879	0.000622298	0.000155716	3.32242e-05	6.05375e-06	9.43901e-07	1.26244e-07	1.45231e-08	1.44122e-09	1.23755e-10	9.22401e-12	5.98708e-13	3.39577e-14	1.68994e-15	7.43017e-17	2.94112e-18	1.13479e-19	7.1304e-21	
POCHCR_Pachybrachis_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N7	0.133721	0.148789	0.162249	0.163246	0.145094	0.110832	0.0715048	0.0385223	0.0171991	0.00633264	0.00191733	0.000476733	9.73403e-05	1.63367e-05	2.25765e-06	2.57518e-07	2.43149e-08	1.90669e-09	1.24617e-10	6.81402e-12	3.12941e-13	1.21198e-14	3.97434e-16	1.108e-17	2.63724e-19	5.39308e-21	9.87216e-23	2.8265e-24	
N8	0.160476	0.169039	0.170542	0.159283	0.133069	0.096658	0.0597896	0.0310557	0.0134263	0.0048073	0.00142235	0.000347657	7.02811e-05	1.17766e-05	1.64047e-06	1.90636e-07	1.85526e-08	1.51833e-09	1.04943e-10	6.15291e-12	3.07371e-13	1.31407e-14	4.82877e-16	1.53176e-17	4.21311e-19	1.01224e-20	2.23123e-22	7.99179e-24	
N9	0.126576	0.145191	0.165412	0.172232	0.154187	0.114493	0.0692254	0.0338025	0.0133005	0.00422287	0.00108571	0.000227149	3.8895e-05	5.48463e-06	6.40995e-07	6.24903e-08	5.11432e-09	3.53572e-10	2.07729e-11	1.04317e-12	4.50255e-14	1.67919e-15	5.43837e-17	1.53691e-18	3.80813e-20	8.33329e-22	1.68713e-23	5.57797e-25	
POCHCL_Coptocephala_sp	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
