NODE	17	18	19	20	
N1	0.00509965	0.9949	2.27281e-31	1.47204e-52	
POLALA_Cryptolestes_sp	0	1	0	0	
N2	4.12423e-05	0.999959	8.4127e-23	1.3904e-46	
N3	3.53776e-06	0.999996	1.36875e-11	1.36851e-34	
POLALU_Luciola_lateralis	0	1	0	0	
POLALU_Luciola_cruciata	0	0	1	0	
N4	7.76541e-06	0.999992	1.04515e-24	1.42574e-49	
N5	7.91599e-07	0.999999	2.58829e-23	9.22092e-47	
POLAPH_Bicellonycha_sp	0	1	0	0	
POLAPH_Photuris_sp	0	1	0	0	
N6	1.25738e-06	0.999999	4.43217e-24	2.64265e-48	
POLALA_Lucidota_sp	0	1	0	0	
N7	5.66361e-08	1	9.0779e-24	2.50149e-48	
N8	1.32272e-09	1	2.54565e-12	1.90008e-36	
N9	8.36649e-11	1	3.06202e-23	1.02394e-47	
POLALA_Photinus_pyralis	0	1	0	0	
N10	1.32783e-12	1	4.8035e-25	2.95738e-50	
POLALA_Ellychnia_corrusca	0	1	0	0	
POLALA_Ellychnia_californica	0	1	0	0	
POLALA_Photinus_australis	0	0	1	0	
N11	1.41327e-08	1	6.19544e-24	5.14419e-48	
POLALA_Aspisoma_sp	0	1	0	0	
N12	5.57566e-11	1	8.0615e-25	8.45136e-50	
POLALA_Pyractomena_borealis	0	1	0	0	
POLALA_Pyractomena_angulata	0	1	0	0	
