NODE	16	17	18	19	20	21	
N1	3.06931e-06	0.00698568	0.993011	8.30055e-31	1.59787e-51	1.62195e-72	
POLALA_Cryptolestes_sp	0	0	1	0	0	0	
N2	1.10288e-09	0.000193826	0.999806	7.42042e-22	2.50425e-44	1.63625e-40	
N3	6.08272e-11	6.26653e-05	0.999937	5.25774e-22	3.45764e-44	7.72075e-67	
POLALU_Luciola_lateralis	0	0	1	0	0	0	
POLALU_Luciola_cruciata	0	0	1	0	0	0	
N4	2.82806e-11	3.82854e-05	0.999962	3.04982e-12	1.40339e-35	4.49444e-47	
N5	5.59923e-14	9.71211e-07	0.222485	0.777514	1.60471e-22	6.43201e-45	
POLAPH_Bicellonycha_sp	0	0	0	1	0	0	
POLAPH_Photuris_sp	0	0	0	1	0	0	
N6	1.31976e-13	3.69862e-06	0.999996	1.32878e-22	1.31281e-44	1.76857e-53	
POLALA_Lucidota_sp	0	0	1	0	0	0	
N7	4.67045e-16	3.30285e-07	1	2.60935e-22	2.20462e-43	1.92262e-41	
N8	2.36713e-18	2.87338e-08	1	7.98016e-11	2.10152e-33	2.0721e-46	
POLALA_Photinus_australis	0	0	0	1	0	0	
N9	3.58266e-21	1.36689e-09	1	8.60863e-11	1.51293e-33	2.21804e-46	
N10	5.2031e-25	2.08495e-11	1	4.15512e-22	6.36999e-46	2.37991e-70	
POLALA_Ellychnia_corrusca	0	0	1	0	0	0	
POLALA_Ellychnia_californica	0	0	1	0	0	0	
POLALA_Photinus_pyralis	0	0	0	1	0	0	
N11	5.89281e-17	1.56658e-07	1	3.77715e-23	1.78303e-46	4.90896e-58	
POLALA_Aspisoma_sp	0	0	1	0	0	0	
N12	3.19828e-19	1.62444e-08	1	9.26371e-23	1.07331e-45	3.93097e-69	
POLALA_Pyractomena_borealis	0	0	1	0	0	0	
POLALA_Pyractomena_angulata	0	0	1	0	0	0	
