NODE	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	
N1	3.14733e-17	4.86154e-17	9.52886e-17	2.46868e-13	1.09777e-12	4.7603e-12	1.99397e-11	8.04543e-11	3.12356e-10	1.16609e-09	4.18344e-09	1.44142e-08	4.76651e-08	1.51159e-07	4.59335e-07	1.33628e-06	3.7182e-06	9.88592e-06	2.5092e-05	6.07401e-05	0.000140103	0.000307664	0.000642728	0.00127642	0.0024083	0.00431484	0.00733827	0.011844	0.0181406	0.0263705	0.0363978	0.0477358	0.0595572	0.0708113	0.0804327	0.0875854	0.0918636	0.0933814	0.0927263	0.0908039	0.0886373	0.0871824	
N2	1.60517e-14	3.2064e-14	1.08808e-13	4.46747e-13	1.93942e-12	8.47687e-12	3.64824e-11	1.52663e-10	6.16265e-10	2.38773e-09	8.85026e-09	3.13127e-08	1.05588e-07	3.38967e-07	1.03509e-06	3.00459e-06	8.2857e-06	2.16972e-05	5.39294e-05	0.000127187	0.00028453	0.000603633	0.00121424	0.00231564	0.00418665	0.00717655	0.0116653	0.0179861	0.0263168	0.0365638	0.0482765	0.0606324	0.0725165	0.0826888	0.0900009	0.0936083	0.0931299	0.0887229	0.081057	0.0711786	0.0602749	0.0493845	
N3	3.73929e-14	9.10323e-14	3.67227e-13	1.66518e-12	7.61067e-12	3.41496e-11	1.49189e-10	6.3146e-10	2.57836e-09	1.0115e-08	3.79841e-08	1.36091e-07	4.63913e-07	1.5011e-06	4.60164e-06	1.33431e-05	3.65497e-05	9.44779e-05	0.000230262	0.000528748	0.00114329	0.00232672	0.0044549	0.00802239	0.0135842	0.021624	0.0323555	0.0454998	0.0601287	0.0746678	0.0871266	0.0955313	0.0984408	0.0953638	0.0869123	0.0746258	0.0605344	0.0466289	0.0344253	0.0247502	0.0177677	0.0131753	
N4	3.77924e-05	4.21396e-05	6.08435e-05	0.000100841	0.000177574	0.000318944	0.000571353	0.0010074	0.00173412	0.00289947	0.00469352	0.00733979	0.0110721	0.0160944	0.0225259	0.0303377	0.0392971	0.0489373	0.0585696	0.0673489	0.0743889	0.0789066	0.0803654	0.0785797	0.0737537	0.0664425	0.0574462	0.0476651	0.0379526	0.0289976	0.0212589	0.0149542	0.0100928	0.00653571	0.00406145	0.00242339	0.00139066	0.000770642	0.000416468	0.000224406	0.000126206	8.02254e-05	
ADDYDY_Cybister_sugillatus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.000147363	0.00015064	0.000195406	0.000300614	0.000509117	0.000898074	0.00159381	0.00278777	0.00474689	0.00780771	0.0123419	0.0186838	0.0270213	0.0372685	0.0489581	0.0612006	0.0727531	0.0822067	0.0882632	0.0900268	0.0872211	0.080259	0.0701415	0.05822	0.0458991	0.0343721	0.0244527	0.0165283	0.0106167	0.00648206	0.00376288	0.00207767	0.00109169	0.000546249	0.000260551	0.00011866	5.17407e-05	2.17188e-05	8.88059e-06	3.63638e-06	1.5915e-06	8.52179e-07	
N6	6.04741e-09	1.5176e-08	6.31082e-08	2.92444e-07	1.33967e-06	5.82758e-06	2.35881e-05	8.76794e-05	0.000296567	0.000906852	0.00249507	0.00615492	0.0135761	0.026719	0.0468424	0.0730607	0.101289	0.124745	0.136447	0.13256	0.114428	0.0878214	0.0599826	0.0365017	0.0198185	0.00961576	0.00417654	0.00162701	0.000569601	0.000179585	5.11013e-05	1.3153e-05	3.06944e-06	6.51022e-07	1.25831e-07	2.22306e-08	3.60332e-09	5.38529e-10	7.47781e-11	9.79854e-12	1.28376e-12	2.33408e-13	
ADDYDY_Cybister_lateralimarginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYDY_Cybister_japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
