NODE	40	41	42	43	44	45	46	47	48	49	
N1	6.84869e-06	0.000157828	0.00126161	0.00613354	0.0211695	0.0556272	0.115902	0.196618	0.276548	0.326576	
POCHCH_Cyrtonus_plumbeus	0	0	0	0	0	0	0	0	1	0	
N2	2.09932e-05	0.000289469	0.00182617	0.00769327	0.0241031	0.0592025	0.117809	0.194412	0.270953	0.32369	
N3	3.24214e-05	0.000403595	0.00229006	0.00886229	0.0261152	0.0615193	0.119196	0.193743	0.268159	0.319679	
N4	9.61642e-05	0.000963972	0.00437923	0.0139786	0.0351282	0.0727939	0.127687	0.193034	0.254918	0.297021	
N5	0.000208421	0.00192531	0.00777074	0.0216794	0.0476127	0.0871322	0.13731	0.190655	0.23735	0.268356	
N6	0.000777368	0.00604349	0.0194951	0.0430113	0.0754946	0.112678	0.14868	0.178629	0.200483	0.214707	
POCHCH_Cyrtonus_dufouri	0	0	0	0	0	0	1	0	0	0	
POCHCH_Cyrtonus_cupreovirens	0	0	0	0	1	0	0	0	0	0	
N7	0.00640095	0.0501027	0.145922	0.241963	0.254594	0.177628	0.0847119	0.0287445	0.00762191	0.00231159	
POCHCH_Cyrtonus_cylindricus	0	0	0	0	0	1	0	0	0	0	
POCHCH_Cyrtonus_ruficornis	0	1	0	0	0	0	0	0	0	0	
N8	0.000316546	0.00262459	0.00938348	0.0236916	0.0487113	0.0862116	0.134681	0.188115	0.23668	0.269585	
POCHCH_Cyrtonus_rotundatus	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_majoricensis	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_elegans	0	0	0	0	0	0	0	1	0	0	
N9	0.0026598	0.0198176	0.0587087	0.112346	0.159591	0.178576	0.16388	0.129624	0.0964354	0.0783604	
POCHCH_Cyrtonus_puncticeps	0	0	0	0	1	0	0	0	0	0	
N10	0.00150313	0.0166061	0.0714919	0.172682	0.255163	0.239732	0.148349	0.063924	0.0218228	0.00872687	
N11	0.000556113	0.00718125	0.0401217	0.129911	0.248907	0.279588	0.185284	0.076418	0.0233137	0.00871892	
POCHCH_Cyrtonus_contractus	0	0	0	0	0	1	0	0	0	0	
POCHCH_Cyrtonus_fairmairei	0	0	0	0	0	1	0	0	0	0	
N12	0.00247352	0.0253534	0.098248	0.209769	0.270389	0.218902	0.115421	0.0422308	0.012538	0.00467564	
POCHCH_Cyrtonus_pardoi	0	1	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_arcasi	0	0	0	0	0	1	0	0	0	0	
