NODE	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	
N1	2.67365e-13	3.7551e-12	7.59457e-11	1.44342e-09	2.3678e-08	3.22289e-07	3.56057e-06	3.15088e-05	0.000221428	0.00122804	0.00534885	0.0182238	0.0484065	0.0999703	0.16018	0.198811	0.190964	0.141904	0.0815998	0.0363427	0.0125551	0.00337117	0.000705354	0.000115349	1.47947e-05	1.49395e-06	1.19263e-07	7.56003e-09	3.82287e-10	1.54946e-11	5.05887e-13	3.64468e-17	5.34799e-18	7.10732e-19	8.6021e-20	9.58321e-21	1.0061e-21	1.04966e-22	1.34526e-23	
N2	6.61742e-06	1.2688e-05	3.27723e-05	9.23273e-05	0.000257182	0.00067971	0.00167387	0.00380791	0.00796631	0.0152871	0.0268662	0.0431969	0.0634968	0.0852867	0.104635	0.117226	0.119907	0.111969	0.0954498	0.0742851	0.0527873	0.0342563	0.0203069	0.0109997	0.0054464	0.00246617	0.00102172	0.000387504	0.000134621	4.28676e-05	1.25209e-05	3.35735e-06	8.27377e-07	1.87768e-07	3.94351e-08	7.78019e-09	1.51469e-09	3.40096e-10	1.30349e-10	
N3	1.83248e-07	4.32871e-07	1.45743e-06	5.36492e-06	1.93969e-05	6.59749e-05	0.000207284	0.000596663	0.00156723	0.00374835	0.00815213	0.0161074	0.0288935	0.0470278	0.0694217	0.0929106	0.112705	0.123893	0.1234	0.11136	0.091054	0.0674624	0.0452991	0.0275731	0.0152189	0.00761998	0.00346257	0.00142878	0.000535757	0.000182725	5.67535e-05	1.60818e-05	4.16914e-06	9.93484e-07	2.19424e-07	4.56519e-08	9.29461e-09	2.07919e-09	7.40772e-10	
POCUBR_Notaris_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	4.87588e-08	1.21132e-07	4.56587e-07	1.91366e-06	7.81501e-06	2.96789e-05	0.000103117	0.000325738	0.000932897	0.00241849	0.00566943	0.012008	0.0229642	0.0396315	0.0616934	0.0865922	0.109554	0.124908	0.12832	0.118772	0.0990476	0.0744252	0.0503973	0.0307613	0.0169295	0.00840398	0.00376465	0.00152262	0.000556347	0.000183777	5.49259e-05	1.48676e-05	3.64987e-06	8.14567e-07	1.66166e-07	3.14617e-08	5.80418e-09	1.21748e-09	4.36788e-10	
N5	1.63853e-09	5.21349e-09	2.58893e-08	1.38565e-07	7.0718e-07	3.31829e-06	1.41493e-05	5.4577e-05	0.000189968	0.000595649	0.00167998	0.00425635	0.00967519	0.0197096	0.0359456	0.0586366	0.0854885	0.111322	0.129411	0.134254	0.124271	0.102631	0.0756345	0.0497529	0.0292261	0.0153405	0.00720031	0.00302473	0.00113837	0.000384263	0.000116481	3.17504e-05	7.79462e-06	1.72719e-06	3.46965e-07	6.39987e-08	1.13329e-08	2.25064e-09	7.72768e-10	
N6	4.95123e-32	6.69166e-30	1.06493e-27	1.59338e-25	2.1435e-23	2.53391e-21	2.5967e-19	2.28308e-17	1.70551e-15	1.0713e-13	5.59305e-12	2.39464e-10	8.27684e-09	2.26677e-07	4.80905e-06	7.68755e-05	0.000894525	0.00725415	0.0388304	0.128775	0.250525	0.285712	0.192018	0.0756581	0.0174909	0.00250593	0.000237075	1.56387e-05	7.51349e-07	2.72175e-08	7.64365e-10	1.70244e-11	3.06483e-13	4.53362e-15	5.59667e-17	5.87067e-19	5.38784e-21	4.60519e-23	4.99537e-25	
POCUDR_Sphenophorus_sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
POCUDR_Metamasius_hemipterus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
