NODE	16	17	18	19	20	
N1	0.00837002	0.99163	3.99746e-31	3.68907e-52	1.78737e-73	
POLALA_Cryptolestes_sp	0	1	0	0	0	
N2	8.78894e-05	0.999912	3.70714e-20	1.25734e-43	3.14105e-55	
N3	2.04442e-05	0.99998	6.72681e-23	5.65663e-46	1.54698e-69	
POLALU_Luciola_lateralis	0	1	0	0	0	
POLALU_Luciola_cruciata	0	1	0	0	0	
N4	5.82296e-06	0.999994	2.56953e-10	2.68271e-34	1.43281e-45	
N5	7.76239e-08	0.162153	0.837846	2.03729e-23	9.13468e-47	
POLAPH_Bicellonycha_sp	0	0	1	0	0	
POLAPH_Photuris_sp	0	0	1	0	0	
N6	4.6922e-07	1	2.89331e-10	8.37767e-34	6.69891e-57	
POLALA_Lucidota_sp	0	1	0	0	0	
N7	1.02451e-09	0.0666937	0.933306	8.47066e-25	6.99196e-46	
N8	1.29869e-11	0.0105625	0.989437	6.4151e-24	5.70033e-47	
N9	1.87716e-14	0.000567395	0.999433	5.26532e-24	4.96529e-48	
POLALA_Photinus_pyralis	0	0	1	0	0	
N10	1.17097e-18	6.31868e-06	0.999994	8.15746e-25	8.55565e-50	
POLALA_Ellychnia_corrusca	0	0	1	0	0	
POLALA_Ellychnia_californica	0	0	1	0	0	
POLALA_Photinus_australis	0	0	1	0	0	
N11	7.21179e-12	0.0078806	0.992119	1.34025e-23	2.48266e-47	
POLALA_Aspisoma_sp	0	0	1	0	0	
N12	7.49997e-17	3.59369e-05	0.999964	1.00283e-24	1.30762e-49	
POLALA_Pyractomena_borealis	0	0	1	0	0	
POLALA_Pyractomena_angulata	0	0	1	0	0	
