NODE	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
N1	1.47304e-05	0.000187468	0.000778276	0.00207016	0.00434176	0.00784928	0.0127965	0.0192954	0.0273295	0.0367311	0.0471838	0.0582491	0.0694148	0.0801525	0.0899741	0.0984779	0.105377	0.11051	0.113838	0.115428	
N2	4.29239e-05	0.000324863	0.00104594	0.00238072	0.00448509	0.00749271	0.0115055	0.0165826	0.0227338	0.0299205	0.0380679	0.047088	0.05691	0.0675155	0.0789701	0.0914476	0.10524	0.120754	0.138489	0.159003	
N3	5.52419e-09	7.27189e-08	5.04148e-07	2.72827e-06	1.25516e-05	5.04439e-05	0.000179119	0.00056509	0.00158871	0.00398776	0.00895018	0.0179944	0.0324951	0.0529329	0.0783011	0.106254	0.134203	0.160815	0.186871	0.214797	
POCHCH_Cyrtonus_rotundatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
POCHCH_Cyrtonus_majoricensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N4	4.014e-05	0.000314015	0.00106233	0.00256571	0.00514412	0.00911865	0.0147428	0.0221184	0.0311188	0.0413499	0.0521715	0.0627927	0.0724311	0.0805056	0.0868189	0.0916846	0.0959667	0.101023	0.108566	0.120465	
N5	0.00022544	0.00173745	0.00572857	0.0133189	0.0253297	0.0418331	0.0616783	0.0823052	0.100126	0.111498	0.113962	0.107147	0.0929044	0.0745726	0.0557869	0.0393961	0.0269214	0.0186403	0.0141017	0.0127871	
POCHCH_Cyrtonus_dufouri	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
POCHCH_Cyrtonus_cupreovirens	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
N6	4.8885e-06	4.10798e-05	0.000155261	0.000431418	0.00101467	0.00213278	0.00410522	0.00732585	0.0122091	0.0191025	0.0281898	0.039422	0.0525187	0.0670553	0.0826189	0.0989794	0.116214	0.134738	0.155234	0.178507	
POCHCH_Cyrtonus_ruficornis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCHCH_Cyrtonus_cylindricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N7	3.07254e-05	0.000235234	0.000771265	0.00179737	0.00348023	0.00598984	0.00948568	0.0140985	0.0199136	0.0269609	0.0352175	0.0446233	0.0551096	0.0666351	0.0792232	0.092992	0.108171	0.125098	0.144202	0.165965	
POCHCH_Cyrtonus_elegans	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
N8	1.59938e-05	0.000123836	0.000413703	0.000989598	0.00198083	0.00354777	0.0058818	0.00919931	0.0137303	0.019703	0.0273276	0.0367817	0.0482003	0.0616726	0.0772454	0.0949307	0.114718	0.136582	0.160501	0.186455	
N9	6.75935e-06	5.42699e-05	0.000191762	0.000492251	0.00106683	0.00207688	0.0037419	0.00633955	0.0101946	0.0156557	0.0230619	0.0327057	0.0447999	0.0594576	0.0766889	0.096414	0.118488	0.142727	0.168932	0.196905	
POCHCH_Cyrtonus_puncticeps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
N10	1.67597e-10	2.92673e-09	2.85205e-08	2.18358e-07	1.40727e-06	7.80165e-06	3.75145e-05	0.000156947	0.000571672	0.0018124	0.0049991	0.0119983	0.0250944	0.045906	0.0739773	0.10629	0.138685	0.168513	0.196386	0.225563	
N11	3.55973e-24	7.98051e-22	1.24753e-19	1.57496e-17	1.63681e-15	1.39392e-13	9.61211e-12	5.28346e-10	2.27091e-08	7.45572e-07	1.81622e-05	0.000316406	0.00375792	0.0285498	0.127268	0.296988	0.321672	0.162987	0.0460764	0.0123649	
POCHCH_Cyrtonus_arcasi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
POCHCH_Cyrtonus_pardoi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
N12	4.74412e-15	1.75716e-13	4.26703e-12	8.51659e-11	1.43112e-09	2.02311e-08	2.39266e-07	2.35105e-06	1.90506e-05	0.000126314	0.000680039	0.00295107	0.0102584	0.0284441	0.0628561	0.111234	0.159944	0.192998	0.208281	0.222206	
POCHCH_Cyrtonus_contractus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
POCHCH_Cyrtonus_fairmairei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
POCHCH_Cyrtonus_plumbeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
