NODE	17	18	19	20	21	22	23	24	25	
N1	2.49655e-07	1.24716e-05	0.000187166	0.00160802	0.00946381	0.0406995	0.130444	0.308214	0.50937	
POCHCH_Timarcha_intricata	0	1	0	0	0	0	0	0	0	
N2	6.63919e-05	0.000963945	0.00615135	0.0254817	0.0743201	0.156392	0.240329	0.271839	0.224457	
POCHCH_Timarcha_metallica	0	0	0	1	0	0	0	0	0	
N3	1.27699e-05	0.000341688	0.00404548	0.0267974	0.101512	0.221018	0.282968	0.227939	0.135365	
N4	1.03734e-05	0.000320383	0.00442308	0.0325969	0.12721	0.261454	0.290739	0.19076	0.0924865	
N5	3.00015e-05	0.000849117	0.00998047	0.06	0.186441	0.30032	0.258755	0.13157	0.0520539	
N6	5.60584e-05	0.00145046	0.0149338	0.0780634	0.213279	0.306024	0.236812	0.10915	0.0402311	
N7	4.62768e-07	4.39495e-05	0.00173467	0.0290483	0.183707	0.397405	0.291668	0.082396	0.0139961	
N8	6.88574e-09	1.60384e-06	0.00016364	0.00686015	0.0974805	0.378661	0.383611	0.11579	0.0174319	
POCHCH_Timarcha_hispanica	0	0	0	0	1	0	0	0	0	
N9	1.3135e-09	3.72959e-07	4.99511e-05	0.00289166	0.0588287	0.327301	0.428289	0.157417	0.0252224	
POCHCH_Timarcha_aurichalcea	0	0	0	0	0	1	0	0	0	
POCHCH_Timarcha_fallax	0	0	0	0	0	0	0	1	0	
N10	2.09576e-06	0.000162376	0.00503827	0.062497	0.277392	0.406189	0.203367	0.0402427	0.00511027	
N11	1.31047e-05	0.00173949	0.0541192	0.284937	0.442159	0.199502	0.0170151	0.000506385	8.61139e-06	
N12	0.000262245	0.0601049	0.667593	0.249522	0.0219433	0.000570354	4.10229e-06	1.10728e-08	1.71174e-11	
N13	4.00253e-07	0.0017793	0.989554	0.00865558	1.05831e-05	3.3152e-09	3.64344e-13	1.55317e-17	2.91691e-22	
POCHCH_Timarcha_geniculata	0	0	1	0	0	0	0	0	0	
POCHCH_Timarcha_perezi	0	0	1	0	0	0	0	0	0	
POCHCH_Timarcha_cyanescens	0	1	0	0	0	0	0	0	0	
POCHCH_Timarcha_gougeleti	0	0	0	0	0	1	0	0	0	
POCHCH_Timarcha_montserratensis	0	0	0	0	1	0	0	0	0	
POCHCH_Timarcha_granadensis	0	1	0	0	0	0	0	0	0	
N14	0.000437323	0.00815157	0.0585512	0.200277	0.325516	0.261591	0.111722	0.0281125	0.00564067	
POCHCH_Timarcha_goettingensis	0	0	0	1	0	0	0	0	0	
N15	7.38339e-05	0.00600269	0.118985	0.449793	0.344636	0.0746148	0.00569863	0.000191822	4.03041e-06	
N16	6.26695e-05	0.0093351	0.188321	0.54088	0.238186	0.0226133	0.000596008	5.59717e-06	3.32845e-08	
N17	6.59648e-05	0.00942616	0.189724	0.542188	0.235963	0.0220559	0.000572307	5.30263e-06	3.14181e-08	
POCHCH_Timarcha_cornuta	0	0	1	0	0	0	0	0	0	
POCHCH_Timarcha_sinuaticollis	0	0	0	1	0	0	0	0	0	
POCHCH_Timarcha_recticollis	0	1	0	0	0	0	0	0	0	
N18	1.27316e-10	4.82929e-07	0.000656693	0.234398	0.539387	0.224899	0.000657248	5.68801e-07	2.46086e-10	
POCHCH_Timarcha_interstitialis	0	0	0	1	0	0	0	0	0	
POCHCH_Timarcha_maritima	0	0	0	0	0	1	0	0	0	
N19	1.41869e-05	0.000849397	0.014287	0.0952365	0.270182	0.340077	0.201215	0.0629597	0.015179	
N20	1.41785e-05	0.000862235	0.0145206	0.0964159	0.271958	0.339931	0.199479	0.0619139	0.0149053	
POCHCH_Timarcha_intermedia	0	1	0	0	0	0	0	0	0	
N21	5.02955e-05	0.00162298	0.0196503	0.108365	0.275581	0.327689	0.190959	0.0609871	0.0150959	
POCHCH_Timarcha_strangulata	0	0	0	0	0	1	0	0	0	
N22	0.000639466	0.0118823	0.0790117	0.237921	0.336211	0.231675	0.0827079	0.0170749	0.0028765	
N23	0.00399033	0.0663367	0.283116	0.397219	0.201647	0.0430228	0.00440962	0.000247594	1.06543e-05	
POCHCH_Timarcha_espanoli	0	1	0	0	0	0	0	0	0	
N24	0.00437567	0.0814312	0.340455	0.410498	0.143682	0.0184768	0.00105034	3.08e-05	7.15139e-07	
POCHCH_Timarcha_ventricosa	0	0	0	1	0	0	0	0	0	
POCHCH_Timarcha_rugosa	0	1	0	0	0	0	0	0	0	
POCHCH_Timarcha_scabripennis	0	0	0	1	0	0	0	0	0	
N25	0.00251234	0.0335096	0.149449	0.303615	0.302309	0.155741	0.0441629	0.00759264	0.00110846	
N26	0.00534698	0.0675962	0.252942	0.372328	0.227463	0.0641491	0.00932497	0.000792126	5.82662e-05	
POCHCH_Timarcha_calceata	0	1	0	0	0	0	0	0	0	
POCHCH_Timarcha_marginicollis	0	0	0	1	0	0	0	0	0	
POCHCH_Timarcha_lugens	0	1	0	0	0	0	0	0	0	
N27	0.000100532	0.00189695	0.0146153	0.0630833	0.162089	0.253865	0.250008	0.166228	0.0881146	
N28	0.00198597	0.0218592	0.0895049	0.201681	0.271976	0.228039	0.123525	0.0463071	0.0151221	
POCHCH_Timarcha_balearica	0	0	0	1	0	0	0	0	0	
POCHCH_Timarcha_insparsa	0	0	1	0	0	0	0	0	0	
N29	0.00198033	0.0216702	0.0865873	0.190967	0.259099	0.227253	0.134115	0.0569642	0.0213638	
POCHCH_Timarcha_tenebricosa	0	1	0	0	0	0	0	0	0	
POCHCH_Timarcha_pimelioides	0	0	1	0	0	0	0	0	0	
