"rate","type"
0.0129487565356593,"fission"
0.0143703200708223,"fission"
0.00904675893263195,"fission"
0.0190250608190555,"fission"
0.0262476131181621,"fission"
0.0277732686323621,"fission"
0.000646596490389438,"fission"
0.00672246185819505,"fission"
0.00140452266126554,"fission"
-0.00594679554108437,"fission"
-0.00712583386384904,"fission"
0.0109786237386347,"fission"
0.0113587976765522,"fission"
0.010330331439356,"fission"
0.00619327190216104,"fission"
0.00449036308450317,"fission"
-0.0130718775081749,"fission"
0.00615025946413297,"fission"
-0.00938712001752242,"fission"
-0.00456405346374834,"fission"
-0.00660336822857902,"fission"
-0.00897537416625054,"fission"
-0.00440885164509714,"fission"
0.00228768707555729,"fission"
-0.00240947546909323,"fission"
0.00239129930842393,"fission"
-0.00670981818492358,"fission"
0.0212876509065188,"fission"
0.0213192211973169,"fission"
0.0130716084007521,"fission"
-0.00824312737360352,"fission"
-0.000423397173353946,"fission"
0.000405507703332293,"fission"
-0.00767581897070401,"fission"
-0.00778438609309771,"fission"
-0.010349421166453,"fission"
-0.00622044316939398,"fission"
0.0019172826230678,"fission"
0.0190587934081672,"fission"
-0.00100109130445713,"fission"
0.0182481816637851,"fission"
-0.00877119827107511,"fission"
-0.00183886603720349,"fission"
-0.00282778065446873,"fission"
0.00677577332153426,"fission"
-0.00283750364729277,"fission"
0.0089273030262961,"fission"
0.00129099035669707,"fission"
0.000212173832924524,"fission"
0.00169329980605836,"fission"
0.00350100454671045,"fission"
0.0049235192571798,"fission"
0.00160575544708751,"fission"
0.0022183030178768,"fission"
-0.00123285943124866,"fission"
0.0115975593650589,"fission"
0.0119818504564812,"fission"
0.00403534690639829,"fission"
0.00858479112860504,"fission"
0.0170247800379326,"fission"
0.00634065551548579,"fission"
0.00369661127842511,"fission"
-0.00727225647510501,"fission"
0.00887987822213179,"fission"
-0.00304233442604359,"fission"
-0.00330207682809616,"fission"
0.0104832703274251,"fission"
0.011171125421032,"fission"
-0.00748704057124887,"fission"
-0.0054723591866007,"fission"
-0.00126000599947368,"fission"
-0.00552453188023129,"fission"
0.0118446222448723,"fission"
-0.00204653022617095,"fission"
0.00380662354106569,"fission"
0.00179611304434321,"fission"
0.0111053656444765,"fission"
0.00944760381883663,"fission"
-0.0109786119213474,"fission"
0.00350749087176922,"fission"
0.0137480023422521,"fission"
-0.0157822048471945,"fission"
-0.00980720530574407,"fission"
-0.00505111399087099,"fission"
-0.0189127165445162,"fission"
-0.0118500644241984,"fission"
-0.00519246193001107,"fission"
-0.0120735265668022,"fission"
