NODE	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	
N1	1.43799e-12	2.92593e-12	8.74142e-12	2.96936e-11	1.03443e-10	3.57184e-10	1.20775e-09	3.97616e-09	1.26968e-08	3.92049e-08	1.16752e-07	3.34586e-07	9.21014e-07	2.43158e-06	6.14976e-06	1.48862e-05	3.44656e-05	7.62917e-05	0.000161421	0.000326451	0.000631105	0.00116664	0.00206305	0.00349205	0.00566198	0.00880169	0.0131321	0.0188282	0.0259775	0.0345447	0.0443522	0.0550826	0.0663057	0.0775225	0.0882184	0.0979112	0.106186	0.11271	0.11723	0.119559	
N2	9.01909e-13	1.85045e-12	5.71869e-12	2.03439e-11	7.46756e-11	2.71925e-10	9.66524e-10	3.32568e-09	1.10233e-08	3.50863e-08	1.07017e-07	3.12365e-07	8.71719e-07	2.32461e-06	5.92163e-06	1.44072e-05	3.34776e-05	7.43029e-05	0.000157548	0.000319228	0.000618344	0.00114553	0.00203082	0.00344767	0.00560927	0.00875404	0.0131183	0.0188981	0.0262049	0.0350242	0.0451863	0.0563569	0.0680495	0.0796592	0.090511	0.0999166	0.107234	0.111924	0.113606	0.112097	
N3	2.06301e-14	5.02384e-14	1.93028e-13	8.59422e-13	3.93576e-12	1.77161e-11	7.69225e-11	3.19478e-10	1.26419e-09	4.75684e-09	1.70028e-08	5.77019e-08	1.85867e-07	5.68202e-07	1.64845e-06	4.53881e-06	1.18617e-05	2.94282e-05	6.9326e-05	0.000155122	0.000329806	0.000666571	0.00128136	0.00234426	0.00408478	0.00678462	0.0107521	0.0162762	0.0235631	0.0326685	0.0434416	0.0554982	0.068237	0.0808983	0.0926537	0.102707	0.11038	0.115177	0.116806	0.115177	
N4	1.21542e-09	1.82681e-09	3.71082e-09	8.78713e-09	2.22348e-08	5.74122e-08	1.47556e-07	3.72326e-07	9.15289e-07	2.1826e-06	5.03624e-06	1.12292e-05	2.41747e-05	5.02293e-05	0.000100701	0.000194784	0.000363499	0.000654489	0.00113707	0.00190641	0.00308505	0.00481967	0.00727109	0.0105962	0.0149224	0.0203175	0.0267605	0.03412	0.0421475	0.0504904	0.0587255	0.066409	0.0731324	0.0785746	0.0825372	0.0849569	0.0858913	0.0854852	0.0839232	0.0813831	
ADDYDY_Cybister_sugillatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
N5	2.58496e-12	6.38132e-12	2.46849e-11	1.09307e-10	4.9296e-10	2.16792e-09	9.12947e-09	3.65051e-08	1.38012e-07	4.92178e-07	1.65334e-06	5.2267e-06	1.55389e-05	4.34203e-05	0.000113982	0.00028097	0.000650118	0.00141149	0.00287453	0.00548952	0.00982785	0.0164906	0.0259288	0.0381962	0.0527105	0.0681359	0.0824984	0.0935673	0.0994197	0.098995	0.0924205	0.0809705	0.0666753	0.0517464	0.0380375	0.0267207	0.0182338	0.0124446	0.00891809	0.00717533	
N6	6.79992e-15	2.46427e-14	1.59195e-13	1.15609e-12	8.18726e-12	5.45165e-11	3.38039e-10	1.94574e-09	1.03803e-08	5.12686e-08	2.34192e-07	9.88466e-07	3.85142e-06	1.38409e-05	4.58374e-05	0.000139776	0.000392163	0.00101158	0.0023974	0.00521689	0.0104178	0.0190816	0.0320444	0.0493228	0.0695669	0.0899018	0.106452	0.115513	0.114912	0.104864	0.0878702	0.0677097	0.0480892	0.0315941	0.0193185	0.0111145	0.00614259	0.00339475	0.00201998	0.0014472	
ADDYDY_Cybister_lateralimarginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
ADDYDY_Cybister_japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
