NODE	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	
N1	0.0295873	0.0295967	0.0296153	0.0296426	0.0296772	0.0297175	0.0297611	0.0298051	0.0298463	0.0298811	0.0299057	0.0299163	0.0299091	0.0298806	0.0298278	0.029748	0.0296395	0.0295012	0.0293331	0.029136	0.0289118	0.0286635	0.0283947	0.0281102	0.0278153	0.027516	0.0272185	0.0269297	0.0266562	0.0264047	0.0261817	0.0259933	0.0258452	0.0257425	0.0256893	
N2	0.0565582	0.0543067	0.0525033	0.0510825	0.0499709	0.0490895	0.048355	0.047683	0.0469904	0.046199	0.0452387	0.0440518	0.0425958	0.0408463	0.0387988	0.0364689	0.033891	0.0311159	0.0282068	0.0252346	0.0222726	0.0193914	0.0166545	0.0141145	0.0118107	0.00976835	0.00799843	0.00649924	0.00525852	0.00425613	0.00346704	0.00286416	0.00242099	0.00211366	0.00192257	
N3	0.0124744	0.0134578	0.0160772	0.0204993	0.0268835	0.0352289	0.0452326	0.0562065	0.0670931	0.0765963	0.083415	0.0865185	0.0853871	0.0801394	0.0715023	0.060636	0.04887	0.0374334	0.0272532	0.0188619	0.0124127	0.00776943	0.00462724	0.00262339	0.00141661	0.000729049	0.000357855	0.000167688	7.51101e-05	3.22298e-05	1.3313e-05	5.35961e-06	2.17466e-06	9.69506e-07	5.68118e-07	
ADCAHA_Calathus_freyi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N4	1.09408e-06	4.62996e-06	2.6158e-05	0.000138273	0.000636236	0.00249067	0.00819002	0.0224046	0.0506009	0.0938081	0.14217	0.175666	0.17667	0.144504	0.0961233	0.0520468	0.0229856	0.0083077	0.00246925	0.000607232	0.000124427	2.14071e-05	3.11663e-06	3.86982e-07	4.12929e-08	3.81442e-09	3.07213e-10	2.17254e-11	1.35884e-12	7.5777e-14	3.80472e-15	1.7423e-16	7.41112e-18	3.04096e-19	1.676e-20	
ADCAHA_Calathus_ascendens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCAHA_Calathus_auctus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADCAHA_Calathus_circumseptus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N5	0.0339848	0.0327655	0.0319395	0.0314612	0.0312827	0.0313546	0.0316263	0.0320469	0.0325655	0.0331322	0.0336989	0.0342202	0.0346544	0.0349644	0.0351189	0.0350935	0.0348707	0.0344412	0.0338039	0.0329654	0.0319401	0.030749	0.0294188	0.0279804	0.0264675	0.0249149	0.0233572	0.0218271	0.0203542	0.0189642	0.017678	0.0165112	0.0154739	0.014571	0.0138018	
N6	0.0154184	0.0151354	0.0152829	0.0158291	0.0167459	0.0180062	0.019581	0.0214361	0.0235297	0.0258104	0.0282161	0.0306746	0.033105	0.0354206	0.037533	0.0393572	0.0408165	0.0418479	0.0424064	0.0424684	0.0420336	0.0411245	0.0397856	0.0380795	0.0360825	0.0338797	0.0315592	0.0292071	0.0269027	0.0247151	0.0227008	0.020902	0.0193469	0.0180494	0.0170108	
N7	0.0104028	0.0107856	0.0120133	0.0140745	0.016977	0.0207273	0.0253068	0.0306455	0.0365981	0.0429268	0.0492983	0.0552984	0.0604673	0.0643518	0.0665675	0.0668591	0.0651441	0.061532	0.0563115	0.0499089	0.0428261	0.0355714	0.0285967	0.022252	0.016763	0.0122311	0.00865136	0.00594122	0.00397207	0.00259768	0.001676	0.00108292	0.000719108	0.000511407	0.000411307	
