NODE	17	18	19	20	21	22	
N1	0.0187605	0.981239	2.10149e-21	1.08188e-42	1.85191e-64	2.17397e-86	
POLALA_Cryptolestes_sp	0	0	1	0	0	0	
N2	0.002132	0.997868	2.44453e-23	7.5291e-47	2.63923e-69	1.08498e-65	
N3	0.000407718	0.999592	1.28689e-22	2.07204e-45	9.89234e-69	2.40718e-92	
POLALU_Luciola_lateralis	0	1	0	0	0	0	
POLALU_Luciola_cruciata	0	1	0	0	0	0	
N4	0.00043253	0.999567	7.72433e-22	3.88591e-45	3.15747e-55	3.83046e-39	
N5	0.000183284	0.999817	8.99825e-12	2.68175e-34	1.75497e-57	6.24637e-81	
POLAPH_Bicellonycha_sp	0	0	1	0	0	0	
POLAPH_Photuris_sp	0	1	0	0	0	0	
N6	8.6361e-05	0.999914	8.6802e-12	3.68863e-24	2.91157e-37	3.11005e-42	
POLALA_Lucidota_sp	0	0	0	0	1	0	
N7	1.91894e-05	0.999981	9.17601e-12	4.30916e-35	3.49364e-59	5.93421e-54	
N8	2.90733e-07	0.173881	0.826119	1.00845e-23	2.05542e-47	7.25689e-57	
POLALA_Photinus_australis	0	0	1	0	0	0	
N9	4.01542e-09	0.0287002	0.9713	9.41425e-24	1.19979e-47	7.89595e-60	
N10	2.92513e-13	0.000346773	0.999653	8.54913e-25	9.21368e-50	3.2941e-75	
POLALA_Ellychnia_corrusca	0	0	1	0	0	0	
POLALA_Ellychnia_californica	0	0	1	0	0	0	
POLALA_Photinus_pyralis	0	0	1	0	0	0	
N11	1.07686e-05	0.999989	7.73952e-22	7.25726e-45	1.53382e-68	1.44635e-92	
POLALA_Aspisoma_sp	0	1	0	0	0	0	
N12	3.53444e-07	1	1.12552e-23	1.58448e-47	6.51912e-72	1.51172e-96	
POLALA_Pyractomena_borealis	0	1	0	0	0	0	
POLALA_Pyractomena_angulata	0	1	0	0	0	0	
